battle,battle_name,state,campaign,url,forces_text,strength,results_text,results,study_area,core_area,potnr_boundary
VA027,Chantilly,VA,Northern Virginia Campaign (June-September 1862),http://www.nps.gov/abpp/CWSII/Chantilly to Cold Harbor.pdf,"Divisions (6,000 US; 20,000 CS)",,Inconclusive,Inconclusive,1557.86,366.34,
VA028,Fredericksburg I,VA,Fredericksburg Campaign (November-December 1862),http://www.nps.gov/abpp/CWSII/Fort Stedman to Front Royal.pdf,"Armies (100,007 US; 72,497 CS)",,Confederate victory,Confederate,13188.0,8931.12,3290.59
VA029,Kelly’s Ford,VA,Cavalry Operations along the Rappahannock (March 1863),http://www.nps.gov/abpp/CWSII/Jerusalem Plank Road to Kernstown II.pdf,"Divisions, 2,100 [US]; Brigade, 800 [CS]",,Inconclusive,Inconclusive,3755.5,1894.52,3547
VA030,Suffolk (Norfleet House Battery),VA,Longstreet’s Tidewater Operations (February-May 1863),http://www.nps.gov/abpp/CWSII/Staunton River Bridge to Swift Creek.pdf,"Divisions (Gunboat, approximately 17,000 US; approximately 20,000 CS)",,Inconclusive,Inconclusive,1476.26,346.63,1118.06
VA031,Siege of Suffolk (Hill’s Point),VA,Longstreet’s Tidewater Operations (February-May 1863),http://www.nps.gov/abpp/CWSII/Staunton River Bridge to Swift Creek.pdf,"Divisions (45,000 total)",45000,Inconclusive (the siege); Union victory (action at Hill’s Point on April 19),Inconclusive,40210.29,3582.23,15974.26
VA032,Chancellorsville,VA,Chancellorsville Campaign (April-May 1863),http://www.nps.gov/abpp/CWSII/Cedar Creek to Chancellorsville.pdf,"Armies (97,382 US; 57,352 CS)",,Confederate victory,Confederate,41489.06,8991.21,21099.8
VA033,Salem Church,VA,Chancellorsville Campaign (April-May 1863),http://www.nps.gov/abpp/CWSII/Sailors Creek to Saltville II.pdf,"VI Corps, 25,000 [US]; Brigades 10,000 [CS]",,Confederate victory,Confederate,8090.56,2451.26,
VA034,Fredericksburg II,VA,Chancellorsville Campaign (April-May 1863),http://www.nps.gov/abpp/CWSII/Fort Stedman to Front Royal.pdf,"Corps (approximately 25,000 US; approximately 12,000 CS)",,Union victory,Union,12649.15,4384.62,2838.23
VA035,Brandy Station,VA,Gettysburg Campaign (June-August 1863),http://www.nps.gov/abpp/CWSII/Blackburns Ford to Buckland Mills.pdf,"Corps (11,000 US; 9,500 CS)",,Inconclusive,Inconclusive,19324.0,7632,18986
VA036,Aldie,VA,Gettysburg Campaign (June-August 1863),http://www.nps.gov/abpp/CWSII/Aldie to Auburn II.pdf,"Brigades (approximately 2,000 US; approximately 1,500 CS)",,Inconclusive,Inconclusive,3865.83,846.54,3854.52
VA037,Middleburg,VA,Gettysburg Campaign (1863),http://www.nps.gov/abpp/CWSII/Manassas Gap to Middleburg.pdf,Divisions (unknown US; unknown CS),,Inconclusive,Inconclusive,4368.19,1600.93,4368.19
VA038,Upperville,VA,Gettysburg Campaign (June-August 1863),http://www.nps.gov/abpp/CWSII/Thoroughfare Gap to Upperville.pdf,Divisions (unknown US; unknown CS),,Inconclusive,Inconclusive,14586.9,4042.6,14586.9
VA039,Auburn I,VA,Bristoe Campaign (October-November 1863),http://www.nps.gov/abpp/CWSII/Aldie to Auburn II.pdf,"Brigades (approximately 2,000 US; approximately 3,000 CS)",,Inconclusive,Inconclusive,2265.26,501.24,2228.11
VA040,Bristoe Station,VA,Bristoe Campaign (October-November 1863),http://www.nps.gov/abpp/CWSII/Blackburns Ford to Buckland Mills.pdf,"Corps (8,383 US; 17,218 CS)",,Union victory,Union,5722.04,3438.42,3299.95
VA041,Auburn II,VA,Bristoe Campaign (October-November 1863),http://www.nps.gov/abpp/CWSII/Aldie to Auburn II.pdf,"Brigades (unknown US; approximately 3,000 CS)",,Inconclusive,Inconclusive,4403.24,1584.58,4403.24
VA042,Buckland Mills,VA,Bristoe Campaign (October–November 1863),http://www.nps.gov/abpp/CWSII/Blackburns Ford to Buckland Mills.pdf,Divisions (unknown US; unknown CS),,Confederate victory,Confederate,10375.4,2333.41,6527.11
VA043,Rappahannock Station II,VA,Bristoe Campaign (October-November 1863),http://www.nps.gov/abpp/CWSII/Rappahannock I and II.pdf,"Brigades (2,000 US; 2,000 CS)",,Union victory,Union,11808.74,3876,11531
VA044,Mine Run,VA,Mine Run Campaign (November-December 1863),http://www.nps.gov/abpp/CWSII/Mine Run to North Anna.pdf,"Armies (69,643 US; 44,426 CS)",,Inconclusive,Inconclusive,16769.4,4076,14837.75
VA045,Morton’s Ford,VA,Demonstration on the Rapidan River (February 1864),http://www.nps.gov/abpp/CWSII/Mine Run to North Anna.pdf,Corps,,Inconclusive,Inconclusive,6710.0,2422.74,6710
VA046,Wilderness,VA,Grant’s Overland Campaign (May-June 1864),http://www.nps.gov/abpp/CWSII/White oak Road to Wilderness.pdf,"Armies (101,895 US; 61,025 CS)",,Inconclusive (Grant continued his offensive),Inconclusive,16529.62,7028,13048.26
VA047,Port Walthall Junction,VA,Bermuda Hundred Campaign (May-June 1864),http://www.nps.gov/abpp/CWSII/Piedmont to Proctors Creek.pdf,"Divisions (8,000 US; 2,600 CS)",,Union victory,Union,3297.0,71683.61,1473.41
VA048,Spotsylvania Court House,VA,Grant’s Overland Campaign (May-June 1864),http://www.nps.gov/abpp/CWSII/Sappony Church to Spotsylvania Court House.pdf,"Armies (100,000 US; 52,000 CS)",,Inconclusive (Grant continued his offensive),Inconclusive,22509.68,8958.91,14200
VA049,Cloyd’s Mountain,VA,Crook-Averell Raid on the Virginia & Tennessee Railroad (May 1864),http://www.nps.gov/abpp/CWSII/Chantilly to Cold Harbor.pdf,"Divisions (6,555 US; 2,400 CS)",,Union victory,Union,1906.8,369.3,503.49
VA050,Swift Creek,VA,Bermuda Hundred Campaign (May-June 1864),http://www.nps.gov/abpp/CWSII/Staunton River Bridge to Swift Creek.pdf,"Divisions (5 gunboats, unknown US; unknown CS)",,Inconclusive,Inconclusive,7000.9,772.85,3669.8
VA051,Chester Station,VA,Bermuda Hundred Campaign (May-June 1864),http://www.nps.gov/abpp/CWSII/Chantilly to Cold Harbor.pdf,Divisions (unknown US; unknown CS),,Inconclusive (Confederate strategic victory),Inconclusive,3752.9,1071.34,1183
VA052,Yellow Tavern,VA,Grant’s Overland Campaign (May-June 1864),http://www.nps.gov/abpp/CWSII/Winchester II to Yorktown.pdf,"Divisions (12,000 US; 5,000 CS)",,Union victory,Union,5114.6,2093.65,
VA053,Proctor’s Creek,VA,Bermuda Hundred Campaign (May-June 1864),http://www.nps.gov/abpp/CWSII/Piedmont to Proctors Creek.pdf,"Armies (30,000 US; 18,000 CS)",,Confederate victory,Confederate,12684.76,4995.77,5090.69
VA054,Ware Bottom Church,VA,Bermuda Hundred Campaign (May-June 1864),http://www.nps.gov/abpp/CWSII/Walkerton to Waynesboro.pdf,"Divisions (10,000 total)",10000,Confederate victory,Confederate,11294.92,2468.98,5052.3
VA055,North Anna,VA,Grant’s Overland Campaign (May-June 1864),http://www.nps.gov/abpp/CWSII/Mine Run to North Anna.pdf,"Armies (68,000 US; 53,000 CS)",,Inconclusive,Inconclusive,16506.26,8352.33,13767.99
VA056,Wilson’s Wharf,VA,Grant’s Overland Campaign (May-June 1864),http://www.nps.gov/abpp/CWSII/Williamsburg to Winchester I.pdf,"Brigades (1 Gunboat, 1,100 US; 2,500 CS)",,Union victory,Union,3898.22,597.74,3898.22
VA057,Totopotomoy Creek/Bethesda Church,VA,Grant’s Overland Campaign (May-June 1864),http://www.nps.gov/abpp/CWSII/Thoroughfare Gap to Upperville.pdf,Corps (unknown US; unknown CS),,Inconclusive,Inconclusive,29301.1,6137.82,20829.7
VA058,Haw’s Shop,VA,Grant’s Overland Campaign (May-June 1864),http://www.nps.gov/abpp/CWSII/Hampton Roads to High Bridge.pdf,Divisions (unknown US; unknown CS),,Union victory,Union,5273.5,1217.24,4486.97
VA059,Old Church,VA,Grant’s Overland Campaign (May-June 1864),http://www.nps.gov/abpp/CWSII/Oak Grove to Opequon.pdf,"Brigades (unknown US; 2,000 CS)",,Union victory,Union,2116.4,699.96,1952.41
VA062,Cold Harbor,VA,Grant’s Overland Campaign (May-June 1864),http://www.nps.gov/abpp/CWSII/Chantilly to Cold Harbor.pdf,"Armies (108,000 US; 62,000 CS)",,Confederate victory,Confederate,37422.75,11518.37,29416.87
VA063,Petersburg II,VA,Richmond-Petersburg Campaign (June 1864-March 1865),http://www.nps.gov/abpp/CWSII/Peebles Farm to Petersburg III.pdf,"Armies (62,000 US; 42,000 CS)",,Confederate victory,Confederate,15511.16,2380.47,2434.44
VA064,Lynchburg,VA,Lynchburg Campaign (May-June 1864),http://www.nps.gov/abpp/CWSII/Lewis Farm to Manassas II.pdf,"Corps (16,643 US; approximately 14,000 CS)",,Confederate victory,Confederate,8122.42,2793.58,
VA065,Jerusalem Plank Road,VA,Richmond-Petersburg Campaign (June 1864-March 1865),http://www.nps.gov/abpp/CWSII/Jerusalem Plank Road to Kernstown II.pdf,"Corps (27,000 US; 8,000 CS)",,Confederate victory,Confederate,6391.64,1820.2,1512.66
VA066,Saint Mary’s Church,VA,Grant’s Overland Campaign (May-June 1864),http://www.nps.gov/abpp/CWSII/Sailors Creek to Saltville II.pdf,Divisions (unknown US; unknown CS),,Inconclusive,Inconclusive,11080.26,3931.03,10430.63
VA067,Sappony Church,VA,Richmond-Petersburg Campaign (June 1864-March 1865),http://www.nps.gov/abpp/CWSII/Sappony Church to Spotsylvania Court House.pdf,"Divisions (4,000 US; 5,000 CS)",,Confederate victory,Confederate,2588.51,367.04,2502
VA068,Ream’s Station I,VA,Richmond-Petersburg Campaign (June 1864-March 1865),http://www.nps.gov/abpp/CWSII/Reams Station I to Rutherfords Farm.pdf,"Divisions (4,000 US; 7,000 CS)",,Confederate victory,Confederate,3904.08,1152.98,3904.08
VA069,Deep Bottom I,VA,Richmond-Petersburg Campaign (June 1864-April 1865),http://www.nps.gov/abpp/CWSII/Darbytown to Deep Bottom I.pdf,"Corps (unknown US; 16,500 CS)",,Confederate victory,Confederate,14941.31,5675.7,13990.28
VA070,Crater,VA,Richmond-Petersburg Campaign (June 1864-March 1865),http://www.nps.gov/abpp/CWSII/Cool Spring to Cumberland Church.pdf,"IX Corps, approximately 8,500 [US]; Maj. General William Mahone’s Division, approximately 6,100 [CS]",,Confederate victory,Confederate,1352.0,222.21,627.56
VA071,Deep Bottom II,VA,Richmond-Petersburg Campaign (June 1864-April 1865),http://www.nps.gov/abpp/CWSII/Deep Bottom II to Drewrys Bluff.pdf,"Corps (approximately 30,000 US; approximately 20,000 CS)",,Confederate victory,Confederate,16171.88,87875.32,16171.88
VA072,Globe Tavern,VA,Richmond-Petersburg Campaign (June 1864-March 1865),http://www.nps.gov/abpp/CWSII/Gaines Mill to Guard Hill.pdf,"Corps (20,089 US; 14,000 CS)",,Union victory,Union,4508.13,1897.93,1208.74
VA073,Ream’s Station II,VA,Richmond-Petersburg Campaign (June 1864-March 1865),http://www.nps.gov/abpp/CWSII/Reams Station I to Rutherfords Farm.pdf,"Corps (9,000 US; 14,000 CS)",,Confederate victory,Confederate,6773.2,2627.89,6773.2
VA074,Peebles’ Farm,VA,Richmond-Petersburg Campaign (June 1864-March 1865),http://www.nps.gov/abpp/CWSII/Peebles Farm to Petersburg III.pdf,"Corps (29,800 US; 12,000 CS)",,Union victory,Union,5222.8,1845.26,3352.9
VA075,Chaffin’s Farm/New Market Heights,VA,Richmond–Petersburg Campaign (June 1864-April 1865),http://www.nps.gov/abpp/CWSII/Cedar Creek to Chancellorsville.pdf,"Armies (25,000 US; 14,500 CS)",,Union victory,Union,19216.16,7744.14,10201.56
VA076,Saltville I,VA,Burbridge’s Raid into Southwest Virginia (September-October 1864),http://www.nps.gov/abpp/CWSII/Sailors Creek to Saltville II.pdf,"Brigade 5,000 [US]; Confederate Home Guard, 300 [CS]",,Confederate victory,Confederate,3561.17,1334.78,2267.82
VA077,Darbytown and New Market,VA,Richmond-Petersburg Campaign (June 1864-April 1865),http://www.nps.gov/abpp/CWSII/Darbytown to Deep Bottom I.pdf,Corps (unknown US; unknown CS),,Union victory,Union,9401.34,2423.62,4824
VA078,Darbytown Road,VA,Richmond-Petersburg Campaign (June 1864-April 1865),http://www.nps.gov/abpp/CWSII/Darbytown to Deep Bottom I.pdf,Divisions (unknown US; unknown CS),,Confederate victory,Confederate,6860.23,1969.05,3703.48
VA079,Boydton Plank Road,VA,Richmond-Petersburg Campaign (June 1864-March 1865),http://www.nps.gov/abpp/CWSII/Blackburns Ford to Buckland Mills.pdf,"Corps (30,000 US; 11,691 CS)",,Confederate victory,Confederate,8222.69,1157.5,6069.85
VA080,Fair Oaks & Darbytown Road,VA,Richmond-Petersburg Campaign (June 1864-April 1865),http://www.nps.gov/abpp/CWSII/Elthams Landing to Five Forks.pdf,Corps (unknown US; unknown CS),,Confederate victory,Confederate,10997.88,3704.22,5609.19
VA081,Marion,VA,Stoneman’s Raid into Southwest Virginia (December 1864),http://www.nps.gov/abpp/CWSII/Manassas Gap to Middleburg.pdf,Divisions,,Union victory,Union,1969.2,356.48,228.84
VA082,Saltville II,VA,Stoneman’s Raid into Southwest Virginia (December 1864),http://www.nps.gov/abpp/CWSII/Sailors Creek to Saltville II.pdf,"Divisions (4,500 US; 2,800 CS)",,Union victory,Union,2562.15,552.68,1722.92
VA083,Hatcher’s Run,VA,Richmond-Petersburg Campaign (June 1864-March 1865),http://www.nps.gov/abpp/CWSII/Hampton Roads to High Bridge.pdf,"Corps (34,517 US; 13,835 CS)",,Inconclusive (Union Strategic Victory),Inconclusive,11886.79,1185.79,9481.02
VA084,Fort Stedman,VA,Richmond-Petersburg Campaign (June 1864-March 1865),http://www.nps.gov/abpp/CWSII/Fort Stedman to Front Royal.pdf,"Corps (14,898 US; 10,000 CS)",,Union victory,Union,1874.25,300.86,1346.83
VA085,Lewis’s Farm,VA,Appomattox Campaign (March-April 1865),http://www.nps.gov/abpp/CWSII/Lewis Farm to Manassas II.pdf,"Corps (17,000 US; 8,000 CS)",,Union victory,Union,1017.34,316.68,487.17
VA086,Dinwiddie Court House,VA,Appomattox Campaign (March-April 1865),http://www.nps.gov/abpp/CWSII/Deep Bottom II to Drewrys Bluff.pdf,"Corps (45,247 US; 20,030 CS)",,Confederate victory,Confederate,6359.75,2388.77,4636.78
VA087,White Oak Road,VA,Appomattox Campaign (March-April 1865),http://www.nps.gov/abpp/CWSII/White oak Road to Wilderness.pdf,"Corps (22,000 US; 8,000 CS)",,Confederate victory,Confederate,4601.26,3090.64,3061.07
VA088,Five Forks,VA,Appomattox Campaign (March-April 1865),http://www.nps.gov/abpp/CWSII/Elthams Landing to Five Forks.pdf,"Corps (22,000 US; 10,600 CS)",,Union victory,Union,5688.0,1272.01,5688
VA089,Petersburg III,VA,Appomattox Campaign (March-April 1865),http://www.nps.gov/abpp/CWSII/Peebles Farm to Petersburg III.pdf,"Armies (76,113 US; 58,400 CS)",,Union victory,Union,20528.02,3477.64,12656.17
VA090,Sutherland’s Station,VA,Appomattox Campaign (March-April 1865),http://www.nps.gov/abpp/CWSII/Staunton River Bridge to Swift Creek.pdf,"Divisions (1,500 US; 3,000 CS)",,Union victory,Union,1905.9,351.17,684
VA091,Amelia Springs,VA,Appomattox Campaign (March-April 1865),http://www.nps.gov/abpp/CWSII/Aldie to Auburn II.pdf,Divisions (unknown US; 332 CS),,Inconclusive,Inconclusive,4824.29,687.37,4825.29
VA092,Rice’s Station,VA,Appomattox Campaign (March-April 1865),http://www.nps.gov/abpp/CWSII/Reams Station I to Rutherfords Farm.pdf,"Corps (7,500 US; 6,800 CS)",,Union victory,Union,1854.74,193.68,610.03
VA093,Sailor’s Creek,VA,Appomattox Campaign (March-April 1865),http://www.nps.gov/abpp/CWSII/Sailors Creek to Saltville II.pdf,"Corps (36,500 US; 16,900 CS)",,Union victory,Union,5809.27,1524.74,5809.27
VA094,Cumberland Church,VA,Appomattox Campaign (March-April 1865),http://www.nps.gov/abpp/CWSII/Cool Spring to Cumberland Church.pdf,"Divisions (8,600 US; 4,000 CS)",,Confederate victory,Confederate,2557.94,511.84,2557.94
VA095,High Bridge,VA,Appomattox Campaign (March-April 1865),http://www.nps.gov/abpp/CWSII/Hampton Roads to High Bridge.pdf,"Brigades (900 US; 1,200 CS)",,Inconclusive,Inconclusive,3760.45,562.89,3368.89
VA096,Appomattox Station,VA,Appomattox Campaign (March-April 1865),http://www.nps.gov/abpp/CWSII/Aldie to Auburn II.pdf,"3rd US Cavalry Division, approximately 4,000 [US]; Artillery Train, approximately 3,000 [CS]",,Union victory,Union,4016.59,290.96,130.11
VA097,Appomattox Courthouse,VA,Appomattox Campaign (March-April 1865),http://www.nps.gov/abpp/CWSII/Aldie to Auburn II.pdf,"Corps (21,000 US; 9,000 CS)",,Union victory,Union,5356.25,2107.18,3282.59
VA098,Petersburg I,VA,Richmond-Petersburg Campaign (June 1864-March 1865),http://www.nps.gov/abpp/CWSII/Peebles Farm to Petersburg III.pdf,"Brigades (4,500 US; 2,500 CS)",,Confederate victory,Confederate,9441.52,426.5,2563.3
VA099,Trevilian Station,VA,Grant’s Overland Campaign (May-June 1864),http://www.nps.gov/abpp/CWSII/Thoroughfare Gap to Upperville.pdf,"Divisions (9,300 US; 6,400 CS)",,Confederate victory,Confederate,13186.01,4361.23,13071.03
VA100,Cockpit Point,VA,Blockade of the Potomac River (1861-62),http://www.nps.gov/abpp/CWSII/Chantilly to Cold Harbor.pdf,"Gunboats, 2 [US]; Battery Garrison, approximately 50 [CS]",,Inconclusive,Inconclusive,4428.07,78.08,142.91
VA101,Kernstown I,VA,Jackson’s Shenandoah Valley Campaign (1862),http://www.nps.gov/abpp/CWSII/Jerusalem Plank Road to Kernstown II.pdf,"Divisions (8,500 US; 3,800 CS)",,Union victory,Union,4485.72,1553.87,2036.36
VA102,McDowell,VA,Jackson’s Shenandoah Valley Campaign (1862),http://www.nps.gov/abpp/CWSII/Manassas Gap to Middleburg.pdf,"Divisions (6,500 US; 6,000 CS)",,Confederate victory,Confederate,7441.3,2258.22,7441.3
VA103,Front Royal,VA,Jackson’s Shenandoah Valley Campaign (1862),http://www.nps.gov/abpp/CWSII/Fort Stedman to Front Royal.pdf,"Garrison, 1,063 [US]; Brigade, 3,000 [CS]",,Confederate victory,Confederate,6030.48,944.34,
VA104,Winchester I,VA,Jackson’s Shenandoah Valley Campaign (1862),http://www.nps.gov/abpp/CWSII/Williamsburg to Winchester I.pdf,"Armies (6,500 US; 16,000 CS)",,Confederate victory,Confederate,5153.5,1760.28,
VA105,Cross Keys,VA,Jackson’s Shenandoah Valley Campaign (March-June 1862),http://www.nps.gov/abpp/CWSII/Cool Spring to Cumberland Church.pdf,"Army, 11,500 [US]; Division, 5,800 [CS]",,Confederate victory,Confederate,4498.12,2152.88,4498.12
VA106,Port Republic,VA,Jackson’s Shenandoah Valley Campaign (1862),http://www.nps.gov/abpp/CWSII/Piedmont to Proctors Creek.pdf,"Divisions (3,500 US; 6,000 CS)",,Confederate victory,Confederate,5445.9,2144.74,5390.58
VA107,Winchester II,VA,Gettysburg Campaign (June-August 1863),http://www.nps.gov/abpp/CWSII/Winchester II to Yorktown.pdf,"Garrison, 7,000 [US]; II Corps, 12,500 [CS]",,Confederate victory,Confederate,18133.49,3113.34,977.16
VA108,Manassas Gap,VA,Gettysburg Campaign (June-August 1863),http://www.nps.gov/abpp/CWSII/Manassas Gap to Middleburg.pdf,Divisions (unknown US; unknown CS),,Inconclusive,Inconclusive,5225.05,1745.57,4674.29
VA109,Cove Mountain,VA,Crook-Averell Raid on the Virginia & Tennessee Railroad (May 1864),http://www.nps.gov/abpp/CWSII/Cool Spring to Cumberland Church.pdf,"Brigades (2,500 US; 4,000 CS)",,Inconclusive,Inconclusive,2876.45,1049.77,2285.81
VA110,New Market,VA,Lynchburg Campaign (May-June 1864),http://www.nps.gov/abpp/CWSII/Mine Run to North Anna.pdf,"Armies (6,275 US; 4,090 CS)",,Confederate victory,Confederate,5928.92,2260.69,5411.82
VA111,Piedmont,VA,Lynchburg Campaign (May-June 1864),http://www.nps.gov/abpp/CWSII/Piedmont to Proctors Creek.pdf,"Armies (8,500 US; 5,500 CS)",,Union victory,Union,7676.96,2862.31,7426.84
VA113,Staunton River Bridge,VA,Richmond-Petersburg Campaign (June 1864-March 1865),http://www.nps.gov/abpp/CWSII/Staunton River Bridge to Swift Creek.pdf,"Divisions (5,500 US; 4,100 CS)",,Confederate victory,Confederate,4326.5,562.18,3849
VA114,Cool Spring,VA,Early’s Raid and Operations against the B&O Railroad (JuneAugust 1864),http://www.nps.gov/abpp/CWSII/Cool Spring to Cumberland Church.pdf,"Divisions (5,000 US; 8,000 CS)",,Confederate victory,Confederate,6187.0,1960.81,5726.77
VA115,Rutherford’s Farm,VA,Early’s Raid and Operations against the B&O Railroad (June-August 1864),http://www.nps.gov/abpp/CWSII/Reams Station I to Rutherfords Farm.pdf,"Divisions (approximately 2,350 US; approximately 3,300 CS)",,Union victory,Union,2393.97,1175.08,565.27
VA116,Kernstown II,VA,Early’s Raid and Operations against the B&O Railroad (June-August 1864),http://www.nps.gov/abpp/CWSII/Jerusalem Plank Road to Kernstown II.pdf,"Divisions 9,500 [US]; Corp, 14,000 [CS]",,Confederate victory,Confederate,7542.29,2296.17,2564.12
VA117,Guard Hill,VA,Sheridan’s Shenandoah Valley Campaign (August-December 1864),http://www.nps.gov/abpp/CWSII/Gaines Mill to Guard Hill.pdf,Divisions (unknown US; unknown CS),,Inconclusive,Inconclusive,2341.19,1043.53,863
VA118,Berryville,VA,Sheridan’s Shenandoah Valley Campaign (August-December 1864),http://www.nps.gov/abpp/CWSII/Balls Bluff to Big Bethel.pdf,Corps (unknown US; unknown CS),,Inconclusive,Inconclusive,7018.01,1880.94,6206.78
VA119,Opequon/Third Winchester,VA,Sheridan’s Shenandoah Valley Campaign (August-December 1864),http://www.nps.gov/abpp/CWSII/Oak Grove to Opequon.pdf,"Armies (39,240 US; 15,200 CS)",,Union victory,Union,13688.5,5288.9,4262.52
VA120,Fisher’s Hill,VA,"Sheridan’s Shenandoah Valley Campaign (August-December, 1864)",http://www.nps.gov/abpp/CWSII/Elthams Landing to Five Forks.pdf,"Armies (20,000 US; 12,000 CS)",,Union victory,Union,10248.76,2750.95,9703.13
VA121,Tom’s Brook,VA,"Sheridan’s Shenandoah Valley Campaign (August-December, 1864)",http://www.nps.gov/abpp/CWSII/Thoroughfare Gap to Upperville.pdf,"Divisions (6,300 US; 3,500 CS)",,Union victory,Union,9989.22,2018.44,9989.22
VA122,Cedar Creek,VA,Sheridan’s Shenandoah Valley Campaign (August-December 1864),http://www.nps.gov/abpp/CWSII/Cedar Creek to Chancellorsville.pdf,"Armies (31,945 US; 21,000 CS)",,Union victory,Union,13995.28,6252.02,12091.95
VA123,Waynesboro,VA,Sheridan’s Expedition to Petersburg (February-March 1865),http://www.nps.gov/abpp/CWSII/Walkerton to Waynesboro.pdf,"Divisions (2,500 US; 1,600 CS)",,Union victory,Union,2205.16,603.56,
VA124,Namozine Church,VA,Appomattox Campaign (March-April 1865),http://www.nps.gov/abpp/CWSII/Mine Run to North Anna.pdf,"Brigades (1,000 US; 700 CS)",,Inconclusive,Inconclusive,3828.76,267.32,3828.76
VA125,Walkerton,VA,Kilpatrick-Dahlgren Raid (February-March 1864),http://www.nps.gov/abpp/CWSII/Walkerton to Waynesboro.pdf,"Brigades (4,000 US; unknown CS)",,Confederate victory,Confederate,4572.5,750.3,4551
WV001,Philippi,WV,Operations in Western Virginia,http://www.nps.gov/abpp/CWSII/Moorefield to Princeton Courthouse.pdf,"Indiana, Ohio, and Virginia Volunteers (approx. 3,000 men) [US]; Recruits (approx. 800 men) [CS]",,Union victory,Union,11879.07,403.03,4546.67
WV002,Hoke’s Run,WV,Manassas Campaign (1861),http://www.nps.gov/abpp/CWSII/Greenbrier River to Kesslers Cross Lanes.pdf,"1st Brigade and 6th Brigade, Patterson's Division [US]; 1st Brigade [CS]",,Union victory,Union,5325.39,525.8,953.45
WV003,Rich Mountain,WV,Operations in Western Virginia,http://www.nps.gov/abpp/CWSII/Rich Mountain to Summit Point.pdf,"Department of the Ohio, force at Roaring Creek (approx. 3,000 men) and force at Hart Farm (approx. 1,900 men) [US]; Camp Garnett Garrison and associated regiments (approx. 1,300 men) [CS]",,Union victory,Union,4203.8,140.58,1872.31
WV004,Kessler’s Cross Lanes,WV,Operations in Western Virginia,http://www.nps.gov/abpp/CWSII/Greenbrier River to Kesslers Cross Lanes.pdf,7th Ohio Regiment [US]; Confederate forces in the Kanawha Valley [CS],,Confederate victory,Confederate,2103.45,995.25,2103.45
WV005,Cheat Mountain,WV,Operations in Western Virginia,http://www.nps.gov/abpp/CWSII/Camp Allegheny to Droop Mountain.pdf,"1st Brigade, Army of Occupation, Western Virginia [US]; Army of the Northwest [CS]",,Union victory,Union,11271.23,3076.9,9164.24
WV006,Carnifex Ferry,WV,Operations in Western Virginia,http://www.nps.gov/abpp/CWSII/Camp Allegheny to Droop Mountain.pdf,Army of Occupation in Western Virginia [US]; Army of the Kanawha [CS],,Union victory,Union,5309.7,1576.05,1985.6
WV007,Greenbrier River,WV,Operations in Western Virginia,http://www.nps.gov/abpp/CWSII/Greenbrier River to Kesslers Cross Lanes.pdf,"1st Brigade, Army of Occupation, Western Virginia [US]; Camp Bartow Garrison [CS]",,Inconclusive,Inconclusive,2321.47,734.84,700
WV008,Camp Allegheny,WV,Operations in Western Virginia,http://www.nps.gov/abpp/CWSII/Camp Allegheny to Droop Mountain.pdf,Army of the Northwest [US]; Camp Allegheny Garrison [CS],,Inconclusive,Inconclusive,5029.8,1320.6,2946.1
WV009,Princeton Courthouse,WV,Jackson’s Shenandoah Valley Campaign,http://www.nps.gov/abpp/CWSII/Moorefield to Princeton Courthouse.pdf,"District of Kanawha [US]; Army of East Kentucky and Wharton’s Brigade, Department of Southwest Virginia [CS]",,Confederate victory,Confederate,10703.45,1661.4,0
WV010,Harpers Ferry,WV,Maryland Campaign,http://www.nps.gov/abpp/CWSII/Greenbrier River to Kesslers Cross Lanes.pdf,"Harpers Ferry Garrison (approx. 12,000 men) [US]; 2nd Wing, Army of Northern Virginia [CS]",,Confederate victory,Confederate,11008.75,4967.6,7192.99
WV012,Droop Mountain,WV,Averell’s Raid on the Virginia and Tennessee Railroad,http://www.nps.gov/abpp/CWSII/Camp Allegheny to Droop Mountain.pdf,"1st Separate Brigade [US]; 1st Brigade, Army of Southwestern Virginia [CS]",,Union victory,Union,8128.5,2952.27,5967.69
WV013,Moorefield,WV,Early’s Raid and Operations Against the B&O Railroad,http://www.nps.gov/abpp/CWSII/Moorefield to Princeton Courthouse.pdf,Cavalry Division [US]; Johnson's Cavalry Brigade [CS],,Union victory,Union,14266.22,1902.81,1824.36
WV014,Summit Point,WV,Sheridan’s Valley Campaign,http://www.nps.gov/abpp/CWSII/Rich Mountain to Summit Point.pdf,Army of the Shenandoah [US]; Valley District [CS],,Inconclusive,Inconclusive,14092.48,1769.38,8671.63
WV015,Smithfield Crossing,WV,Sheridan’s Valley Campaign,http://www.nps.gov/abpp/CWSII/Rich Mountain to Summit Point.pdf,"First Cavalry Division, Army of the Shenandoah [US]; Valley District [CS]",,Inconclusive,Inconclusive,6456.72,1599.96,3647.69
WV016,Shepherdstown,WV,Maryland Campaign,http://www.nps.gov/abpp/CWSII/Rich Mountain to Summit Point.pdf,"V Corps, Army of the Potomac [US]; A.P. Hill’s Division, Army of Northern Virginia [CS]",,Confederate victory,Confederate,4549.21,1534.4,4259.32
