cwsac_id,battle_name,start_date,end_date,theater_code,campaign_code,result,cwss_url,partof_cwss,operation,forces_text,casualties_text,results_text,preservation,significance,cwsac_url,other_names,partof_cwsac,cws2_url,study_area,core_area,potnr_boundary,partof_cws2,interpretive_political,interpretive_commander_loss,interpretive_casualties,interpretive_tactics_strategy,interpretive_public_mind,interpretive_combat_arm,interpretive_military_firsts,interpretive_minority_troops,interpretive_economic,interpretive_archaelolgical,interpretive_logistics,interpretive_individual_bravery,interpretive_group_behavior,interpretive_joint_ops,interpretive_coop_armies,interpretive_naval,significance_jim,significance_ed,significance_bill,aad_url,battle_type,partof_aad,lat,long,state,strength_mean,strength_var,casualties_kwm_mean,casualties_kwm_var,comment
VA039,Auburn I,1863-10-13,1863-10-13,ME,ME63-05,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA039,TRUE,0,Brigades,50 total,Inconclusive,III.4,D,http://www.nps.gov/abpp/battles/va039.htm,Catlett's Station; St. Stephen's Church,TRUE,http://www.nps.gov/abpp/CWSII/Aldie to Auburn II.pdf,2265.26,501.24,2228.11,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=242&dt=295,Action,TRUE,38.7,-77.7,VA,5e3,166666.66666666666,50,83333.33333333333,
VA040,Bristoe Station,1863-10-14,1863-10-14,ME,ME63-05,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA040,TRUE,0,Corps,"1,980 total",Union victory,I.3,B,http://www.nps.gov/abpp/battles/va040.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Blackburns Ford to Buckland Mills.pdf,5722.04,3438.42,3299.95,TRUE,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=244&dt=295,Engagement,TRUE,38.7234,-77.5418,VA,25601,0.16666666666666666,1920,16.666666666666668,
VA041,Auburn II,1863-10-14,1863-10-14,ME,ME63-05,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA041,TRUE,0,Brigades,113 total,Inconclusive,III.4,D,http://www.nps.gov/abpp/battles/va041.htm,Coffee Hill,TRUE,http://www.nps.gov/abpp/CWSII/Aldie to Auburn II.pdf,4403.24,1584.58,4403.24,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=255&dt=295,Combat,TRUE,38.7021,-77.7018,VA,,,113,0.08333333333333333,
VA042,Buckland Mills,1863-10-19,1863-10-19,ME,ME63-05,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA042,TRUE,0,Divisions,230 total,Confederate victory,II.4,D,http://www.nps.gov/abpp/battles/va042.htm,Buckland Races; Chestnut Hill,TRUE,http://www.nps.gov/abpp/CWSII/Blackburns Ford to Buckland Mills.pdf,10375.4,2333.41,6527.11,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=252&dt=295,Action,TRUE,38.7747,-77.692,VA,,,230,8.333333333333334,
VA043,Rappahannock Station II,1863-11-07,1863-11-07,ME,ME63-05,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA043,TRUE,0,Corps,"2,537 total (1,600 Confederate prisoners)",Union victory,IV.1,B,http://www.nps.gov/abpp/battles/va043.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Rappahannock I and II.pdf,11808.74,3876,11531,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,C,http://aad.archives.gov/aad/record-detail.jsp?rid=256&dt=295,Engagement,TRUE,38.533,-77.8136,VA,4e3,166666.66666666666,2502,0.16666666666666666,
VA044,Mine Run,1863-11-26,1863-12-02,ME,ME63-07,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA044,TRUE,0,"Armies: 114,069 total (US 69,643; CS 44,426)","1,952 total (US 1,272; CS 680)",Inconclusive,I.3,B,http://www.nps.gov/abpp/battles/va044.htm,Payne's Farm; New Hope Church,TRUE,http://www.nps.gov/abpp/CWSII/Mine Run to North Anna.pdf,16769.4,4076,14837.75,TRUE,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=346&dt=295,Engagement,TRUE,38.3379,-77.8187,VA,114069,0.16666666666666666,2428,0.16666666666666666,
VA045,Morton's Ford,1864-02-06,1864-02-07,ME,ME64-01,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA045,TRUE,0,Divisions,723 total,Inconclusive,III.4,D,http://www.nps.gov/abpp/battles/va045.htm,Rapidan River,TRUE,http://www.nps.gov/abpp/CWSII/Mine Run to North Anna.pdf,6710,2422.74,6710,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=247&dt=295,Engagement,TRUE,38.3746,-77.904,VA,,,723,0.08333333333333333,
VA046,Wilderness,1864-05-05,1864-05-07,ME,ME64-06,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA046,TRUE,0,"162,920 total (US 101,895; CS 61,025)","29,800 total (US 18,400; CS 11,400)",Inconclusive (Grant continued his offensive.),I.2,A,http://www.nps.gov/abpp/battles/va046.htm,Combats at Parker's Store; Craig's Meeting House; Todd's Tavern; Brock Road; the Furnaces,TRUE,http://www.nps.gov/abpp/CWSII/White oak Road to Wilderness.pdf,16529.62,7028,13048.26,TRUE,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,A,A,A,http://aad.archives.gov/aad/record-detail.jsp?rid=238&dt=295,Battle,TRUE,38.3164,-77.7597,VA,162920,0.16666666666666666,28800,84166.66666666666,Use dates from the original CWSAC.
VA047,Port Walthall Junction,1864-05-06,1864-05-07,ME,ME64-05,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA047,TRUE,0,Divisions,550 total,Union victory,II.3,C,http://www.nps.gov/abpp/battles/va047.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Piedmont to Proctors Creek.pdf,3297,71683.61,1473.41,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=239&dt=295,Engagement,TRUE,37.3116,-77.4028,VA,10600,84166.66666666666,550,833.3333333333334,
VA048,Spotsylvania Court House,1864-05-08,1864-05-21,ME,ME64-06,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA048,TRUE,0,"152,000 total (US 100,000; CS 52,000)","30,000 total (US 18,000; CS 12,000)",Inconclusive (Grant continued his offensive.),I.2,A,http://www.nps.gov/abpp/battles/va048.htm,Combats at Laurel Hill and Corbin's Bridge (May 8); Ni River (May 9); Laurel Hill; Po River; and Bloody Angle (May 10); Salient or Bloody Angle (May 12-13); Piney Branch Church (May 15); Harrison House (May 18); Harris Farm (May 19),TRUE,http://www.nps.gov/abpp/CWSII/Sappony Church to Spotsylvania Court House.pdf,22509.68,8958.91,14200,TRUE,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,A,A,A,http://aad.archives.gov/aad/record-detail.jsp?rid=240&dt=295,Operation,TRUE,38.2242,-77.5981,VA,152e3,833416666.6666667,27e3,166666.66666666666,
VA049,Cloyd's Mountain,1864-05-09,1864-05-09,ME,ME64-04,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA049,TRUE,0,"Divisions (total 10,000)","1,500 total",Union victory,III.3,C,http://www.nps.gov/abpp/battles/va049.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Chantilly to Cold Harbor.pdf,1906.8,369.3,503.49,TRUE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,C,http://aad.archives.gov/aad/record-detail.jsp?rid=241&dt=295,Engagement,TRUE,37.1746,-80.709,VA,8955,833.4166666666667,1226,0.16666666666666666,
VA050,Swift Creek,1864-05-09,1864-05-09,ME,ME64-05,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA050,TRUE,0,Divisions,990 total,Inconclusive,II.3,C,http://www.nps.gov/abpp/battles/va050.htm,Arrowfield Church,TRUE,http://www.nps.gov/abpp/CWSII/Staunton River Bridge to Swift Creek.pdf,7000.9,772.85,3669.8,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=243&dt=295,Engagement,TRUE,37.2861,-77.4118,VA,,,990,8.333333333333334,
VA051,Chester Station,1864-05-10,1864-05-10,ME,ME64-05,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA051,TRUE,0,Divisions,569 total,Inconclusive,IV.2,D,http://www.nps.gov/abpp/battles/va051.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Chantilly to Cold Harbor.pdf,3752.9,1071.34,1183,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=245&dt=295,Action,TRUE,37.3529,-77.4122,VA,,,569,0.08333333333333333,
VA052,Yellow Tavern,1864-05-11,1864-05-11,ME,ME64-06,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA052,TRUE,0,Divisions,800 total,Union victory,IV.1,C,http://www.nps.gov/abpp/battles/va052.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Winchester II to Yorktown.pdf,5114.6,2093.65,,TRUE,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=246&dt=295,Combat,TRUE,37.6599,-77.4552,VA,17e3,166666.66666666666,800,83333.33333333333,
VA053,Proctor's Creek,1864-05-12,1864-05-16,ME,ME64-05,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA053,TRUE,0,"48,000 total (US 30,000; CS 18,000)","6,660 total",Confederate victory,IV.1,B,http://www.nps.gov/abpp/battles/va053.htm,Drewry's Bluff; Fort Darling,TRUE,http://www.nps.gov/abpp/CWSII/Piedmont to Proctors Creek.pdf,12684.76,4995.77,5090.69,TRUE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,B,C,http://aad.archives.gov/aad/record-detail.jsp?rid=248&dt=295,Engagement,TRUE,37.3935,-77.4277,VA,57e3,166666.66666666666,4004,83333.41666666666,
VA054,Ware Bottom Church,1864-05-20,1864-05-20,ME,ME64-05,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA054,TRUE,0,"Divisions (10,000 total)","1,500 total",Confederate victory,II.3,C,http://www.nps.gov/abpp/battles/va054.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Walkerton to Waynesboro.pdf,11294.92,2468.98,5052.3,TRUE,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,C,,C,http://aad.archives.gov/aad/record-detail.jsp?rid=353&dt=295,Engagement,TRUE,37.3444,-77.3914,VA,1e4,8333333.333333333,1500,8333333.333333333,"Limit the battle to the action at Ware Bottom Church on May 20th. The dates in CWSAC2 go to May 29th.
"
VA055,North Anna,1864-05-23,1864-05-26,ME,ME64-06,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA055,TRUE,0,Armies,"4,000 total",Inconclusive,I.3,B,http://www.nps.gov/abpp/battles/va055.htm,Telegraph Road Bridge; Jericho Mill (May 23); Ox Ford; Quarles Mill; Hanover Junction (May 24),TRUE,http://www.nps.gov/abpp/CWSII/Mine Run to North Anna.pdf,16506.26,8352.33,13767.99,TRUE,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=315&dt=295,Combat,TRUE,37.8862,-77.4943,VA,121e3,166666.66666666666,5140,0.16666666666666666,
VA056,Wilson's Wharf,1864-05-24,1864-05-24,ME,ME64-06,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA056,TRUE,0,Brigades,165 total,Union victory,II.3,D,http://www.nps.gov/abpp/battles/va056.htm,Fort Pocahontas,TRUE,http://www.nps.gov/abpp/CWSII/Williamsburg to Winchester I.pdf,3898.22,597.74,3898.22,TRUE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=253&dt=295,Action,TRUE,37.3067,-76.9967,VA,3600,1666.6666666666667,166,8.416666666666668,
VA057,Totopotomoy Creek,1864-05-28,1864-05-30,ME,ME64-06,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA057,TRUE,0,Corps,"2,200 total (US 1,100; CS 1,100)",Inconclusive,IV.1,B,http://www.nps.gov/abpp/battles/va057.htm,Bethesda Church; Crumps Creek; Matadequin Creek; Shady Grove Road; Hanovertown,TRUE,http://www.nps.gov/abpp/CWSII/Thoroughfare Gap to Upperville.pdf,29301.1,6137.82,20829.7,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,B,C,http://aad.archives.gov/aad/record-detail.jsp?rid=260&dt=295,Battle,TRUE,37.634,-77.2987,VA,,,1890,0.16666666666666666,
VA058,Haw's Shop,1864-05-28,1864-05-28,ME,ME64-06,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA058,TRUE,0,Divisions,744 total (US 344; CS 400),Inconclusive,II.3,C,http://www.nps.gov/abpp/battles/va058.htm,Enon Church,TRUE,http://www.nps.gov/abpp/CWSII/Hampton Roads to High Bridge.pdf,5273.5,1217.24,4486.97,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=257&dt=295,Combat,TRUE,37.676,-77.3118,VA,,,744,833.4166666666667,
VA059,Old Church,1864-05-30,1864-05-30,ME,ME64-06,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA059,TRUE,0,Brigades,900 total,Union victory,III.3,C,http://www.nps.gov/abpp/battles/va059.htm,Matadequin Creek,TRUE,http://www.nps.gov/abpp/CWSII/Oak Grove to Opequon.pdf,2116.4,699.96,1952.41,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=258&dt=295,Combat,TRUE,37.6444,-77.2209,VA,,,900,833.3333333333334,
VA062,Cold Harbor,1864-05-31,1864-06-12,ME,ME64-06,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA062,TRUE,0,"170,000 total (US 108,000; CS 62,000)","15,500 total (US 13,000; CS 2,500)",Confederate victory,I.1,A,http://www.nps.gov/abpp/battles/va062.htm,Second Cold Harbor,TRUE,http://www.nps.gov/abpp/CWSII/Chantilly to Cold Harbor.pdf,37422.75,11518.37,29416.87,TRUE,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=259&dt=295,Battle,TRUE,37.59,-77.285,VA,17e4,166666.66666666666,18e3,166666.66666666666,
VA063,Petersburg II,1864-06-15,1864-06-18,ME,ME64-09,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA063,TRUE,0,"104,000 total (US 62,000; CS 42,000)","11,386 total (US 8,150; CS 3,236)",Confederate victory,III.1,A,http://www.nps.gov/abpp/battles/va063.htm,Assault on Petersburg,TRUE,http://www.nps.gov/abpp/CWSII/Peebles Farm to Petersburg III.pdf,15511.16,2380.47,2434.44,TRUE,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=265&dt=295,Battle,TRUE,37.2211,-77.3782,VA,104e3,166666.66666666666,12850,833.4166666666667,
VA064,Lynchburg,1864-06-17,1864-06-18,ME,ME64-07,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA064,TRUE,0,"Corps (44,000 total)",900 total,Confederate victory,IV.2,B,http://www.nps.gov/abpp/battles/va064.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Lewis Farm to Manassas II.pdf,8122.42,2793.58,,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,,,http://aad.archives.gov/aad/record-detail.jsp?rid=288&dt=295,Engagement,TRUE,37.3845,-79.1832,VA,30643,83333.41666666666,900,1666.6666666666667,
VA065,Jerusalem Plank Road,1864-06-21,1864-06-23,ME,ME64-09,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA065,TRUE,0,Corps,"4,000 total",Union gained ground,IV.1,B,http://www.nps.gov/abpp/battles/va065.htm,First Battle of Weldon Railroad,TRUE,http://www.nps.gov/abpp/CWSII/Jerusalem Plank Road to Kernstown II.pdf,6391.64,1820.2,1512.66,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=268&dt=295,Engagement,TRUE,37.1844,-77.3767,VA,35e3,166666.66666666666,3534,0.16666666666666666,
VA066,Saint Mary's Church,1864-06-24,1864-06-24,ME,ME64-06,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA066,TRUE,0,Divisions,630 total,Inconclusive,III.4,D,http://www.nps.gov/abpp/battles/va066.htm,Nance's Shop,TRUE,http://www.nps.gov/abpp/CWSII/Sailors Creek to Saltville II.pdf,11080.26,3931.03,10430.63,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=289&dt=295,Combat,TRUE,37.4322,-77.1506,VA,,,630,8.333333333333334,
VA067,Sappony Church,1864-06-28,1864-06-28,ME,ME64-09,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA067,TRUE,0,Divisions,"1,817 for entire raid",Confederate victory,III.4,D,http://www.nps.gov/abpp/battles/va067.htm,Stony Creek Depot,TRUE,http://www.nps.gov/abpp/CWSII/Sappony Church to Spotsylvania Court House.pdf,2588.51,367.04,2502,TRUE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=270&dt=295,Engagement,TRUE,36.9459,-77.4531,VA,9e3,166666.66666666666,,,
VA068,Ream's Station I,1864-06-29,1864-06-29,ME,ME64-09,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA068,TRUE,0,Divisions,"600 total (1,817 for entire raid)",Confederate victory,III.3,C,http://www.nps.gov/abpp/battles/va068.htm,Reams' Station,TRUE,http://www.nps.gov/abpp/CWSII/Reams Station I to Rutherfords Farm.pdf,3904.08,1152.98,3904.08,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=271&dt=295,Engagement,TRUE,37.0959,-77.4226,VA,11e3,166666.66666666666,600,83333.33333333333,
VA069,Deep Bottom I,1864-07-27,1864-07-27,ME,ME64-09,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA069,TRUE,0,Corps,"1,000 total",Confederate victory,II.3,C,http://www.nps.gov/abpp/battles/va069.htm,Darbytown; Strawberry Plains; New Market Road; Gravel Hill,TRUE,http://www.nps.gov/abpp/CWSII/Darbytown to Deep Bottom I.pdf,14941.31,5675.7,13990.28,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=273&dt=295,Engagement,TRUE,37.4359,-77.2609,VA,,,1e3,83333.33333333333,
VA070,Crater,1864-07-30,1864-07-30,ME,ME64-09,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA070,TRUE,0,IX Corps [US]; elements of the Army of Northern Virginia [CS],"5,300 total",Confederate victory,III.1,A,http://www.nps.gov/abpp/battles/va070.htm,The Mine,TRUE,http://www.nps.gov/abpp/CWSII/Cool Spring to Cumberland Church.pdf,1352,222.21,627.56,TRUE,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=292&dt=295,Battle,TRUE,37.2183,-77.3777,VA,14600,1666.6666666666667,5289,0.16666666666666666,
VA071,Deep Bottom II,1864-08-13,1864-08-20,ME,ME64-09,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA071,TRUE,0,Corps,"4,600 total",Confederate victory,I.3,B,http://www.nps.gov/abpp/battles/va071.htm,New Market Road; Fussell's Mill; Bailey's Creek; Charles City Road; and White's Tavern,TRUE,http://www.nps.gov/abpp/CWSII/Deep Bottom II to Drewrys Bluff.pdf,16171.88,87875.32,16171.88,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C,http://aad.archives.gov/aad/record-detail.jsp?rid=293&dt=295,Demonstration,TRUE,37.4438,-77.2844,VA,5e4,16666666.666666666,4200,1666.6666666666667,
VA072,Globe Tavern,1864-08-18,1864-08-21,ME,ME64-09,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA072,TRUE,0,"Corps (34,300 total)","5,879 total (4,279 US; 1,600 CS)",Union victory,IV.1,B,http://www.nps.gov/abpp/battles/va072.htm,Second Battle of Weldon Railroad; Yellow Tavern; Yellow House; Blick's Station,TRUE,http://www.nps.gov/abpp/CWSII/Gaines Mill to Guard Hill.pdf,4508.13,1897.93,1208.74,TRUE,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=287&dt=295,Battle,TRUE,37.1747,-77.4203,VA,34089,83333.41666666666,6055,833.4166666666667,
VA073,Ream's Station II,1864-08-25,1864-08-25,ME,ME64-09,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA073,TRUE,0,Corps,"3,492 total",Confederate victory,II.2,B,http://www.nps.gov/abpp/battles/va073.htm,Reams' Station,TRUE,http://www.nps.gov/abpp/CWSII/Reams Station I to Rutherfords Farm.pdf,6773.2,2627.89,6773.2,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,B,,http://aad.archives.gov/aad/record-detail.jsp?rid=276&dt=295,Battle,TRUE,37.0959,-77.4226,VA,23e3,166666.66666666666,3556,0.16666666666666666,
VA074,Peebles' Farm,1864-09-30,1864-10-02,ME,ME64-09,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA074,TRUE,0,Corps,"3,800 total",Union victory,II.2,B,http://www.nps.gov/abpp/battles/va074.htm,Poplar Springs Church; Wyatt's Farm; Chappell's House; Pegram's Farm; Vaughan Road; Harmon Road,TRUE,http://www.nps.gov/abpp/CWSII/Peebles Farm to Petersburg III.pdf,5222.8,1845.26,3352.9,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,B,,http://aad.archives.gov/aad/record-detail.jsp?rid=279&dt=295,Battle,TRUE,37.1705,-77.4537,VA,41800,84166.66666666666,4169,833.4166666666667,
VA075,Chaffin's Farm / New Market Heights,1864-09-29,1864-09-30,ME,ME64-09,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA075,TRUE,0,Armies,"4,430 total",Union victory,I.3,B,http://www.nps.gov/abpp/battles/va075.htm,Combats at New Market Heights; Forts Harrison; Johnson; and Gilmer; Laurel Hill,TRUE,http://www.nps.gov/abpp/CWSII/Cedar Creek to Chancellorsville.pdf,19216.16,7744.14,10201.56,TRUE,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,,B,,http://aad.archives.gov/aad/record-detail.jsp?rid=291&dt=295,Battle,TRUE,37.4268,-77.3729,VA,39500,84166.66666666666,5e3,1666.6666666666667,
VA076,Saltville I,1864-10-02,1864-10-02,MW,MW64-10,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA076,TRUE,0,"Divisions (11,000 total)",458 total,Confederate victory,II.3,C,http://www.nps.gov/abpp/battles/va076.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Sailors Creek to Saltville II.pdf,3561.17,1334.78,2267.82,TRUE,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=347&dt=295,Action,TRUE,36.8857,-81.7592,VA,5300,84166.66666666666,458,8.416666666666668,
VA077,Darbytown & New Market Roads,1864-10-07,1864-10-07,ME,ME64-09,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA077,TRUE,0,Corps,"1,750 total",Union victory,IV.2,C,http://www.nps.gov/abpp/battles/va077.htm,Johnson's Farm; Fourmile Creek,TRUE,http://www.nps.gov/abpp/CWSII/Darbytown to Deep Bottom I.pdf,9401.34,2423.62,4824,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=354&dt=295,Combat,TRUE,37.4576,-77.346703,VA,,,1158,833.4166666666667,
VA078,Darbytown Road,1864-10-13,1864-10-13,ME,ME64-09,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA078,TRUE,0,Corps,950 total,Confederate victory,IV.1,D,http://www.nps.gov/abpp/battles/va078.htm,Alms House,TRUE,http://www.nps.gov/abpp/CWSII/Darbytown to Deep Bottom I.pdf,6860.23,1969.05,3703.48,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=282&dt=295,Engagement,TRUE,37.483,-77.3574,VA,,,487,8.416666666666668,
VA079,Boydton Plank Road,1864-10-27,1864-10-27,ME,ME64-09,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA079,TRUE,0,"Corps (35,000 total)","3,058 total (1,758 US; 1,300 CS)",Confederate victory,I.3,B,http://www.nps.gov/abpp/battles/va079.htm,Hatcher's Run; Burgess' Mill,TRUE,http://www.nps.gov/abpp/CWSII/Blackburns Ford to Buckland Mills.pdf,8222.69,1157.5,6069.85,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=284&dt=295,Engagement,TRUE,37.1431,-77.5116,VA,41691,8333333.416666666,3058,833.4166666666667,
VA080,Fair Oaks & Darbytown Road,1864-10-27,1864-10-28,ME,ME64-09,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA080,TRUE,0,Corps,"1,750 total",Confederate victory,,C,http://www.nps.gov/abpp/battles/va080.htm,Second Fair Oaks,TRUE,http://www.nps.gov/abpp/CWSII/Elthams Landing to Five Forks.pdf,10997.88,3704.22,5609.19,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=290&dt=295,Engagement,TRUE,37.494,-77.334,VA,,,1703,833.4166666666667,
VA081,Marion,1864-12-16,1864-12-18,MW,MW64-14,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=VA081,TRUE,0,Divisions,274 total,Union victory,IV.1,D,http://www.nps.gov/abpp/battles/va081.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Manassas Gap to Middleburg.pdf,1969.2,356.48,228.84,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=272&dt=295,Engagement,TRUE,36.852,-81.4873,VA,,,300,833.3333333333334,
