unit_code,side,state,ordinal,type,special,duplicate,ethnic,unit_name,notes,func
URI0003RC,US,RI,3,R,,0,,"3rd Regiment, Rhode Island Cavalry",revised 07/14/99,C
URI0003RI,US,RI,3,R,,0,,"3rd Regiment, Rhode Island Infantry",,I
URI0004RI,US,RI,4,R,,0,,"4th Regiment, Rhode Island Infantry",revised 07/14/99,I
URI0005RAH,US,RI,5,R,H,0,,"5th Regiment, Rhode Island Heavy Artillery",revised 07/14/99,A
URI0007RI,US,RI,7,R,,0,,"7th Regiment, Rhode Island Infantry",revised 07/14/99,I
URI0007SC,US,RI,7,S,,0,,"7th Squadron, Rhode Island Cavalry (3 months, 1862)",revised 07/14/99,C
URI0009RI,US,RI,9,R,,0,,"9th Regiment, Rhode Island Infantry",revised 07/14/99,I
URI0010RI,US,RI,10,R,,0,,"10th Regiment, Rhode Island Infantry",revised 07/14/99,I
URI0011RI,US,RI,11,R,,0,,"11th Regiment, Rhode Island Infantry",revised 07/14/99,I
URI0012RI,US,RI,12,R,,0,,"12th Regiment, Rhode Island Infantry",revised 07/14/99,I
URIHOSP0I,US,RI,HOSP,,,0,,"Hospital Guards, Rhode Island Infantry",revised 07/14/99,I
URITOMPYAL,US,RI,TOMP,Y,L,0,,"Tompkins' Battery, Rhode Island Light Artillery (3 months, 1861)",revised 07/14/99,A
URIUNAS00V,US,RI,UNAS,,V,0,,Unassigned Rhode Island Volunteers,,
URIUNAS0I,US,RI,UNAS,,,0,,Unassigned Rhode Island Infantry,,I
URIZZZZ,US,RI,ZZZZ,,,0,,Unidentified Rhode Island,,
USC0001RI00C,US,SC,1,R,,0,C,"1st Regiment, South Carolina Infantry (Colored)",revised 06/30/99,I
UTN0001BAL,US,TN,1,B,L,0,,"1st Battalion, Tennessee Light Artillery",revised 06/25/99,A
UTN0001RC01,US,TN,1,R,,1,,"1st Regiment, Tennessee Cavalry","revised 07/7/99 
",C
UTN0001RC02,US,TN,1,R,,2,,"1st Regiment, West Tennessee Cavalry",revised 6/25/99,C
UTN0001RC03,US,TN,1,R,,3,,"1st Regiment, Tennessee Independent Vidette Cavalry",revised 07/6/99,C
UTN0001RI,US,TN,1,R,,0,,"1st Regiment, Tennessee Infantry",revised 07/09/99,I
UTN0001RIT,US,TN,1,R,T,0,,"1st Regiment, Tennessee Mounted Infantry",revised 6/25/99,I
UTN0002RC,US,TN,2,R,,0,,"2nd Regiment, Tennessee Cavalry",revised 07/6/99,C
UTN0002RI,US,TN,2,R,,0,,"2nd Regiment, Tennessee Infantry","revised 7/7/99
",I
UTN0002RIT,US,TN,2,R,T,0,,"2nd Regiment, Tennessee Mounted Infantry",revised 6/25/99,I
UTN0003RC,US,TN,3,R,,0,,"3rd Regiment, Tennessee Cavalry",revised 07/6/99,C
UTN0003RI01,US,TN,3,R,,1,,"3rd Regiment, Tennessee Infantry",revised 07/6/99,I
UTN0003RIT,US,TN,3,R,T,0,,"3rd Regiment, Tennessee Mounted Infantry",revised 6/25/99,I
UTN0004RC,US,TN,4,R,,0,,"4th Regiment, Tennessee Cavalry",revised 07/6/99,C
UTN0004RI,US,TN,4,R,,0,,"4th Regiment, Tennessee Infantry",revised 07/6/99,I
UTN0004RIT,US,TN,4,R,T,0,,"4th Regiment, Tennessee Mounted Infantry",revised 07/1/99,I
UTN0005RC,US,TN,5,R,,0,,"5th Regiment, Tennessee Cavalry",revised 07/6/99,C
UTN0005RI,US,TN,5,R,,0,,"5th Regiment, Tennessee Infantry",revised 07/6/99,I
UTN0005RIT,US,TN,5,R,T,0,,"5th Regiment, Tennessee Mounted Infantry",revised 6/25/99,I
UTN0006RC,US,TN,6,R,,0,,"6th Regiment, Tennessee Cavalry",revised 07/6/99,C
UTN0006RI,US,TN,6,R,,0,,"6th Regiment, Tennessee Infantry",revised 07/6/99,I
UTN0006RIT,US,TN,6,R,T,0,,"6th Regiment, Tennessee Mounted Infantry",revised 6/25/99,I
UTN0007RC,US,TN,7,R,,0,,"7th Regiment, Tennessee Cavalry",revised 07/6/99,C
UTN0007RI,US,TN,7,R,,0,,"7th Regiment, Tennessee Infantry",revised 07/6/99,I
UTN0007RIT,US,TN,7,R,T,0,,"7th Regiment, Tennessee Mounted Infantry",revised 6/25/99,I
UTN0008RC,US,TN,8,R,,0,,"8th Regiment, Tennessee Cavalry",revised 07/6/99,C
UTN0008RI,US,TN,8,R,,0,,"8th Regiment, Tennessee Infantry",revised 07/6/99,I
UTN0008RIT,US,TN,8,R,T,0,,"8th Regiment, Tennessee Mounted Infantry",revised 6/25/99,I
UTN0009RC,US,TN,9,R,,0,,"9th Regiment, Tennessee Cavalry",revised 07/6/99,C
UTN0009RIT,US,TN,9,R,T,0,,"9th Regiment, Tennessee Mounted Infantry",revised 6/25/99,I
UTN0010RC,US,TN,10,R,,0,,"10th Regiment, Tennessee Cavalry",revised 07/6/99,C
UTN0010RI,US,TN,10,R,,0,,"10th Regiment, Tennessee Infantry",revised 07/6/99,I
UTN0011RC,US,TN,11,R,,0,,"11th Regiment, Tennessee Cavalry",revised 07/6/99,C
UTN0012RC,US,TN,12,R,,0,,"12th Regiment, Tennessee Cavalry",revised 07/6/99,C
UTN0013RC,US,TN,13,R,,0,,"13th Regiment, Tennessee Cavalry",revised 03/24/2000,C
UTN0014RC,US,TN,14,R,,0,,"14th Regiment, Tennessee Cavalry",revised 07/6/99,C
UTNBEATC0T,US,TN,BEAT,C,T,0,,"Beaty's Company, Tennessee Independent Mounted Scouts",revised 6/25/99,
UTNBRADBC,US,TN,BRAD,B,,0,,"Bradford's Battalion, 13th Regiment, Tennessee Cavalry",revised 07/6/99,C
UTNNATI00N,US,TN,NATI,,N,0,,"National Guard, East Tennessee",,
UTNZZZZ,US,TN,ZZZZ,,,0,,Unidentified Tennessee,,
UTX00000C,US,TX,,,,0,,"Independent Partisan Rangers, Texas Cavalry",revised 06/30/99,C
UTX0001RC,US,TX,1,R,,0,,"1st Regiment, Texas Cavalry",revised 6/25/99,C
UTX0002RC01,US,TX,2,R,,1,,"2nd Regiment, Texas Cavalry",revised 06/30/99,C
UTX0002RC02,US,TX,2,R,,2,,"2nd Regiment, Texas Cavalry (1 year, 1865)",revised 06/30/99,C
UTXHAMI0C,US,TX,HAMI,,,0,,"Hamilton's Body Guard, Texas Cavalry",revised 06/30/99,C
UTXZZZZ,US,TX,ZZZZ,,,0,,Unidentified Texas,,
UUR0000DA,US,UR,,D,,0,,Artillery Detachment (Regular Army),,A
UUR0000DC,US,UR,,D,,0,,Cavalry Detachment (Regular Army),,C
UUR0000DE,US,UR,,D,,0,,Engineer Detachment (Regular Army),"01/14/08
Revised 02/25/08",E
UUR0000DI,US,UR,,D,,0,,Infantry Detachment (Regular Army),,I
UUR0001R002,US,UR,1,R,,2,,"1st Regiment, US Rifles (Regular Army)",,
UUR0001RA,US,UR,1,R,,0,,"1st Regiment, US Artillery (Regular Army)","01/11/08
revised 02/25/08
corrected 10-15-08",A
UUR0001RAL,US,UR,1,R,L,0,,"1st Regiment, US Mounted Light Artillery (Regular Army)",,A
UUR0001RC01,US,UR,1,R,,1,,"1st Regiment, US Cavalry (Regular Army)",01/18/08,C
UUR0001RC02,US,UR,1,R,,2,,"1st Regiment, US Dragoons (Regular Army)",,C
UUR0001RI01,US,UR,1,R,,1,,"1st Regiment, US Infantry (Regular Army)","01/14/08
Revised 02/05/2008
corrected 10-30-2008",I
UUR0001RS,US,UR,1,R,,0,,"1st Regiment, US Sharpshooters (Regular Army)",04/24/2008,S
UUR0002DA,US,UR,2,D,,0,,"2nd Detachment, US Artillery (Regular Army)",,A
UUR0002RA,US,UR,2,R,,0,,"2nd Regiment, US Artillery (Regular Army)","added 05-19-2008
corrected 10-7,8-08",A
UUR0002RC01,US,UR,2,R,,1,,"2nd Regiment, US Cavalry (Regular Army)",01/18/08,C
UUR0002RC02,US,UR,2,R,,2,,"2nd Regiment, US Dragoons (Regular Army)",,C
UUR0002RE,US,UR,2,R,,0,,"2nd Regiment, US Engineers (Regular Army)",,E
UUR0002RI,US,UR,2,R,,0,,"2nd Regiment, US Infantry (Regular Army)","01/10/08
Revised 01/18/08
Corrected 10-30-08",I
UUR0002RS,US,UR,2,R,,0,,"2nd Regiment, US Sharpshooters (Regular Army)",04/24/2008,S
UUR0003DA,US,UR,3,D,,0,,"3rd Detachment, US Artillery (Regular Army)",,A
UUR0003RA,US,UR,3,R,,0,,"3rd Regiment, US Artillery (Regular Army)","added 05/19/2008
corrected 10-2-08",A
UUR0003RC,US,UR,3,R,,0,,"3rd Regiment, US Cavalry (Regular Army)","01/18/08
Corrected 11-19-2008",C
UUR0003RI,US,UR,3,R,,0,,"3rd Regiment, US Infantry (Regular Army)","01/11/08
Revised 02/05/2008
Corrected 10-30-08",I
UUR0004RA,US,UR,4,R,,0,,"4th Regiment, US Artillery (Regular Army)","added 05/19/2008
corrected 10-1-08",A
UUR0004RC,US,UR,4,R,,0,,"4th Regiment, US Cavalry (Regular Army)","01/23/08
Corrected 11-20-08",C
UUR0004RI,US,UR,4,R,,0,,"4th Regiment, US Infantry (Regular Army)","01/14/08
Revised 01/18/08
Corrected 10-30-08",I
UUR0005RA,US,UR,5,R,,0,,"5th Regiment, US Artillery (Regular Army)",added 05/19/2008,A
UUR0005RC,US,UR,5,R,,0,,"5th Regiment, US Cavalry (Regular Army)",01/23/08,C
UUR0005RI,US,UR,5,R,,0,,"5th Regiment, US Infantry (Regular Army)",02/05/2008,I
UUR0006DA,US,UR,6,D,,0,,"6th Detachment, US Artillery (Regular Army)",,A
UUR0006RA,US,UR,6,R,,0,,"6th Regiment, US Artillery (Regular Army)",,A
UUR0006RC,US,UR,6,R,,0,,"6th Regiment, US Cavalry (Regular Army)","01/23/08
Corrected 11-20-08",C
UUR0006RI,US,UR,6,R,,0,,"6th Regiment, US Infantry (Regular Army)","01/18/08
Corrected 10-30-08",I
UUR0007RC,US,UR,7,R,,0,,"7th Regiment, US Cavalry (Regular Army)",,C
UUR0007RI,US,UR,7,R,,0,,"7th Regiment, US Infantry (Regular Army)","01/18/08
Corrected 10-30-08",I
UUR0008RA,US,UR,8,R,,0,,"8th Regiment, US Artillery (Regular Army)",,A
UUR0008RC,US,UR,8,R,,0,,"8th Regiment, US Cavalry (Regular Army)",,C
UUR0008RI,US,UR,8,R,,0,,"8th Regiment, US Infantry (Regular Army)","01/18/08
Corrected 10-30-08",I
UUR0009RI,US,UR,9,R,,0,,"9th Regiment, US Infantry (Regular Army)",01/18/08,I
UUR0010RA,US,UR,10,R,,0,,"10th Regiment, US Artillery (Regular Army)",,A
UUR0010RC,US,UR,10,R,,0,,"10th Regiment, US Cavalry (Regular Army)",,C
UUR0010RI,US,UR,10,R,,0,,"10th Regiment, US Infantry (Regular Army)","01/18/08
Corrected, 10-31-08",I
UUR0011RA,US,UR,11,R,,0,,"11th Regiment, US Artillery (Regular Army)",,A
UUR0011RC,US,UR,11,R,,0,,"11th Regiment, US Cavalry (Regular Army)",,C
UUR0011RI,US,UR,11,R,,0,,"11th Regiment, US Infantry (Regular Army)","01/18/08
Corrected 10-31-08",I
UUR0012RC,US,UR,12,R,,0,,"12th Regiment, US Cavalry (Regular Army)",,C
UUR0012RI,US,UR,12,R,,0,,"12th Regiment, US Infantry (Regular Army)","01/18/08
Corrected 10-31-08",I
UUR0013RI,US,UR,13,R,,0,,"13th Regiment, US Infantry (Regular Army)","added 06/03/2008
corrected 9-25-08",I
UUR0014RA,US,UR,14,R,,0,,"14th Regiment, US Artillery (Regular Army)",,A
UUR0014RC,US,UR,14,R,,0,,"14th Regiment, US Cavalry (Regular Army)",,C
UUR0014RI,US,UR,14,R,,0,,"14th Regiment, US Infantry (Regular Army)","01/10/08
Revised 01/15/08
Corrected 9-25-08",I
UUR0015RI,US,UR,15,R,,0,,"15th Regiment, US Infantry (Regular Army)","01/10/08
Revised 01/15/08
corrected 9-26-08",I
UUR0016RI,US,UR,16,R,,0,,"16th Regiment, US Infantry (Regular Army)","added 06/03/2008
corrected 9-26-08",I
UUR0017RI,US,UR,17,R,,0,,"17th Regiment, US Infantry (Regular Army)","added 06/03/2008
corrected 9-26-08",I
UUR0018RI,US,UR,18,R,,0,,"18th Regiment, US Infantry (Regular Army)","added 06/03/2008
corrected 9-26-08",I
UUR0019RI,US,UR,19,R,,0,,"19th Regiment, US Infantry (Regular Army)",added 06/03/2008,I
UUR0020RI,US,UR,20,R,,0,,"20th Regiment, US Infantry (Regular Army)","added 06/04/2008
deleted 9/25/08 -- wrong history entered -- Dyer's has no history for this unit.",I
UUR0021RA,US,UR,21,R,,0,,"21st Regiment, US Artillery (Regular Army)",,A
UUR0021RC,US,UR,21,R,,0,,"21st Regiment, US Cavalry (Regular Army)",,C
UUR0021RI,US,UR,21,R,,0,,"21st Regiment, US Infantry (Regular Army)","added 06/04/2008
deleted 9/25/08 -- incorrect history entered -- Dyer's has no history for this unit.",I
UUR0022RA,US,UR,22,R,,0,,"22nd Regiment, US Artillery (Regular Army)",,A
UUR0022RC,US,UR,22,R,,0,,"22nd Regiment, US Cavalry (Regular Army)",,C
UUR0022RI,US,UR,22,R,,0,,"22nd Regiment, US Infantry (Regular Army)","added 06/04/2008
deleted 9-25-08 -- incorrect history entered -- Dyer's has no history for this unit",I
UUR0023RA,US,UR,23,R,,0,,"23rd Regiment, US Artillery (Regular Army)",,A
UUR0023RC,US,UR,23,R,,0,,"23rd Regiment, US Cavalry (Regular Army)",,C
UUR0023RI,US,UR,23,R,,0,,"23rd Regiment, US Infantry (Regular Army)","06/04/2008
Deleted -- 9-25-08  incorrect history entered -- dyer's has no history for this regiment",I
UUR0024RA,US,UR,24,R,,0,,"24th Regiment, US Artillery (Regular Army)",,A
UUR0024RC,US,UR,24,R,,0,,"24th Regiment, US Cavalry (Regular Army)",,C
UUR0024RI,US,UR,24,R,,0,,"24th Regiment, US Infantry (Regular Army)","added 06/04/2008
deleted 9-25-08  incorrect history entered -- dyer's has no history for this regiment",I
UUR0025RA,US,UR,25,R,,0,,"25th Regiment, US Artillery (Regular Army)",,A
UUR0025RC,US,UR,25,R,,0,,"25th Regiment, US Cavalry (Regular Army)",,C
UUR0025RI,US,UR,25,R,,0,,"25th Regiment, US Infantry (Regular Army)","added 06/05/2008
deleted 9-25-08  incorrect history entered -- dyer's has no history for this regiment",I
UUR0026RC,US,UR,26,R,,0,,"26th Regiment, US Cavalry (Regular Army)",,C
UUR0026RI,US,UR,26,R,,0,,"26th Regiment, US Infantry (Regular Army)","added 06/04/2008
deleted 9-25-08 -- incorrect history entered -- dyer's has no history for this regiment",I
UUR0027RI,US,UR,27,R,,0,,"27th Regiment, US Infantry (Regular Army)","added 06/04/2008
deleted 9-25-08 -- incorrect history entered -- dyer's has no history for this regiment",I
UUR0028RI,US,UR,28,R,,0,,"28th Regiment, US Infantry (Regular Army)","added 06/04/2008
deleted 9-25-08 -- incorrect history entered -- dyer's has no history for this regiment",I
UUR0029RI,US,UR,29,R,,0,,"29th Regiment, US Infantry (Regular Army)","added 06/04/2008
deleted 9-25-08 -- incorrect history -- dyer's has no history for this regiment",I
UUR0030RI,US,UR,30,R,,0,,"30th Regiment, US Infantry (Regular Army)","added 06/04/2008
deleted 9-25-08 -- incorrect history entered -- dyer's has no history for this regiment",I
UUR0031RI,US,UR,31,R,,0,,"31st Regiment, US Infantry (Regular Army)","added 06/04/2008
deleted 9-25-08 incorrect history -- this regiment has no history in Dyer's",I
UUR0032RA,US,UR,32,R,,0,,"32nd Regiment, US Artillery (Regular Army)",,A
UUR0032RI,US,UR,32,R,,0,,"32nd Regiment, US Infantry (Regular Army)","added 06/04/2008
deleted 9-25-08 -- incorrect history -- no history in Dyer's for this regiment",I
UUR0033RI,US,UR,33,R,,0,,"33rd Regiment, US Infantry (Regular Army)","06/04/2008
removed 9-25-08 -- incorrect history -- Dyer's has no history for this regiment",I
UUR0034RI,US,UR,34,R,,0,,"34th Regiment, US Infantry (Regular Army)","added 06/04/2008
removed 9-25-08 -- incorrect history -- dyer's has no history for this regiment",I
UUR0035RI,US,UR,35,R,,0,,"35th Regiment, US Infantry (Regular Army)","added 06/04/2008
removed 9-25-08 -- no history in dyer's for this regiment",I
UUR0036RI,US,UR,36,R,,0,,"36th Regiment, US Infantry (Regular Army)","added 06/04/2008
removed 9-25-08 -- incorrect history -- dyer's has no history for this regiment",I
UUR0037RI,US,UR,37,R,,0,,"37th Regiment, US Infantry (Regular Army)","added 06/04/2008
removed 9-25-08 -- incorrect history entered -- dyer's has no history for this regiment",I
UUR0039RI,US,UR,39,R,,0,,"39th Regiment, US Infantry (Regular Army)","added 06/04/2008
removed 9-25-08 -- incorrect history -- dyer's has no history for this regiment",I
UUR0041RI,US,UR,41,R,,0,,"41st Regiment, US Infantry (Regular Army)","06/05/2008
removed 9-25-08 -- incorrect history -- Dyer's has no history for this regiment",I
UUR0042RI,US,UR,42,R,,0,,"42nd Regiment, US Infantry (Regular Army)","added 06/04/2008
removed 9-25-08 -- incorrect history -- no history in Dyer's for this regiment",I
UUR0043RI,US,UR,43,R,,0,,"43rd Regiment, US Infantry (Regular Army)","added 06/05/2008
removed 9-25-08 -- incorrect history -- dyer's has no history for this regiment",I
UUR0044RI,US,UR,44,R,,0,,"44th Regiment, US Infantry (Regular Army)","added 06/04/2008
removed 9-25-08 -- no history in Dyer's for this unit -- incorrect history entered",I
UURADJT,US,UR,ADJT,,,0,,Adjutant General's Office (Regular Army),,
UURARMY,US,UR,ARMY,,,0,,US Army (Regular Army),,
UURBANDAM,US,UR,BAND,A,,0,,Band (Regular Army),,M
UURCARL,US,UR,CARL,,,0,,"Carlisle Barracks, Pennsylvania (Regular Army)",,
UURCOLU,US,UR,COLU,,,0,,"Fort Columbia/Columbus, New York Harbor (Regular Army)",,
UURDEPO,US,UR,DEPO,,,0,,General Depot (Regular Army),,
UURDEPO0C,US,UR,DEPO,,,0,,Cavalry Depot (Regular Army),,C
UURDRAG0C,US,UR,DRAG,,,0,,US Dragoons (Regular Army),,C
UUREMAN,US,UR,EMAN,,,0,,Executive Mansion (White House) (Regular Army),,
UURENGI0E,US,UR,ENGI,,,0,,Corps of Engineers (Regular Army),,E
UURGMSE00T,US,UR,GMSE,,T,0,,General Mounted Service (Regular Army),,
UURGREC,US,UR,GREC,,,0,,General Recruiting Service (Regular Army),,
UURGSER,US,UR,GSER,,,0,,General Service (Regular Army),,
UURGSER0C,US,UR,GSER,,,0,,General Service Cavalry (Regular Army),,C
UURGSER0I,US,UR,GSER,,,0,,General Service Infantry (Regular Army),,I
UURHEAD,US,UR,HEAD,,,0,,"Headquarters, U.S. Army (Regular Army)",,
UURHOSP,US,UR,HOSP,,,0,,Hospital Service (Regular Army),,
UURHSTW,US,UR,HSTW,,,0,,Hospital Steward (Regular Army),,
UURINVA,US,UR,INVA,,,0,,Invalid Corps (Regular Army),,
UURJEFF,US,UR,JEFF,,,0,,"Jefferson Barracks, Missouri (Regular Army)",,
UURMEDI,US,UR,MEDI,,,0,,Medical Cadet (Regular Army),,
UURMEDS,US,UR,MEDS,,,0,,Medical Service (Regular Army),,
UURNAVY,US,UR,NAVY,,,0,,US Navy,,
UURNEWP,US,UR,NEWP,,,0,,"Newport Barracks, Kentucky (Regular Army)",,
UURORDN,US,UR,ORDN,,,0,,Ordnance Department (Regular Army),,
UURPOTO,US,UR,POTO,,,0,,Army of the Potomac (Regular Army),,
UURPRESDA,US,UR,PRES,D,,0,,"Artillery Detachment, Presidio of San Francisco (Regular Army)",,A
UURPROV,US,UR,PROV,,,0,,Provost Marshall General Office (Regular Army),,
UURQMGO,US,UR,QMGO,,,0,,Quartermaster General's Office (Regular Army),,
UURRIFL,US,UR,RIFL,,,0,,US Rifles (Regular Army),,
UURSIGN,US,UR,SIGN,,,0,,Signal Corps (Regular Army),,
UURSOLD,US,UR,SOLD,,,0,,Soldiers' Home (Regular Army),,
UURUNAS,US,UR,UNAS,,,0,,Unassigned (Regular Army),,
UURUSMA,US,UR,USMA,,,0,,US Military Academy (West Point),,
UURUSMA0M,US,UR,USMA,,,0,,US Military Academy Band (West Point),,M
UURWESTD,US,UR,WEST,D,,0,,West Point Ordnance Detachment (Regular Army),,
UURWESTDA,US,UR,WEST,D,,0,,West Point Artillery Detachment (Regular Army),,A
UURWESTDC,US,UR,WEST,D,,0,,West Point Cavalry Detachment (Regular Army),,C
UURWESTDE,US,UR,WEST,D,,0,,West Point Engineer Detachment (Regular Army),,E
UURWESTDI,US,UR,WEST,D,,0,,West Point Infantry Detachment (Regular Army),,I
UURZZZZ,US,UR,ZZZZ,,,0,,Unidentified Regular Army,,
UUS0000YAL0C,US,US,,Y,L,0,C,"Independent Battery, United States Colored Light Artillery",revised 06/25/99,A
UUS00010M00C,US,US,1,,,0,C,"Brigade Band Number 1, United States Colored Troops","revised 06/16/99
",M
UUS0001RAH0C,US,US,1,R,H,0,C,"1st Regiment, United States Colored Heavy Artillery",revised 06/25/99,A
UUS0001RC00C,US,US,1,R,,0,C,"1st Regiment, United States Colored Cavalry",revised 07/1/99,C
UUS0001RI01C,US,US,1,R,,1,C,"1st Regiment, United States Colored Infantry",revised 06/25/99,I
UUS0001XM00C,US,US,1,X,,0,C,"Brigade Band Number 1, Corps d'Afrique",revised 06/16/99,M
UUS00020M00C,US,US,2,,,0,C,"Brigade Band Number 2, United States Colored Troops",revised 06/16/99,M
UUS0002RAL0C,US,US,2,R,L,0,C,"2nd Regiment, United States Colored Light Artillery","revised 06/25/99
revised 01/10/08
corrected 11-21-08",A
UUS0002RC00C,US,US,2,R,,0,C,"2nd Regiment, United States Colored Cavalry",revised 06/25/99,C
UUS0002RI00C,US,US,2,R,,0,C,"2nd Regiment, United States Colored Infantry",revised 06/25/99,I
UUS0002XM00C,US,US,2,X,,0,C,"Brigade Band Number 2, Corps d'Afrique",revised 06/16/99,M
UUS0003RAH0C,US,US,3,R,H,0,C,"3rd Regiment, United States Colored Heavy Artillery",revised 06/25/99,A
UUS0003RC00C,US,US,3,R,,0,C,"3rd Regiment, United States Colored Cavalry",revised 07/1/99,C
UUS0003RI01C,US,US,3,R,,1,C,"3rd Regiment, United States Colored Infantry",revised 06/25/99,I
UUS0003RI02C,US,US,3,R,,2,C,"3rd Regiment, United States Colored Infantry (Tennessee)",revised 06/25/99,I
UUS0004RAH0C,US,US,4,R,H,0,C,"4th Regiment, United States Colored Heavy Artillery",revised 06/25/99,A
UUS0004RC00C,US,US,4,R,,0,C,"4th Regiment, United States Colored Cavalry","revised 06/25/99
Corrected 11-28-08",C
UUS0004RI00C,US,US,4,R,,0,C,"4th Regiment, United States Colored Infantry",revised 06/25/99,I
UUS0005RAH0C,US,US,5,R,H,0,C,"5th Regiment, United States Colored Heavy Artillery","revised 06/25/99
Corrected  11-28-08",A
UUS0005RC00C,US,US,5,R,,0,C,"5th Regiment, United States Colored Cavalry",revised 06/25/99,C
UUS0005RI00C,US,US,5,R,,0,C,"5th Regiment, United States Colored Infantry",revised 06/25/99,I
UUS0006RAH0C,US,US,6,R,H,0,C,"6th Regiment, United States Colored Heavy Artillery","revised 06/25/99
Corrected 11-28-08",A
UUS0006RC00C,US,US,6,R,,0,C,"6th Regiment, United States Colored Cavalry",revised 06/25/99,C
UUS0006RI00C,US,US,6,R,,0,C,"6th Regiment, United States Colored Infantry",revised 06/25/99,I
UUS0007RI00C,US,US,7,R,,0,C,"7th Regiment, United States Colored Infantry",revised 06/25/99,I
UUS0008RAH0C,US,US,8,R,H,0,C,"8th Regiment, United States Colored Heavy Artillery",revised 06/25/99,A
UUS0008RI00C,US,US,8,R,,0,C,"8th Regiment, United States Colored Infantry","revised 06/25/99
corrected 11-28-08",I
UUS0009RAH0C,US,US,9,R,H,0,C,"9th Regiment, United States Colored Heavy Artillery",revised 06/25/99,A
UUS0009RI00C,US,US,9,R,,0,C,"9th Regiment, United States Colored Infantry",revised 06/25/99,I
UUS0010RAH0C,US,US,10,R,H,0,C,"10th Regiment, United States Colored Heavy Artillery",revised 07/1/99,A
UUS0010RI00C,US,US,10,R,,0,C,"10th Regiment, United States Colored Infantry",revised 06/25/99,I
UUS0011RAH0C,US,US,11,R,H,0,C,"11th Regiment, United States Colored Heavy Artillery","revised 06/25/99
corrected 11-28-08",A
UUS0011RI01C,US,US,11,R,,1,C,"11th Regiment, United States Colored Infantry (Old Organization)",revised 06/25/99,I
UUS0011RI02C,US,US,11,R,,2,C,"11th Regiment, United States Colored Infantry (New Organization)",revised 06/25/99,I
UUS0012RAH0C,US,US,12,R,H,0,C,"12th Regiment, United States Colored Heavy Artillery",revised 06/02/99,A
UUS0012RI00C,US,US,12,R,,0,C,"12th Regiment, United States Colored Infantry",revised 06/25/99,I
UUS0013RAH0C,US,US,13,R,H,0,C,"13th Regiment, United States Colored Heavy Artillery",revised 06/25/99,A
UUS0013RI00C,US,US,13,R,,0,C,"13th Regiment, United States Colored Infantry","revised 06/25
Corrected 12-3-08",I
UUS0014RAH0C,US,US,14,R,H,0,C,"14th Regiment, United States Colored Heavy Artillery",revised 06/25/99,A
UUS0014RI00C,US,US,14,R,,0,C,"14th Regiment, United States Colored Infantry","revised 06/25/99
Corrected 12-3-08",I
UUS0015RI00C,US,US,15,R,,0,C,"15th Regiment, United States Colored Infantry",revised 06/25/99,I
UUS0016RI00C,US,US,16,R,,0,C,"16th Regiment, United States Colored Infantry",revised 06/25/99,I
UUS0017RI00C,US,US,17,R,,0,C,"17th Regiment, United States Colored Infantry",,I
UUS0018RI00C,US,US,18,R,,0,C,"18th Regiment, United States Colored Infantry",revised 06/25/99,I
UUS0019RI00C,US,US,19,R,,0,C,"19th Regiment, United States Colored Infantry","revised 06/25/99
Corrected 12-3-08",I
UUS0020RI00C,US,US,20,R,,0,C,"20th Regiment, United States Colored Infantry",Updated 07/07/99,I
UUS0021RI00C,US,US,21,R,,0,C,"21st Regiment, United States Colored Infantry",revised 06/25/99,I
UUS0022RI00C,US,US,22,R,,0,C,"22nd Regiment, United States Colored Infantry",revised 06/25/99,I
UUS0023RI00C,US,US,23,R,,0,C,"23rd Regiment, United States Colored Infantry","revised 06/25/99
Corrected 12-3-08",I
UUS0024RI00C,US,US,24,R,,0,C,"24th Regiment, United States Colored Infantry",revised 06/25/99,I
UUS0025RI00C,US,US,25,R,,0,C,"25th Regiment, United States Colored Infantry",revised 06/25/99,I
UUS0026RI00C,US,US,26,R,,0,C,"26th Regiment, United States Colored Infantry",revised 06/25/99,I
UUS0027RI00C,US,US,27,R,,0,C,"27th Regiment, United States Colored Infantry","revised 06/25/99
Corrected 12-3-08",I
UUS0028RI00C,US,US,28,R,,0,C,"28th Regiment, United States Colored Infantry",revised 06/25/99,I
UUS0029RI00C,US,US,29,R,,0,C,"29th Regiment, United States Colored Infantry",07/28/99,I
UUS0030RI00C,US,US,30,R,,0,C,"30th Regiment, United States Colored Infantry",revised 06/25/99,I
UUS0031RI00C,US,US,31,R,,0,C,"31st Regiment, United States Colored Infantry",revised 06/25/99,I
UUS0032RI00C,US,US,32,R,,0,C,"32nd Regiment, United States Colored Infantry",revised 06/25/99,I
UUS0033RI00C,US,US,33,R,,0,C,"33rd Regiment, United States Colored Infantry","revised 06/25/99
Corrected 12-3-08",I
UUS0034RI00C,US,US,34,R,,0,C,"34th Regiment, United States Colored Infantry","revised 07/1/99
corrected 12-3-08",I
UUS0035RI00C,US,US,35,R,,0,C,"35th Regiment, United States Colored Infantry",revised 06/25/99,I
UUS0036RI00C,US,US,36,R,,0,C,"36th Regiment, United States Colored Infantry","revised 06/25/99
corrected 12-3-08",I
UUS0037RI00C,US,US,37,R,,0,C,"37th Regiment, United States Colored Infantry","revised 06/25/99
corrected 12-3-08",I
UUS0038RI00C,US,US,38,R,,0,C,"38th Regiment, United States Colored Infantry",,I
