BattlefieldCode,Comment,Source,UnitCode,companies,batteries,detachment,section
VA079,,DYER,UNJ0007RI,,,,
VA079,,DYER,UNJ0008RI,,,,
VA079,,DYER,UNJ0011RI,,,,
VA079,,DYER,UNJ0012RI,,,,
VA079,,DYER,UNJ0039RI,,,,
VA079,,DYER,UNY0001BS,,,,
VA079,"Batteries ""B"" and ""H""",DYER,UNY0001RAL,,2,,
VA079,,DYER,UNY0002R0T,,,,
VA079,,DYER,UNY0005RI,,,,
VA079,,DYER,UNY0008RAH,,,,
VA079,,DYER,UNY0010RC,,,,
VA079,,DYER,UNY0010RI,,,,
VA079,,DYER,UNY0014RAH,,,,
VA079,,DYER,UNY0015RAH,,,,
VA079,,DYER,UNY0018YAL,,,,
VA079,,DYER,UNY0024RC,,,,
VA079,,DYER,UNY0034YAL,,,,
VA079,,DYER,UNY0039RI,,,,
VA079,,DYER,UNY0040RI,,,,
VA079,,DYER,UNY0046RI,,,,
VA079,,DYER,UNY0051RI,,,,
VA079,,DYER,UNY0059RI,,,,
VA079,,DYER,UNY0073RI,,,,
VA079,,DYER,UNY0076RI,,,,
VA079,,DYER,UNY0079RI,,,,
VA079,,DYER,UNY0086RI,,,,
VA079,,DYER,UNY0088RI,,,,
VA079,,DYER,UNY0093RI,,,,
VA079,,DYER,UNY0095RI,,,,
VA079,,DYER,UNY0108RI,,,,
VA079,,DYER,UNY0109RI,,,,
VA079,,DYER,UNY0120RI,,,,
VA079,,DYER,UNY0124RI,,,,
VA079,,DYER,UNY0146RI,,,,
VA079,,DYER,UNY0147RI,,,,
VA079,,DYER,UNY0152RI,,,,
VA079,,DYER,UNY0155RI,,,,
VA079,,DYER,UNY0164RI,,,,
VA079,,DYER,UNY0170RI,,,,
VA079,,DYER,UNY0179RI,,,,
VA079,,DYER,UNY0182RI,,,,
VA079,,DYER,UNY0185RI,,,,
VA079,,DYER,UNY0186RI,,,,
VA079,,DYER,UNY0187RI,,,,
VA079,,DYER,UNY0188RI,,,,
VA079,,DYER,UOH0004RI01,,,,
VA079,,DYER,UOH0006RC,,,,
VA079,,DYER,UOH0013RC,,,,
VA079,,DYER,UOH0060RI01,,,,
VA079,,DYER,UPA0001RC,,,,
VA079,,DYER,UPA0002RC,,,,
VA079,,DYER,UPA0004RC,,,,
VA079,,DYER,UPA0008RC,,,,
VA079,,DYER,UPA0013RC,,,,
VA079,,DYER,UPA0016RC,,,,
VA079,,DYER,UPA0045RI,,,,
VA079,,DYER,UPA0048RI,,,,
VA079,,DYER,UPA0050RI,,,,
VA079,,DYER,UPA0051RI,,,,
VA079,,DYER,UPA0056RI,,,,
VA079,,DYER,UPA0057RI,,,,
VA079,,DYER,UPA0069RI,,,,
VA079,,DYER,UPA0083RI,,,,
VA079,,DYER,UPA0084RI,,,,
VA079,,DYER,UPA0091RI,,,,
VA079,,DYER,UPA0099RI,,,,
VA079,,DYER,UPA0100RI,,,,
VA079,,DYER,UPA0105RI,,,,
VA079,,DYER,UPA0106RI,,,,
VA079,,DYER,UPA0110RI,,,,
VA079,,DYER,UPA0118RI,,,,
VA079,,DYER,UPA0121RI,,,,
VA079,,DYER,UPA0141RI,,,,
VA079,,DYER,UPA0142RI,,,,
VA079,,DYER,UPA0143RI,,,,
VA079,,DYER,UPA0149RI,,,,
VA079,,DYER,UPA0150RI,,,,
VA079,,DYER,UPA0155RI,,,,
VA079,,DYER,UPA0157RI,,,,
VA079,,DYER,UPA0184RI,,,,
VA079,,DYER,UPA0190RI,,,,
VA079,,DYER,UPA0191RI,,,,
VA079,,DYER,UPA0198RI,,,,
VA079,,DYER,UPA0210RI,,,,
VA079,,DYER,URI0007RI,,,,
VA079,"Batteries ""H & I""",DYER,UUR0001RA,,1,,
VA079,,DYER,UUR0001RS,,,,
VA079,,DYER,UUR0002RS,,,,
VA079,"Batteries ""B"" and ""K""",DYER,UUR0004RA,,2,,
VA079,"Batteries ""C & I""",DYER,UUR0005RA,,1,,
VA079,,DYER,UUR0008RI,,,,
VA079,,DYER,UUR0011RI,,,,
VA079,,DYER,UUR0012RI,,,,
VA079,,DYER,UUR0014RI,,,,
VA079,,DYER,UUS0019RI00C,,,,
VA079,,DYER,UUS0023RI00C,,,,
VA079,,DYER,UUS0027RI00C,,,,
VA079,,DYER,UUS0028RI00C,,,,
VA079,,DYER,UUS0029RI00C,,,,
VA079,,DYER,UUS0030RI00C,,,,
VA079,,DYER,UUS0031RI00C,,,,
VA079,,DYER,UUS0039RI00C,,,,
VA079,,DYER,UUS0043RI00C,,,,
VA079,,DYER,UVT0017RI,,,,
VA079,,DYER,UWI0002RI,,,,
VA079,,DYER,UWI0006RI,,,,
VA079,,DYER,UWI0007RI,,,,
VA079,,DYER,UWI0036RI,,,,
VA079,,DYER,UWI0037RI,,,,
VA079,,DYER,UWI0038RI,,,,
VA079,,DYER,UWV0007RI,,,,
VA080,,DYER,UCT0006RI,,,,
VA080,,DYER,UCT0007RI,,,,
VA080,,DYER,UCT0008RI,,,,
VA080,,DYER,UCT0010RI,,,,
VA080,,DYER,UCT0021RI,,,,
VA080,,DYER,UCT0029RI00C,,,,
VA080,,DYER,UDC0001RC,,,,
VA080,,DYER,UIL0039RI,,,,
VA080,,DYER,UIN0013RI,,,,
VA080,,DYER,UMD0001RC01,,,,
VA080,,DYER,UMD0005RI,,,,
VA080,,DYER,UME0009RI,,,,
VA080,,DYER,UME0011RI,,,,
VA080,,DYER,UNH0002RI,,,,
VA080,,DYER,UNH0003RI,,,,
VA080,,DYER,UNH0004RI,,,,
VA080,,DYER,UNH0007RI,,,,
VA080,,DYER,UNH0010RI,,,,
VA080,,DYER,UNH0013RI,,,,
VA080,,DYER,UNY0003RC01,,,,
VA080,,DYER,UNY0003RI,,,,
VA080,,DYER,UNY0007RC,,,,
VA080,,DYER,UNY0016RAH,,,,
VA080,,DYER,UNY0016YAL,,,,
VA080,,DYER,UNY0047RI,,,,
VA080,,DYER,UNY0048RI,,,,
VA080,,DYER,UNY0081RI,,,,
VA080,,DYER,UNY0089RI,,,,
VA080,,DYER,UNY0092RI,,,,
VA080,,DYER,UNY0096RI,,,,
VA080,,DYER,UNY0098RI,,,,
VA080,,DYER,UNY0100RI,,,,
VA080,,DYER,UNY0112RI,,,,
VA080,,DYER,UNY0115RI,,,,
VA080,,DYER,UNY0117RI,,,,
VA080,,DYER,UNY0118RI,,,,
VA080,,DYER,UNY0139RI,,,,
VA080,,DYER,UNY0142RI,,,,
VA080,,DYER,UNY0148RI,,,,
VA080,,DYER,UOH0062RI,,,,
VA080,,DYER,UOH0067RI,,,,
VA080,"Battery ""A""",DYER,UPA0001RAL,,1,,
VA080,"Co ""G""",DYER,UPA0002RAH1,1,,,
VA080,,DYER,UPA0005RC,,,,
VA080,,DYER,UPA0011RC,,,,
VA080,,DYER,UPA0058RI,,,,
VA080,,DYER,UPA0076RI,,,,
VA080,,DYER,UPA0085RI,,,,
VA080,,DYER,UPA0097RI,,,,
VA080,,DYER,UPA0188RI,,,,
VA080,,DYER,UPA0203RI,,,,
VA080,"Batteries ""B,"" ""C"" and ""D""",DYER,UUR0001RA,,3,,
VA080,,DYER,UUS0001RI01C,,,,
VA080,,DYER,UUS0002RC00C,,,,
VA080,,DYER,UUS0005RI00C,,,,
VA080,,DYER,UUS0007RI00C,,,,
VA080,,DYER,UUS0009RI00C,,,,
VA080,,DYER,UUS0022RI00C,,,,
VA080,,DYER,UUS0036RI00C,,,,
VA080,,DYER,UUS0037RI00C,,,,
VA080,,DYER,UUS0041RI00C,,,,
VA080,,DYER,UUS0045RI00C,,,,
VA080,,DYER,UVT0009RI,,,,
VA080,,DYER,UWI0004YAL,,,,
VA080,,DYER,UWI0019RI,,,,
VA083,,DYER,UCT0002RAH,,,,
VA083,,DYER,UCT0014RI,,,,
VA083,,DYER,UDE0001RI01,,,,
VA083,,DYER,UDE0003RI,,,,
VA083,,DYER,UDE0004RI,,,,
VA083,,DYER,UIN0020RI,,,,
VA083,,DYER,UMA0001RAH,,,,
VA083,,DYER,UMA0001RC,,,,
VA083,,DYER,UMA0009YAL,,,,
VA083,,DYER,UMA0010YAL,,,,
VA083,,DYER,UMA0019RI,,,,
VA083,,DYER,UMA0020RI,,,,
VA083,,DYER,UMA0028RI,,,,
VA083,,DYER,UMA0032RI,,,,
VA083,,DYER,UMA0039RI,,,,
VA083,,DYER,UMD0001RI01,,,,
VA083,,DYER,UMD0004RI02,,,,
VA083,,DYER,UMD0007RI,,,,
VA083,,DYER,UMD0008RI,,,,
VA083,,DYER,UME0001RAH,,,,
VA083,,DYER,UME0001RC,,,,
VA083,,DYER,UME0016RI,,,,
VA083,,DYER,UME0017RI,,,,
VA083,,DYER,UME0019RI,,,,
VA083,,DYER,UME0020RI,,,,
VA083,,DYER,UMI0001RI01,,,,
VA083,,DYER,UMI0005RI,,,,
VA083,,DYER,UMI0007RI,,,,
VA083,,DYER,UMI0016RI,,,,
VA083,,DYER,UMI0024RI,,,,
VA083,,DYER,UMI0026RI,,,,
VA083,,DYER,UNH0005RI,,,,
VA083,,DYER,UNJ0001RC,,,,
VA083,,DYER,UNJ0001RI01,,,,
VA083,,DYER,UNJ0002RI01,,,,
VA083,,DYER,UNJ0003RI01,,,,
VA083,,DYER,UNJ0004RI01,,,,
VA083,,DYER,UNJ0007RI,,,,
VA083,,DYER,UNJ0008RI,,,,
VA083,,DYER,UNJ0010RI,,,,
VA083,,DYER,UNJ0011RI,,,,
VA083,,DYER,UNJ0012RI,,,,
VA083,,DYER,UNJ0015RI,,,,
VA083,,DYER,UNJ0040RI,,,,
VA083,"Batteries ""D"" and ""L""",DYER,UNY0001RAL,,2,,
VA083,,DYER,UNY0002R0T,,,,
VA083,,DYER,UNY0002RAH,,,,
VA083,,DYER,UNY0004RAH,,,,
VA083,,DYER,UNY0005RI,,,,
VA083,,DYER,UNY0007RI01,,,,
VA083,,DYER,UNY0008RAH,,,,
VA083,,DYER,UNY0010RC,,,,
VA083,,DYER,UNY0010RI,,,,
VA083,,DYER,UNY0015RAH,,,,
VA083,,DYER,UNY0024RC,,,,
VA083,,DYER,UNY0039RI,,,,
VA083,,DYER,UNY0040RI,,,,
VA083,,DYER,UNY0052RI,,,,
VA083,,DYER,UNY0059RI,,,,
VA083,,DYER,UNY0061RI,,,,
VA083,,DYER,UNY0063RI,,,,
VA083,,DYER,UNY0064RI,,,,
VA083,,DYER,UNY0065RI,,,,
VA083,,DYER,UNY0066RI,,,,
VA083,,DYER,UNY0069RI,,,,
VA083,,DYER,UNY0073RI,,,,
VA083,,DYER,UNY0086RI,,,,
VA083,,DYER,UNY0088RI,,,,
VA083,,DYER,UNY0093RI,,,,
VA083,,DYER,UNY0094RI,,,,
VA083,,DYER,UNY0095RI,,,,
VA083,,DYER,UNY0097RI,,,,
VA083,,DYER,UNY0104RI,,,,
VA083,,DYER,UNY0108RI,,,,
VA083,,DYER,UNY0111RI,,,,
VA083,,DYER,UNY0120RI,,,,
VA083,,DYER,UNY0121RI,,,,
VA083,,DYER,UNY0124RI,,,,
VA083,,DYER,UNY0125RI,,,,
VA083,,DYER,UNY0126RI,,,,
VA083,,DYER,UNY0140RI,,,,
VA083,,DYER,UNY0146RI,,,,
VA083,,DYER,UNY0147RI,,,,
VA083,,DYER,UNY0152RI,,,,
VA083,,DYER,UNY0155RI,,,,
VA083,,DYER,UNY0164RI,,,,
VA083,,DYER,UNY0170RI,,,,
VA083,,DYER,UNY0182RI,,,,
VA083,,DYER,UNY0185RI,,,,
VA083,,DYER,UNY0187RI,,,,
VA083,,DYER,UNY0188RI,,,,
VA083,,DYER,UOH0004RI01,,,,
VA083,,DYER,UOH0006RC,,,,
VA083,,DYER,UOH0013RC,,,,
VA083,,DYER,UPA0001RC,,,,
VA083,,DYER,UPA0002RC,,,,
VA083,,DYER,UPA0003RC,,,,
VA083,,DYER,UPA0004RC,,,,
VA083,,DYER,UPA0008RC,,,,
VA083,,DYER,UPA0011RI01,,,,
VA083,,DYER,UPA0013RC,,,,
VA083,,DYER,UPA0016RC,,,,
VA083,,DYER,UPA0049RI,,,,
VA083,,DYER,UPA0053RI,,,,
VA083,,DYER,UPA0056RI,,,,
VA083,,DYER,UPA0057RI,,,,
VA083,,DYER,UPA0069RI,,,,
VA083,,DYER,UPA0081RI,,,,
VA083,,DYER,UPA0082RI,,,,
VA083,,DYER,UPA0083RI,,,,
VA083,,DYER,UPA0088RI,,,,
VA083,,DYER,UPA0091RI,,,,
VA083,,DYER,UPA0095RI,,,,
VA083,,DYER,UPA0099RI,,,,
VA083,,DYER,UPA0105RI,,,,
VA083,,DYER,UPA0106RI,,,,
VA083,,DYER,UPA0107RI,,,,
VA083,,DYER,UPA0110RI,,,,
VA083,,DYER,UPA0116RI,,,,
VA083,,DYER,UPA0118RI,,,,
VA083,,DYER,UPA0119RI,,,,
VA083,,DYER,UPA0121RI,,,,
VA083,,DYER,UPA0140RI,,,,
VA083,,DYER,UPA0141RI,,,,
VA083,,DYER,UPA0142RI,,,,
VA083,,DYER,UPA0143RI,,,,
VA083,,DYER,UPA0145RI,,,,
VA083,,DYER,UPA0148RI,,,,
VA083,,DYER,UPA0149RI,,,,
VA083,,DYER,UPA0150RI,,,,
VA083,,DYER,UPA0155RI,,,,
VA083,,DYER,UPA0157RI,,,,
VA083,,DYER,UPA0183RI,,,,
VA083,,DYER,UPA0184RI,,,,
VA083,,DYER,UPA0190RI,,,,
VA083,,DYER,UPA0191RI,,,,
VA083,,DYER,UPA0198RI,,,,
VA083,,DYER,UPA0200RI,,,,
VA083,,DYER,UPA0205RI,,,,
VA083,,DYER,UPA0207RI,,,,
VA083,,DYER,UPA0208RI,,,,
VA083,,DYER,UPA0209RI,,,,
VA083,,DYER,UPA0210RI,,,,
VA083,,DYER,UPA0211RI,,,,
VA083,,DYER,URI0002RI,,,,
VA083,"Batteries ""H & I""",DYER,UUR0001RA,,1,,
VA083,"Battery ""A""",DYER,UUR0002RA,,1,,
VA083,"Battery ""K""",DYER,UUR0004RA,,1,,
VA083,,DYER,UVT0002RI,,,,
VA083,,DYER,UWI0005RI,,,,
VA083,,DYER,UWI0006RI,,,,
VA083,,DYER,UWI0007RI,,,,
VA083,,DYER,UWI0036RI,,,,
VA083,,DYER,UWV0007RI,,,,
VA084,"Batteries ""E,"" ""K"" and ""L""",DYER,UCT0001RAH,,3,,
VA084,,DYER,UMA0009YAL,,,,
VA084,,DYER,UMA0011YAL1,,,,
VA084,,DYER,UMA0056RI,,,,
VA084,,DYER,UMA0057RI,,,,
VA084,,DYER,UMA0058RI,,,,
VA084,,DYER,UMA0059RI,,,,
VA084,,DYER,UMD0003RI,,,,
VA084,,DYER,UMI0001RS,,,,
VA084,,DYER,UMI0002RI,,,,
VA084,,DYER,UMI0008RI,,,,
VA084,,DYER,UMI0017RI,,,,
VA084,,DYER,UMI0020RI,,,,
VA084,,DYER,UMI0027RI,,,,
VA084,"Battery ""G""",DYER,UNY0001RAL,,1,,
VA084,,DYER,UNY0008RAH,,,,
VA084,,DYER,UNY0014RAH,,,,
VA084,,DYER,UNY0019YAL,,,,
VA084,,DYER,UNY0027YAL,,,,
VA084,,DYER,UNY0034YAL,,,,
VA084,,DYER,UNY0046RI,,,,
VA084,,DYER,UNY0109RI,,,,
VA084,,DYER,UOH0060RI01,,,,
VA084,"Battery ""C & I""",DYER,UUR0005RA,,1,,
VA084,,DYER,UWI0037RI,,,,
VA084,,DYER,UWI0038RI,,,,
VA085,,DYER,UDE0003RI,,,,
VA085,,DYER,UDE0004RI,,,,
VA085,,DYER,UDE0008RI,,,,
VA085,,DYER,UMA0032RI,,,,
VA085,,DYER,UMA0039RI,,,,
VA085,,DYER,UMD0001RI01,,,,
VA085,,DYER,UMD0004RI02,,,,
VA085,,DYER,UMD0007RI,,,,
VA085,,DYER,UMD0008RI,,,,
VA085,,DYER,UME0016RI,,,,
VA085,,DYER,UME0020RI,,,,
VA085,,DYER,UMI0001RI01,,,,
VA085,,DYER,UMI0016RI,,,,
VA085,,DYER,UNY0001BS,,,,
VA085,"Batteries ""B,"" ""D"" and ""H""",DYER,UNY0001RAL,,3,,
VA085,,DYER,UNY0005RAH,,,,
VA085,,DYER,UNY0015RAH,,,,
VA085,,DYER,UNY0091RI,,,,
VA085,,DYER,UNY0094RI,,,,
VA085,,DYER,UNY0095RI,,,,
VA085,,DYER,UNY0097RI,,,,
VA085,,DYER,UNY0104RI,,,,
VA085,,DYER,UNY0140RI,,,,
VA085,,DYER,UNY0146RI,,,,
VA085,,DYER,UNY0147RI,,,,
VA085,,DYER,UNY0185RI,,,,
VA085,,DYER,UNY0187RI,,,,
VA085,,DYER,UNY0188RI,,,,
VA085,,DYER,UNY0189RI,,,,
VA085,"Co ""C""",DYER,UPA0004RC,1,,,
VA085,,DYER,UPA0011RI01,,,,
VA085,,DYER,UPA0056RI,,,,
VA085,,DYER,UPA0083RI,,,,
VA085,,DYER,UPA0088RI,,,,
VA085,,DYER,UPA0091RI,,,,
VA085,,DYER,UPA0107RI,,,,
VA085,,DYER,UPA0118RI,,,,
VA085,,DYER,UPA0121RI,,,,
VA085,,DYER,UPA0142RI,,,,
VA085,,DYER,UPA0155RI,,,,
VA085,,DYER,UPA0157RI,,,,
VA085,,DYER,UPA0190RI,,,,
VA085,,DYER,UPA0191RI,,,,
VA085,,DYER,UPA0198RI,,,,
VA085,,DYER,UPA0210RI,,,,
VA085,"Battery ""B""",DYER,UUR0004RA,,1,,
VA085,"Battery ""D & G""",DYER,UUR0005RA,,1,,
VA085,,DYER,UWI0006RI,,,,
VA085,,DYER,UWI0007RI,,,,
VA086,,DYER,UCT0001RC,,,,
VA086,,DYER,UMA0002RC,,,,
VA086,,DYER,UME0001RC,,,,
VA086,,DYER,UMI0001RC01,,,,
VA086,,DYER,UMI0005RC,,,,
VA086,,DYER,UMI0006RC,,,,
VA086,,DYER,UMI0007RC,,,,
VA086,,DYER,UNJ0001RC,,,,
VA086,,DYER,UNJ0003RC,,,,
VA086,,DYER,UNY0001RC01,,,,
VA086,,DYER,UNY0002R0T,,,,
VA086,,DYER,UNY0002RC01,,,,
VA086,,DYER,UNY0006RC,,,,
VA086,,DYER,UNY0008RC,,,,
VA086,,DYER,UNY0009RC,,,,
VA086,,DYER,UNY0010RC,,,,
VA086,,DYER,UNY0015RC,,,,
VA086,,DYER,UNY0019RC,,,,
VA086,,DYER,UNY0024RC,,,,
VA086,,DYER,UOH0002RC,,,,
VA086,,DYER,UOH0006RC,,,,
VA086,,DYER,UOH0013RC,,,,
VA086,,DYER,UPA0001RC,,,,
VA086,,DYER,UPA0004RC,,,,
VA086,,DYER,UPA0006RC,,,,
VA086,,DYER,UPA0008RC,,,,
VA086,,DYER,UPA0016RC,,,,
VA086,,DYER,UPA0017RC,,,,
VA086,,DYER,UPA0020RC01,,,,
VA086,,DYER,UPA0021RC01,,,,
VA086,,DYER,UUR0001RC01,,,,
VA086,"Batteries ""A"" and ""M""",DYER,UUR0002RA,,2,,
VA086,"Batteries ""C & E""",DYER,UUR0004RA,,1,,
VA086,,DYER,UUR0005RC,,,,
VA086,,DYER,UUR0006RC,,,,
VA086,,DYER,UVT0001RC,,,,
VA086,,DYER,UWV0001RC,,,,
VA086,,DYER,UWV0002RC,,,,
VA086,,DYER,UWV0003RC,,,,
VA087,,DYER,UDE0003RI,,,,
VA087,,DYER,UDE0004RI,,,,
VA087,,DYER,UDE0008RI,,,,
VA087,,DYER,UMA0032RI,,,,
VA087,,DYER,UMA0039RI,,,,
VA087,,DYER,UMD0001RI01,,,,
VA087,,DYER,UMD0004RI02,,,,
VA087,,DYER,UMD0007RI,,,,
VA087,,DYER,UMD0008RI,,,,
VA087,,DYER,UME0016RI,,,,
VA087,,DYER,UME0020RI,,,,
VA087,,DYER,UMI0001RI01,,,,
VA087,,DYER,UMI0016RI,,,,
VA087,,DYER,UNY0001BS,,,,
VA087,"Batteries ""B,"" ""D"" and ""H""",DYER,UNY0001RAL,,3,,
VA087,,DYER,UNY0005RI,,,,
VA087,,DYER,UNY0015RAH,,,,
VA087,,DYER,UNY0091RI,,,,
VA087,,DYER,UNY0094RI,,,,
VA087,,DYER,UNY0095RI,,,,
VA087,,DYER,UNY0097RI,,,,
VA087,,DYER,UNY0104RI,,,,
VA087,,DYER,UNY0140RI,,,,
VA087,,DYER,UNY0146RI,,,,
VA087,,DYER,UNY0147RI,,,,
VA087,,DYER,UNY0185RI,,,,
VA087,,DYER,UNY0187RI,,,,
VA087,,DYER,UNY0188RI,,,,
VA087,,DYER,UNY0189RI,,,,
VA087,"Co ""C""",DYER,UPA0004RC,1,,,
VA087,,DYER,UPA0011RI01,,,,
VA087,,DYER,UPA0056RI,,,,
VA087,,DYER,UPA0083RI,,,,
VA087,,DYER,UPA0088RI,,,,
VA087,,DYER,UPA0091RI,,,,
VA087,,DYER,UPA0107RI,,,,
VA087,,DYER,UPA0118RI,,,,
VA087,,DYER,UPA0121RI,,,,
VA087,,DYER,UPA0142RI,,,,
VA087,,DYER,UPA0155RI,,,,
VA087,,DYER,UPA0157RI,,,,
VA087,,DYER,UPA0190RI,,,,
VA087,,DYER,UPA0191RI,,,,
VA087,,DYER,UPA0198RI,,,,
VA087,,DYER,UPA0210RI,,,,
VA087,"Battery ""B""",DYER,UUR0004RA,,1,,
VA087,"Battery ""D & G""",DYER,UUR0005RA,,1,,
VA087,,DYER,UWI0006RI,,,,
VA087,,DYER,UWI0007RI,,,,
VA088,,CRUTE,CNC0001RC,,,,
VA088,,CRUTE,CNC0019R0S,,,,
VA088,,CRUTE,CNC0059R0S,,,,
VA088,,CRUTE,CVA0001RI,,,,
VA088,,CRUTE,CVA0003RI01,,,,
VA088,,CRUTE,CVA0007RI,,,,
VA088,,CRUTE,CVA0009RI,,,,
VA088,,CRUTE,CVA0014RI,,,,
VA088,,CRUTE,CVA0030RI,,,,
VA088,,DYER,UCT0001RC,,,,
VA088,,DYER,UDC0001RC,,,,
VA088,,DYER,UDE0003RI,,,,
VA088,,DYER,UDE0004RI,,,,
VA088,,DYER,UDE0008RI,,,,
VA088,,DYER,UMA0002RC,,,,
VA088,,DYER,UMA0032RI,,,,
VA088,,DYER,UMA0039RI,,,,
VA088,,DYER,UMD0001RC01,,,,
VA088,,DYER,UMD0001RI01,,,,
VA088,,DYER,UMD0004RI02,,,,
VA088,,DYER,UMD0007RI,,,,
VA088,,DYER,UMD0008RI,,,,
VA088,,DYER,UME0001RC,,,,
VA088,,DYER,UME0016RI,,,,
VA088,,DYER,UME0020RI,,,,
VA088,,DYER,UMI0001RC01,,,,
VA088,,DYER,UMI0001RI01,,,,
VA088,,DYER,UMI0005RC,,,,
VA088,,DYER,UMI0006RC,,,,
VA088,,DYER,UMI0007RC,,,,
VA088,,DYER,UMI0016RI,,,,
VA088,,DYER,UNJ0001RC,,,,
VA088,,DYER,UNJ0003RC,,,,
VA088,,DYER,UNY0001BS,,,,
VA088,"Batteries ""B,"" ""D"" and ""H""",DYER,UNY0001RAL,,3,,
VA088,,DYER,UNY0001RC01,,,,
VA088,,DYER,UNY0002R0T,,,,
VA088,,DYER,UNY0002RC01,,,,
VA088,,DYER,UNY0005RI,,,,
VA088,,DYER,UNY0006RC,,,,
VA088,,DYER,UNY0008RC,,,,
VA088,,DYER,UNY0009RC,,,,
VA088,,DYER,UNY0010RC,,,,
VA088,,DYER,UNY0015RAH,,,,
VA088,,DYER,UNY0015RC,,,,
VA088,,DYER,UNY0019RC,,,,
VA088,,DYER,UNY0024RC,,,,
VA088,,DYER,UNY0091RI,,,,
VA088,,DYER,UNY0094RI,,,,
VA088,,DYER,UNY0095RI,,,,
VA088,,DYER,UNY0097RI,,,,
VA088,,DYER,UNY0104RI,,,,
VA088,,DYER,UNY0140RI,,,,
VA088,,DYER,UNY0146RI,,,,
VA088,,DYER,UNY0147RI,,,,
VA088,,DYER,UNY0185RI,,,,
VA088,,DYER,UNY0187RI,,,,
VA088,,DYER,UNY0188RI,,,,
VA088,,DYER,UNY0189RI,,,,
VA088,,DYER,UOH0002RC,,,,
VA088,,DYER,UOH0006RC,,,,
VA088,,DYER,UOH0013RC,,,,
VA088,,DYER,UPA0001RC,,,,
VA088,,DYER,UPA0004RC,,,,
VA088,,DYER,UPA0005RC,,,,
VA088,,DYER,UPA0006RC,,,,
VA088,,DYER,UPA0008RC,,,,
VA088,,DYER,UPA0011RC,,,,
VA088,,DYER,UPA0011RI01,,,,
VA088,,DYER,UPA0016RC,,,,
VA088,,DYER,UPA0017RC,,,,
VA088,,DYER,UPA0020RC01,,,,
VA088,,DYER,UPA0021RC01,,,,
VA088,,DYER,UPA0056RI,,,,
VA088,,DYER,UPA0083RI,,,,
VA088,,DYER,UPA0088RI,,,,
VA088,,DYER,UPA0091RI,,,,
VA088,,DYER,UPA0107RI,,,,
VA088,,DYER,UPA0118RI,,,,
VA088,,DYER,UPA0121RI,,,,
VA088,,DYER,UPA0142RI,,,,
VA088,,DYER,UPA0155RI,,,,
VA088,,DYER,UPA0157RI,,,,
VA088,,DYER,UPA0190RI,,,,
VA088,,DYER,UPA0191RI,,,,
VA088,,DYER,UPA0198RI,,,,
VA088,,DYER,UPA0210RI,,,,
VA088,,DYER,UUR0001RC01,,,,
VA088,"Batteries ""A"" and ""M""",DYER,UUR0002RA,,2,,
VA088,"Batteries ""B"" and ""C & E""",DYER,UUR0004RA,,2,,
VA088,"Battery ""D & G""",DYER,UUR0005RA,,1,,
VA088,,DYER,UUR0005RC,,,,
VA088,,DYER,UUR0006RC,,,,
VA088,,DYER,UVT0001RC,,,,
VA088,,DYER,UWI0004YAL,,,,
VA088,,DYER,UWI0006RI,,,,
VA088,,DYER,UWI0007RI,,,,
VA088,,DYER,UWV0001RC,,,,
VA088,,DYER,UWV0002RC,,,,
VA088,,DYER,UWV0003RC,,,,
VA089,,DYER,UCT0001RAH,,,,
VA089,,DYER,UCT0002RAH,,,,
VA089,,DYER,UCT0003YAL,,,,
VA089,,DYER,UCT0010RI,,,,
VA089,,DYER,UIL0039RI,,,,
VA089,,DYER,UMA0005YAL,,,,
VA089,,DYER,UMA0009YAL,,,,
VA089,,DYER,UMA0011YAL1,,,,
VA089,,DYER,UMA0014YAL,,,,
VA089,,DYER,UMA0029RI,,,,
VA089,,DYER,UMA0035RI,,,,
VA089,,DYER,UMA0036RI,,,,
VA089,,DYER,UMA0037RI,,,,
VA089,,DYER,UMA0056RI,,,,
VA089,,DYER,UMA0057RI,,,,
VA089,,DYER,UMA0058RI,,,,
VA089,,DYER,UMA0059RI,,,,
VA089,,DYER,UMA0061RI,,,,
VA089,,DYER,UMD0002RI01,,,,
VA089,,DYER,UMD0003RI,,,,
VA089,,DYER,UMD0006RI,,,,
VA089,,DYER,UME0008RI,,,,
VA089,,DYER,UME0011RI,,,,
VA089,,DYER,UME0031RI,,,,
VA089,,DYER,UMI0001RS,,,,
VA089,,DYER,UMI0002RI,,,,
VA089,,DYER,UMI0008RI,,,,
VA089,,DYER,UMI0017RI,,,,
VA089,,DYER,UMI0020RI,,,,
VA089,,DYER,UMI0027RI,,,,
VA089,,DYER,UNH0006RI,,,,
VA089,,DYER,UNH0009RI,,,,
VA089,,DYER,UNH0011RI,,,,
VA089,,DYER,UNH0018RI,,,,
VA089,,DYER,UNJ0001RI01,,,,
VA089,,DYER,UNJ0002RI01,,,,
VA089,,DYER,UNJ0003RI01,,,,
VA089,,DYER,UNJ0004RI01,,,,
VA089,,DYER,UNJ0010RI,,,,
VA089,,DYER,UNJ0014RI,,,,
VA089,,DYER,UNJ0015RI,,,,
VA089,,DYER,UNJ0039RI,,,,
VA089,,DYER,UNJ0040RI,,,,
VA089,"Batteries ""C,"" ""E,"" ""G"" and ""L""",DYER,UNY0001RAL,,4,,
