"cwsac_id","battle_name","battle_type_cwss","begin_date","end_date","state","theater_code","campaign_code","result","cas_kwm_mean","cas_kwm_var","partof_cwss","operation","forces_text","casualties_text","results_text","preservation","significance","cwsac1_url","partof_cwsac1","cwsac2_url","study_area","core_area","potnr_boundary","partof_cwsac2","interpretive_political","interpretive_commander_loss","interpretive_casualties","interpretive_tactics_strategy","interpretive_public_mind","interpretive_combat_arm","interpretive_military_firsts","interpretive_minority_troops","interpretive_economic","interpretive_archaelolgical","interpretive_logistics","interpretive_individual_bravery","interpretive_group_behavior","interpretive_joint_ops","interpretive_coop_armies","interpretive_naval","significance_jim","significance_ed","significance_bill","aad_url","battle_type_aad","partof_aad","shenandoah_url","partof_shenandoah","lat","long"
"VA036","Aldie","Action","1863-06-17","1863-06-17","VA","ME","ME63-04","Indecisive",NA,NA,TRUE,0,"Brigades","250 total","Inconclusive","III.3","C","http://www.nps.gov/hps/abpp/battles/va036.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Aldie to Auburn II.pdf",3865.83,846.54,3854.52,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//VA036","Action",TRUE,NA,FALSE,38.9826,-77.6588
"VA037","Middleburg","No Data","1863-06-17","1863-06-19","VA","ME","ME63-04","Indecisive",NA,NA,TRUE,0,"Divisions","390 total","Inconclusive","III.3","C","http://www.nps.gov/hps/abpp/battles/va037.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Manassas Gap to Middleburg.pdf",4368.19,1600.93,4368.19,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA037","Action",TRUE,NA,FALSE,38.9678,-77.7597
"VA038","Upperville","Engagement","1863-06-21","1863-06-21","VA","ME","ME63-04","Indecisive",NA,NA,TRUE,0,"Divisions","400 total","Inconclusive","III.3","C","http://www.nps.gov/hps/abpp/battles/va038.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Thoroughfare Gap to Upperville.pdf",14586.9,4042.6,14586.9,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//VA038","Engagement",TRUE,NA,FALSE,38.9851,-77.8343
"VA039","Auburn I","Action","1863-10-13","1863-10-13","VA","ME","ME63-05","Indecisive",50,8.33333,TRUE,0,"Brigades","50 total","Inconclusive","III.4","D","http://www.nps.gov/hps/abpp/battles/va039.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Aldie to Auburn II.pdf",2265.26,501.24,2228.11,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//VA039","Action",TRUE,NA,FALSE,38.7,-77.7
"VA040","Bristoe Station","Engagement","1863-10-14","1863-10-14","VA","ME","ME63-05","Union Victory",1920,8.33333,TRUE,0,"Corps","1,980 total","Union victory","I.3","B","http://www.nps.gov/hps/abpp/battles/va040.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Blackburns Ford to Buckland Mills.pdf",5722.04,3438.42,3299.95,TRUE,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//VA040","Engagement",TRUE,NA,FALSE,38.7234,-77.5418
"VA041","Auburn II","Combat","1863-10-14","1863-10-14","VA","ME","ME63-05","Indecisive",113,0.0833333,TRUE,0,"Brigades","113 total","Inconclusive","III.4","D","http://www.nps.gov/hps/abpp/battles/va041.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Aldie to Auburn II.pdf",4403.24,1584.58,4403.24,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA041","Combat",TRUE,NA,FALSE,38.7021,-77.7018
"VA042","Buckland Mills","Action","1863-10-19","1863-10-19","VA","ME","ME63-05","Confederate Victory",230,8.33333,TRUE,0,"Divisions","230 total","Confederate victory","II.4","D","http://www.nps.gov/hps/abpp/battles/va042.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Blackburns Ford to Buckland Mills.pdf",10375.4,2333.41,6527.11,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//VA042","Action",TRUE,NA,FALSE,38.7747,-77.692
"VA043","Rappahannock Station II","No Data","1863-11-07","1863-11-07","VA","ME","ME63-05","Union Victory",2502,0.0833333,TRUE,0,"Corps","2,537 total (1,600 Confederate prisoners)","Union victory","IV.1","B","http://www.nps.gov/hps/abpp/battles/va043.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Rappahannock I and II.pdf",11808.7,3876,11531,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"","","C","http://aad.archives.gov/aad//VA043","Engagement",TRUE,NA,FALSE,38.533,-77.8136
"VA044","Mine Run","Battle","1863-11-26","1863-12-02","VA","ME","ME63-07","Indecisive",2428,0.0833333,TRUE,0,"Armies: 114,069 total (US 69,643; CS 44,426)","1,952 total (US 1,272; CS 680)","Inconclusive","I.3","B","http://www.nps.gov/hps/abpp/battles/va044.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Mine Run to North Anna.pdf",16769.4,4076,14837.8,TRUE,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA044","Engagement",TRUE,NA,FALSE,38.3379,-77.8187
"VA045","Morton's Ford","Engagement","1864-02-06","1864-02-07","VA","ME","ME64-01","Indecisive",723,0.0833333,TRUE,0,"Divisions","723 total","Inconclusive","III.4","D","http://www.nps.gov/hps/abpp/battles/va045.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Mine Run to North Anna.pdf",6710,2422.74,6710,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA045","Engagement",TRUE,NA,FALSE,38.3746,-77.904
"VA046","Wilderness","Battle","1864-05-05","1864-05-06","VA","ME","ME64-06","Indecisive",28800,833.333,TRUE,0,"162,920 total (US 101,895; CS 61,025)","29,800 total (US 18,400; CS 11,400)","Inconclusive (Grant continued his offensive.)","I.2","A","http://www.nps.gov/hps/abpp/battles/va046.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/White oak Road to Wilderness.pdf",16529.6,7028,13048.3,TRUE,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,"A","AA","A","http://aad.archives.gov/aad//VA046","Battle",TRUE,NA,FALSE,38.3164,-77.7597
"VA047","Port Walthall Junction","Engagement","1864-05-06","1864-05-07","VA","ME","ME64-05","Union Victory",550,8.33333,TRUE,0,"Divisions","550 total","Union victory","II.3","C","http://www.nps.gov/hps/abpp/battles/va047.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Piedmont to Proctors Creek.pdf",3297,71683.6,1473.41,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA047","Engagement",TRUE,NA,FALSE,37.3116,-77.4028
"VA048","Spotsylvania Court House","Operations","1864-05-08","1864-05-21","VA","ME","ME64-06","Indecisive",27000,83333.3,TRUE,0,"152,000 total (US 100,000; CS 52,000)","30,000 total (US 18,000; CS 12,000)","Inconclusive (Grant continued his offensive.)","I.2","A","http://www.nps.gov/hps/abpp/battles/va048.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Sappony Church to Spotsylvania Court House.pdf",22509.7,8958.91,14200,TRUE,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,"A","A","A","http://aad.archives.gov/aad//VA048","Operation",TRUE,NA,FALSE,38.2242,-77.5981
"VA049","Cloyd's Mountain","Engagement","1864-05-09","1864-05-09","VA","ME","ME64-04","Union Victory",1226,0.0833333,TRUE,0,"Divisions (total 10,000)","1,500 total","Union victory","III.3","C","http://www.nps.gov/hps/abpp/battles/va049.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Chantilly to Cold Harbor.pdf",1906.8,369.3,503.49,TRUE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","C","C","http://aad.archives.gov/aad//VA049","Engagement",TRUE,NA,FALSE,37.1746,-80.709
"VA050","Swift Creek","Engagement","1864-05-09","1864-05-09","VA","ME","ME64-05","Indecisive",990,8.33333,TRUE,0,"Divisions","990 total","Inconclusive","II.3","C","http://www.nps.gov/hps/abpp/battles/va050.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Staunton River Bridge to Swift Creek.pdf",7000.9,772.85,3669.8,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA050","Engagement",TRUE,NA,FALSE,37.2861,-77.4118
"VA051","Chester Station","Action","1864-05-10","1864-05-10","VA","ME","ME64-05","Indecisive",569,0.0833333,TRUE,0,"Divisions","569 total","Inconclusive","IV.2","D","http://www.nps.gov/hps/abpp/battles/va051.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Chantilly to Cold Harbor.pdf",3752.9,1071.34,1183,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA051","Action",TRUE,NA,FALSE,37.3529,-77.4122
"VA052","Yellow Tavern","Combat","1864-05-11","1864-05-11","VA","ME","ME64-06","Union Victory",800,833.333,TRUE,0,"Divisions","800 total","Union victory","IV.1","C","http://www.nps.gov/hps/abpp/battles/va052.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Winchester II to Yorktown.pdf",5114.6,2093.65,NA,TRUE,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA052","Combat",TRUE,NA,FALSE,37.6599,-77.4552
"VA053","Proctor's Creek","No Data","1864-05-12","1864-05-16","VA","ME","ME64-05","Confederate Victory",4004,0.0833333,TRUE,0,"48,000 total (US 30,000; CS 18,000)","6,660 total","Confederate victory","IV.1","B","http://www.nps.gov/hps/abpp/battles/va053.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Piedmont to Proctors Creek.pdf",12684.8,4995.77,5090.69,TRUE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","B","C","http://aad.archives.gov/aad//VA053","Engagement",TRUE,NA,FALSE,37.3935,-77.4277
"VA054","Ware Bottom Church","No Data","1864-05-20","1864-05-29","VA","ME","ME64-05","Confederate Victory",1500,833.333,TRUE,0,"Divisions (10,000 total)","1,500 total","Confederate victory","II.3","C","http://www.nps.gov/hps/abpp/battles/va054.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Walkerton to Waynesboro.pdf",11294.9,2468.98,5052.3,TRUE,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"C","","C","http://aad.archives.gov/aad//VA054","Engagement",TRUE,NA,FALSE,37.3444,-77.3914
"VA055","North Anna","No Data","1864-05-23","1864-05-26","VA","ME","ME64-06","Indecisive",5140,8.33333,TRUE,0,"Armies","4,000 total","Inconclusive","I.3","B","http://www.nps.gov/hps/abpp/battles/va055.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Mine Run to North Anna.pdf",16506.3,8352.33,13768,TRUE,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA055","Combat",TRUE,NA,FALSE,37.8862,-77.4943
"VA056","Wilson's Wharf","Action","1864-05-24","1864-05-24","VA","ME","ME64-06","Union Victory",166,0.0833333,TRUE,0,"Brigades","165 total","Union victory","II.3","D","http://www.nps.gov/hps/abpp/battles/va056.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Williamsburg to Winchester I.pdf",3898.22,597.74,3898.22,TRUE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//VA056","Action",TRUE,NA,FALSE,37.3067,-76.9967
"VA057","Totopotomoy Creek","Combat","1864-05-28","1864-05-30","VA","ME","ME64-06","Indecisive",1890,8.33333,TRUE,0,"Corps","2,200 total (US 1,100; CS 1,100)","Inconclusive","IV.1","B","http://www.nps.gov/hps/abpp/battles/va057.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Thoroughfare Gap to Upperville.pdf",29301.1,6137.82,20829.7,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C","B","C","http://aad.archives.gov/aad//VA057","Battle",TRUE,NA,FALSE,37.634,-77.2987
"VA058","Haw's Shop","Combat","1864-05-28","1864-05-28","VA","ME","ME64-06","Indecisive",744,0.0833333,TRUE,0,"Divisions","744 total (US 344; CS 400)","Inconclusive","II.3","C","http://www.nps.gov/hps/abpp/battles/va058.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Hampton Roads to High Bridge.pdf",5273.5,1217.24,4486.97,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//VA058","Combat",TRUE,NA,FALSE,37.676,-77.3118
"VA059","Old Church","Combat","1864-05-30","1864-05-30","VA","ME","ME64-06","Union Victory",NA,NA,TRUE,0,"Brigades","900 total","Union victory","III.3","C","http://www.nps.gov/hps/abpp/battles/va059.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Oak Grove to Opequon.pdf",2116.4,699.96,1952.41,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//VA059","Combat",TRUE,NA,FALSE,37.6444,-77.2209
"VA062","Cold Harbor","Battle","1864-05-31","1864-06-12","VA","ME","ME64-06","Confederate Victory",18000,83333.3,TRUE,0,"170,000 total (US 108,000; CS 62,000)","15,500 total (US 13,000; CS 2,500)","Confederate victory","I.1","A","http://www.nps.gov/hps/abpp/battles/va062.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Chantilly to Cold Harbor.pdf",37422.8,11518.4,29416.9,TRUE,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA062","Battle",TRUE,NA,FALSE,37.59,-77.285
"VA063","Petersburg II","No Data","1864-06-15","1864-06-18","VA","ME","ME64-09","Confederate Victory",7674,0.0833333,TRUE,0,"104,000 total (US 62,000; CS 42,000)","11,386 total (US 8,150; CS 3,236)","Confederate victory","III.1","A","http://www.nps.gov/hps/abpp/battles/va063.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Peebles Farm to Petersburg III.pdf",15511.2,2380.47,2434.44,TRUE,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA063","Battle",TRUE,NA,FALSE,37.2211,-77.3782
"VA064","Lynchburg","No Data","1864-06-17","1864-06-18","VA","ME","ME64-07","Confederate Victory",900,833.333,TRUE,0,"Corps (44,000 total)","900 total","Confederate victory","IV.2","B","http://www.nps.gov/hps/abpp/battles/va064.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Lewis Farm to Manassas II.pdf",8122.42,2793.58,NA,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C","","","http://aad.archives.gov/aad//VA064","Engagement",TRUE,NA,FALSE,37.3845,-79.1832
"VA065","Jerusalem Plank Road","Engagement","1864-06-21","1864-06-23","VA","ME","ME64-09","Union Victory",3534,0.0833333,TRUE,0,"Corps","4,000 total","Union gained ground","IV.1","B","http://www.nps.gov/hps/abpp/battles/va065.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Jerusalem Plank Road to Kernstown II.pdf",6391.64,1820.2,1512.66,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA065","Engagement",TRUE,NA,FALSE,37.1844,-77.3767
"VA066","Saint Mary's Church","Combat","1864-06-24","1864-06-24","VA","ME","ME64-06","Indecisive",NA,NA,TRUE,0,"Divisions","630 total","Inconclusive","III.4","D","http://www.nps.gov/hps/abpp/battles/va066.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Sailors Creek to Saltville II.pdf",11080.3,3931.03,10430.6,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//VA066","Combat",TRUE,NA,FALSE,37.4322,-77.1506
"VA067","Sappony Church","Engagement","1864-06-28","1864-06-28","VA","ME","ME64-09","Confederate Victory",NA,NA,TRUE,0,"Divisions","1,817 for entire raid","Confederate victory","III.4","D","http://www.nps.gov/hps/abpp/battles/va067.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Sappony Church to Spotsylvania Court House.pdf",2588.51,367.04,2502,TRUE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//VA067","Engagement",TRUE,NA,FALSE,36.9459,-77.4531
"VA068","Ream's Station I","No Data","1864-06-29","1864-06-29","VA","ME","ME64-09","Confederate Victory",NA,NA,TRUE,0,"Divisions","600 total (1,817 for entire raid)","Confederate victory","III.3","C","http://www.nps.gov/hps/abpp/battles/va068.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Reams Station I to Rutherfords Farm.pdf",3904.08,1152.98,3904.08,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//VA068","Engagement",TRUE,NA,FALSE,37.0959,-77.4226
"VA069","Deep Bottom I","No Data","1864-07-27","1864-07-27","VA","ME","ME64-09","Confederate Victory",1000,83333.3,TRUE,0,"Corps","1,000 total","Confederate victory","II.3","C","http://www.nps.gov/hps/abpp/battles/va069.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Darbytown to Deep Bottom I.pdf",14941.3,5675.7,13990.3,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA069","Engagement",TRUE,NA,FALSE,37.4359,-77.2609
"VA070","Crater","Explosion and Assault","1864-07-30","1864-07-30","VA","ME","ME64-09","Confederate Victory",5289,0.0833333,TRUE,0,"IX Corps [US]; elements of the Army of Northern Virginia [CS]","5,300 total","Confederate victory","III.1","A","http://www.nps.gov/hps/abpp/battles/va070.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Cool Spring to Cumberland Church.pdf",1352,222.21,627.56,TRUE,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA070","Battle",TRUE,NA,FALSE,37.2183,-77.3777
"VA071","Deep Bottom II","Engagement","1864-08-13","1864-08-20","VA","ME","ME64-09","Confederate Victory",4200,833.333,TRUE,0,"Corps","4,600 total","Confederate victory","I.3","B","http://www.nps.gov/hps/abpp/battles/va071.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Deep Bottom II to Drewrys Bluff.pdf",16171.9,87875.3,16171.9,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","C","http://aad.archives.gov/aad//VA071","Demonstration",TRUE,NA,FALSE,37.4438,-77.2844
"VA072","Globe Tavern","No Data","1864-08-18","1864-08-21","VA","ME","ME64-09","Union Victory",6055,0.0833333,TRUE,0,"Corps (34,300 total)","5,879 total (4,279 US; 1,600 CS)","Union victory","IV.1","B","http://www.nps.gov/hps/abpp/battles/va072.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Gaines Mill to Guard Hill.pdf",4508.13,1897.93,1208.74,TRUE,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA072","Battle",TRUE,NA,FALSE,37.1747,-77.4203
"VA073","Ream's Station II","No Data","1864-08-25","1864-08-25","VA","ME","ME64-09","Confederate Victory",3556,0.0833333,TRUE,0,"Corps","3,492 total","Confederate victory","II.2","B","http://www.nps.gov/hps/abpp/battles/va073.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Reams Station I to Rutherfords Farm.pdf",6773.2,2627.89,6773.2,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","B","","http://aad.archives.gov/aad//VA073","Battle",TRUE,NA,FALSE,37.0959,-77.4226
"VA074","Peebles' Farm","Battle","1864-09-30","1864-10-02","VA","ME","ME64-09","Union Victory",4169,0.0833333,TRUE,0,"Corps","3,800 total","Union victory","II.2","B","http://www.nps.gov/hps/abpp/battles/va074.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Peebles Farm to Petersburg III.pdf",5222.8,1845.26,3352.9,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"","B","","http://aad.archives.gov/aad//VA074","Battle",TRUE,NA,FALSE,37.1705,-77.4537
"VA075","Chaffin's Farm / New Market Heights","Battle","1864-09-29","1864-09-30","VA","ME","ME64-09","Union Victory",5000,83333.3,TRUE,0,"Armies","4,430 total","Union victory","I.3","B","http://www.nps.gov/hps/abpp/battles/va075.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Cedar Creek to Chancellorsville.pdf",19216.2,7744.14,10201.6,TRUE,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,"","B","","http://aad.archives.gov/aad//VA075","Battle",TRUE,NA,FALSE,37.4268,-77.3729
"VA076","Saltville I","No Data","1864-10-02","1864-10-02","VA","MW","MW64-10","Union Victory",530,8.33333,TRUE,0,"Divisions (11,000 total)","458 total","Confederate victory","II.3","C","http://www.nps.gov/hps/abpp/battles/va076.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Sailors Creek to Saltville II.pdf",3561.17,1334.78,2267.82,TRUE,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//VA076","Action",TRUE,NA,FALSE,36.8857,-81.7592
"VA077","Darbytown & New Market Roads","No Data","1864-10-07","1864-10-07","VA","ME","ME64-09","Union Victory",1158,0.0833333,TRUE,0,"Corps","1,750 total","Union victory","IV.2","C","http://www.nps.gov/hps/abpp/battles/va077.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Darbytown to Deep Bottom I.pdf",9401.34,2423.62,4824,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA077","Combat",TRUE,NA,FALSE,37.4576,-77.3467
"VA078","Darbytown Road","No Data","1864-10-13","1864-10-13","VA","ME","ME64-09","Confederate Victory",487,0.0833333,TRUE,0,"Corps","950 total","Confederate victory","IV.1","D","http://www.nps.gov/hps/abpp/battles/va078.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Darbytown to Deep Bottom I.pdf",6860.23,1969.05,3703.48,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA078","Engagement",TRUE,NA,FALSE,37.483,-77.3574
"VA079","Boydton Plank Road","Engagement","1864-10-27","1864-10-27","VA","ME","ME64-09","Confederate Victory",3058,0.0833333,TRUE,0,"Corps (35,000 total)","3,058 total (1,758 US; 1,300 CS)","Confederate victory","I.3","B","http://www.nps.gov/hps/abpp/battles/va079.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Blackburns Ford to Buckland Mills.pdf",8222.69,1157.5,6069.85,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA079","Engagement",TRUE,NA,FALSE,37.1431,-77.5116
"VA080","Fair Oaks & Darbytown Road","Engagement","1864-10-27","1864-10-28","VA","ME","ME64-09","Confederate Victory",1703,0.0833333,TRUE,0,"Corps","1,750 total","Confederate victory","","C","http://www.nps.gov/hps/abpp/battles/va080.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Elthams Landing to Five Forks.pdf",10997.9,3704.22,5609.19,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//VA080","Engagement",TRUE,NA,FALSE,37.494,-77.334
"VA081","Marion","Engagement","1864-12-16","1864-12-18","VA","MW","MW64-14","Union Victory",300,833.333,TRUE,0,"Divisions","274 total","Union victory","IV.1","D","http://www.nps.gov/hps/abpp/battles/va081.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Manassas Gap to Middleburg.pdf",1969.2,356.48,228.84,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//VA081","Engagement",TRUE,NA,FALSE,36.852,-81.4873
"VA082","Saltville II","Capture and Destruction","1864-12-20","1864-12-21","VA","MW","MW64-14","Union Victory",0,0.0833333,TRUE,0,"Divisions","Unknown","Union victory","II.3","C","http://www.nps.gov/hps/abpp/battles/va082.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Sailors Creek to Saltville II.pdf",2562.15,552.68,1722.92,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA082","Action",TRUE,NA,FALSE,36.8646,-81.7674
"VA083","Hatcher's Run","Battle","1865-02-05","1865-02-07","VA","ME","ME65-02","Union Victory",2539,0.0833333,TRUE,0,"48,352 total (US 34,517; CS 13,835)","2,700 total","Union gained ground","II.2","B","http://www.nps.gov/hps/abpp/battles/va083.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Hampton Roads to High Bridge.pdf",11886.8,1185.79,9481.02,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA083","Battle",TRUE,NA,FALSE,37.1305,-77.4853
"VA084","Fort Stedman","Assault","1865-03-25","1865-03-25","VA","ME","ME65-02","Union Victory",3698,0.0833333,TRUE,0,"Corps","3,850 total (US 950; CS 2,900)","Union victory","III.1","A","http://www.nps.gov/hps/abpp/battles/va084.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Fort Stedman to Front Royal.pdf",1874.25,300.86,1346.83,TRUE,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"","A","","http://aad.archives.gov/aad//VA084","Assault",TRUE,NA,FALSE,37.226,-77.371
"VA085","Lewis's Farm","Engagement","1865-03-29","1865-03-29","VA","ME","ME65-04","Union Victory",752,0.0833333,TRUE,0,"Corps","750 total (US 380; CS 370)","Union victory","II.3","C","http://www.nps.gov/hps/abpp/battles/va085.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Lewis Farm to Manassas II.pdf",1017.34,316.68,487.17,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//VA085","Engagement",TRUE,NA,FALSE,37.1283,-77.5278
"VA086","Dinwiddie Court House","No Data","1865-03-31","1865-03-31","VA","ME","ME65-04","Confederate Victory",1114,0.0833333,TRUE,0,"65,277 total (US 45,247; CS 20,030)","821 total","Confederate victory","II.3","C","http://www.nps.gov/hps/abpp/battles/va086.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Deep Bottom II to Drewrys Bluff.pdf",6359.75,2388.77,4636.78,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//VA086","Engagement",TRUE,NA,FALSE,37.0773,-77.5871
"VA087","White Oak Road","No Data","1865-03-31","1865-03-31","VA","ME","ME65-04","Union Victory",3016,0.0833333,TRUE,0,"Corps","2,670 (US 1,870; CS 800)","Union gained ground","I.3","B","http://www.nps.gov/hps/abpp/battles/va087.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/White oak Road to Wilderness.pdf",4601.26,3090.64,3061.07,TRUE,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,"B","","","http://aad.archives.gov/aad//VA087","Engagement",TRUE,NA,FALSE,37.1484,-77.5197
