battle,battle_name,campaign,url,state,strength,results_text,results,forces_text,study_area,core_area,potnr_boundary
VA022,Cedar Mountain,Northern Virginia Campaign (June-September 1862),http://www.nps.gov/hps/abpp/CWSII/Cedar Creek to Chancellorsville.pdf,VA,,Confederate victory,Confederate,"Divisions (8,030 US; 16,868 CS)",9812.46,3225.71,9583.97
VA023,Rappahannock Station I,Northern Virginia Campaign (June-September 1862),http://www.nps.gov/hps/abpp/CWSII/Rappahannock I and II.pdf,VA,,Inconclusive,Inconclusive,Brigades (unknown US; unknown CS),34745.39,2358.46,28464
VA024,Manassas Station Operations,Northern Virginia Campaign (June-September 1862),http://www.nps.gov/hps/abpp/CWSII/Manassas Gap to Middleburg.pdf,VA,,Confederate victory,Confederate,Brigades,11279.66,3771.22,2491.78
VA025,Thoroughfare Gap,Northern Virginia Campaign (June-September 1862),http://www.nps.gov/hps/abpp/CWSII/Thoroughfare Gap to Upperville.pdf,VA,,Confederate victory,Confederate,Divisions (unknown US; unknown CS),3872.19,825.78,3488.62
VA026,Manassas II,Northern Virginia Campaign (June-September 1862),http://www.nps.gov/hps/abpp/CWSII/Lewis Farm to Manassas II.pdf,VA,,Confederate victory,Confederate,"Armies (approximately 63,000 US; approximately 55,000 CS)",17346.5,6890.13,8006.36
VA027,Chantilly,Northern Virginia Campaign (June-September 1862),http://www.nps.gov/hps/abpp/CWSII/Chantilly to Cold Harbor.pdf,VA,,Inconclusive,Inconclusive,"Divisions (6,000 US; 20,000 CS)",1557.86,366.34,
VA028,Fredericksburg I,Fredericksburg Campaign (November-December 1862),http://www.nps.gov/hps/abpp/CWSII/Fort Stedman to Front Royal.pdf,VA,,Confederate victory,Confederate,"Armies (100,007 US; 72,497 CS)",13188.0,8931.12,3290.59
VA029,Kelly’s Ford,Cavalry Operations along the Rappahannock (March 1863),http://www.nps.gov/hps/abpp/CWSII/Jerusalem Plank Road to Kernstown II.pdf,VA,,Inconclusive,Inconclusive,"Divisions, 2,100 [US]; Brigade, 800 [CS]",3755.5,1894.52,3547
VA030,Suffolk (Norfleet House Battery),Longstreet’s Tidewater Operations (February-May 1863),http://www.nps.gov/hps/abpp/CWSII/Staunton River Bridge to Swift Creek.pdf,VA,,Inconclusive,Inconclusive,"Divisions (Gunboat, approximately 17,000 US; approximately 20,000 CS)",1476.26,346.63,1118.06
VA031,Siege of Suffolk (Hill’s Point),Longstreet’s Tidewater Operations (February-May 1863),http://www.nps.gov/hps/abpp/CWSII/Staunton River Bridge to Swift Creek.pdf,VA,45000,Inconclusive (the siege); Union victory (action at Hill’s Point on April 19),Inconclusive,"Divisions (45,000 total)",40210.29,3582.23,15974.26
VA032,Chancellorsville,Chancellorsville Campaign (April-May 1863),http://www.nps.gov/hps/abpp/CWSII/Cedar Creek to Chancellorsville.pdf,VA,,Confederate victory,Confederate,"Armies (97,382 US; 57,352 CS)",41489.06,8991.21,21099.8
VA033,Salem Church,Chancellorsville Campaign (April-May 1863),http://www.nps.gov/hps/abpp/CWSII/Sailors Creek to Saltville II.pdf,VA,,Confederate victory,Confederate,"VI Corps, 25,000 [US]; Brigades 10,000 [CS]",8090.56,2451.26,
VA034,Fredericksburg II,Chancellorsville Campaign (April-May 1863),http://www.nps.gov/hps/abpp/CWSII/Fort Stedman to Front Royal.pdf,VA,,Union victory,Union,"Corps (approximately 25,000 US; approximately 12,000 CS)",12649.15,4384.62,2838.23
VA035,Brandy Station,Gettysburg Campaign (June-August 1863),http://www.nps.gov/hps/abpp/CWSII/Blackburns Ford to Buckland Mills.pdf,VA,,Inconclusive,Inconclusive,"Corps (11,000 US; 9,500 CS)",19324.0,7632,18986
VA036,Aldie,Gettysburg Campaign (June-August 1863),http://www.nps.gov/hps/abpp/CWSII/Aldie to Auburn II.pdf,VA,,Inconclusive,Inconclusive,"Brigades (approximately 2,000 US; approximately 1,500 CS)",3865.83,846.54,3854.52
VA037,Middleburg,Gettysburg Campaign (1863),http://www.nps.gov/hps/abpp/CWSII/Manassas Gap to Middleburg.pdf,VA,,Inconclusive,Inconclusive,Divisions (unknown US; unknown CS),4368.19,1600.93,4368.19
VA038,Upperville,Gettysburg Campaign (June-August 1863),http://www.nps.gov/hps/abpp/CWSII/Thoroughfare Gap to Upperville.pdf,VA,,Inconclusive,Inconclusive,Divisions (unknown US; unknown CS),14586.9,4042.6,14586.9
VA039,Auburn I,Bristoe Campaign (October-November 1863),http://www.nps.gov/hps/abpp/CWSII/Aldie to Auburn II.pdf,VA,,Inconclusive,Inconclusive,"Brigades (approximately 2,000 US; approximately 3,000 CS)",2265.26,501.24,2228.11
VA040,Bristoe Station,Bristoe Campaign (October-November 1863),http://www.nps.gov/hps/abpp/CWSII/Blackburns Ford to Buckland Mills.pdf,VA,,Union victory,Union,"Corps (8,383 US; 17,218 CS)",5722.04,3438.42,3299.95
VA041,Auburn II,Bristoe Campaign (October-November 1863),http://www.nps.gov/hps/abpp/CWSII/Aldie to Auburn II.pdf,VA,,Inconclusive,Inconclusive,"Brigades (unknown US; approximately 3,000 CS)",4403.24,1584.58,4403.24
VA042,Buckland Mills,Bristoe Campaign (October–November 1863),http://www.nps.gov/hps/abpp/CWSII/Blackburns Ford to Buckland Mills.pdf,VA,,Confederate victory,Confederate,Divisions (unknown US; unknown CS),10375.4,2333.41,6527.11
VA043,Rappahannock Station II,Bristoe Campaign (October-November 1863),http://www.nps.gov/hps/abpp/CWSII/Rappahannock I and II.pdf,VA,,Union victory,Union,"Brigades (2,000 US; 2,000 CS)",11808.74,3876,11531
VA044,Mine Run,Mine Run Campaign (November-December 1863),http://www.nps.gov/hps/abpp/CWSII/Mine Run to North Anna.pdf,VA,,Inconclusive,Inconclusive,"Armies (69,643 US; 44,426 CS)",16769.4,4076,14837.75
VA045,Morton’s Ford,Demonstration on the Rapidan River (February 1864),http://www.nps.gov/hps/abpp/CWSII/Mine Run to North Anna.pdf,VA,,Inconclusive,Inconclusive,Corps,6710.0,2422.74,6710
VA046,Wilderness,Grant’s Overland Campaign (May-June 1864),http://www.nps.gov/hps/abpp/CWSII/White oak Road to Wilderness.pdf,VA,,Inconclusive (Grant continued his offensive),Inconclusive,"Armies (101,895 US; 61,025 CS)",16529.62,7028,13048.26
VA047,Port Walthall Junction,Bermuda Hundred Campaign (May-June 1864),http://www.nps.gov/hps/abpp/CWSII/Piedmont to Proctors Creek.pdf,VA,,Union victory,Union,"Divisions (8,000 US; 2,600 CS)",3297.0,71683.61,1473.41
VA048,Spotsylvania Court House,Grant’s Overland Campaign (May-June 1864),http://www.nps.gov/hps/abpp/CWSII/Sappony Church to Spotsylvania Court House.pdf,VA,,Inconclusive (Grant continued his offensive),Inconclusive,"Armies (100,000 US; 52,000 CS)",22509.68,8958.91,14200
VA049,Cloyd’s Mountain,Crook-Averell Raid on the Virginia & Tennessee Railroad (May 1864),http://www.nps.gov/hps/abpp/CWSII/Chantilly to Cold Harbor.pdf,VA,,Union victory,Union,"Divisions (6,555 US; 2,400 CS)",1906.8,369.3,503.49
VA050,Swift Creek,Bermuda Hundred Campaign (May-June 1864),http://www.nps.gov/hps/abpp/CWSII/Staunton River Bridge to Swift Creek.pdf,VA,,Inconclusive,Inconclusive,"Divisions (5 gunboats, unknown US; unknown CS)",7000.9,772.85,3669.8
VA051,Chester Station,Bermuda Hundred Campaign (May-June 1864),http://www.nps.gov/hps/abpp/CWSII/Chantilly to Cold Harbor.pdf,VA,,Inconclusive (Confederate strategic victory),Inconclusive,Divisions (unknown US; unknown CS),3752.9,1071.34,1183
VA052,Yellow Tavern,Grant’s Overland Campaign (May-June 1864),http://www.nps.gov/hps/abpp/CWSII/Winchester II to Yorktown.pdf,VA,,Union victory,Union,"Divisions (12,000 US; 5,000 CS)",5114.6,2093.65,
VA053,Proctor’s Creek,Bermuda Hundred Campaign (May-June 1864),http://www.nps.gov/hps/abpp/CWSII/Piedmont to Proctors Creek.pdf,VA,,Confederate victory,Confederate,"Armies (30,000 US; 18,000 CS)",12684.76,4995.77,5090.69
VA054,Ware Bottom Church,Bermuda Hundred Campaign (May-June 1864),http://www.nps.gov/hps/abpp/CWSII/Walkerton to Waynesboro.pdf,VA,10000,Confederate victory,Confederate,"Divisions (10,000 total)",11294.92,2468.98,5052.3
VA055,North Anna,Grant’s Overland Campaign (May-June 1864),http://www.nps.gov/hps/abpp/CWSII/Mine Run to North Anna.pdf,VA,,Inconclusive,Inconclusive,"Armies (68,000 US; 53,000 CS)",16506.26,8352.33,13767.99
VA056,Wilson’s Wharf,Grant’s Overland Campaign (May-June 1864),http://www.nps.gov/hps/abpp/CWSII/Williamsburg to Winchester I.pdf,VA,,Union victory,Union,"Brigades (1 Gunboat, 1,100 US; 2,500 CS)",3898.22,597.74,3898.22
VA057,Totopotomoy Creek/Bethesda Church,Grant’s Overland Campaign (May-June 1864),http://www.nps.gov/hps/abpp/CWSII/Thoroughfare Gap to Upperville.pdf,VA,,Inconclusive,Inconclusive,Corps (unknown US; unknown CS),29301.1,6137.82,20829.7
VA058,Haw’s Shop,Grant’s Overland Campaign (May-June 1864),http://www.nps.gov/hps/abpp/CWSII/Hampton Roads to High Bridge.pdf,VA,,Union victory,Union,Divisions (unknown US; unknown CS),5273.5,1217.24,4486.97
VA059,Old Church,Grant’s Overland Campaign (May-June 1864),http://www.nps.gov/hps/abpp/CWSII/Oak Grove to Opequon.pdf,VA,,Union victory,Union,"Brigades (unknown US; 2,000 CS)",2116.4,699.96,1952.41
VA062,Cold Harbor,Grant’s Overland Campaign (May-June 1864),http://www.nps.gov/hps/abpp/CWSII/Chantilly to Cold Harbor.pdf,VA,,Confederate victory,Confederate,"Armies (108,000 US; 62,000 CS)",37422.75,11518.37,29416.87
VA063,Petersburg II,Richmond-Petersburg Campaign (June 1864-March 1865),http://www.nps.gov/hps/abpp/CWSII/Peebles Farm to Petersburg III.pdf,VA,,Confederate victory,Confederate,"Armies (62,000 US; 42,000 CS)",15511.16,2380.47,2434.44
VA064,Lynchburg,Lynchburg Campaign (May-June 1864),http://www.nps.gov/hps/abpp/CWSII/Lewis Farm to Manassas II.pdf,VA,,Confederate victory,Confederate,"Corps (16,643 US; approximately 14,000 CS)",8122.42,2793.58,
VA065,Jerusalem Plank Road,Richmond-Petersburg Campaign (June 1864-March 1865),http://www.nps.gov/hps/abpp/CWSII/Jerusalem Plank Road to Kernstown II.pdf,VA,,Confederate victory,Confederate,"Corps (27,000 US; 8,000 CS)",6391.64,1820.2,1512.66
VA066,Saint Mary’s Church,Grant’s Overland Campaign (May-June 1864),http://www.nps.gov/hps/abpp/CWSII/Sailors Creek to Saltville II.pdf,VA,,Inconclusive,Inconclusive,Divisions (unknown US; unknown CS),11080.26,3931.03,10430.63
VA067,Sappony Church,Richmond-Petersburg Campaign (June 1864-March 1865),http://www.nps.gov/hps/abpp/CWSII/Sappony Church to Spotsylvania Court House.pdf,VA,,Confederate victory,Confederate,"Divisions (4,000 US; 5,000 CS)",2588.51,367.04,2502
VA068,Ream’s Station I,Richmond-Petersburg Campaign (June 1864-March 1865),http://www.nps.gov/hps/abpp/CWSII/Reams Station I to Rutherfords Farm.pdf,VA,,Confederate victory,Confederate,"Divisions (4,000 US; 7,000 CS)",3904.08,1152.98,3904.08
VA069,Deep Bottom I,Richmond-Petersburg Campaign (June 1864-April 1865),http://www.nps.gov/hps/abpp/CWSII/Darbytown to Deep Bottom I.pdf,VA,,Confederate victory,Confederate,"Corps (unknown US; 16,500 CS)",14941.31,5675.7,13990.28
VA070,Crater,Richmond-Petersburg Campaign (June 1864-March 1865),http://www.nps.gov/hps/abpp/CWSII/Cool Spring to Cumberland Church.pdf,VA,,Confederate victory,Confederate,"IX Corps, approximately 8,500 [US]; Maj. General William Mahone’s Division, approximately 6,100 [CS]",1352.0,222.21,627.56
VA071,Deep Bottom II,Richmond-Petersburg Campaign (June 1864-April 1865),http://www.nps.gov/hps/abpp/CWSII/Deep Bottom II to Drewrys Bluff.pdf,VA,,Confederate victory,Confederate,"Corps (approximately 30,000 US; approximately 20,000 CS)",16171.88,87875.32,16171.88
VA072,Globe Tavern,Richmond-Petersburg Campaign (June 1864-March 1865),http://www.nps.gov/hps/abpp/CWSII/Gaines Mill to Guard Hill.pdf,VA,,Union victory,Union,"Corps (20,089 US; 14,000 CS)",4508.13,1897.93,1208.74
VA073,Ream’s Station II,Richmond-Petersburg Campaign (June 1864-March 1865),http://www.nps.gov/hps/abpp/CWSII/Reams Station I to Rutherfords Farm.pdf,VA,,Confederate victory,Confederate,"Corps (9,000 US; 14,000 CS)",6773.2,2627.89,6773.2
VA074,Peebles’ Farm,Richmond-Petersburg Campaign (June 1864-March 1865),http://www.nps.gov/hps/abpp/CWSII/Peebles Farm to Petersburg III.pdf,VA,,Union victory,Union,"Corps (29,800 US; 12,000 CS)",5222.8,1845.26,3352.9
VA075,Chaffin’s Farm/New Market Heights,Richmond–Petersburg Campaign (June 1864-April 1865),http://www.nps.gov/hps/abpp/CWSII/Cedar Creek to Chancellorsville.pdf,VA,,Union victory,Union,"Armies (25,000 US; 14,500 CS)",19216.16,7744.14,10201.56
VA076,Saltville I,Burbridge’s Raid into Southwest Virginia (September-October 1864),http://www.nps.gov/hps/abpp/CWSII/Sailors Creek to Saltville II.pdf,VA,,Confederate victory,Confederate,"Brigade 5,000 [US]; Confederate Home Guard, 300 [CS]",3561.17,1334.78,2267.82
VA077,Darbytown and New Market,Richmond-Petersburg Campaign (June 1864-April 1865),http://www.nps.gov/hps/abpp/CWSII/Darbytown to Deep Bottom I.pdf,VA,,Union victory,Union,Corps (unknown US; unknown CS),9401.34,2423.62,4824
VA078,Darbytown Road,Richmond-Petersburg Campaign (June 1864-April 1865),http://www.nps.gov/hps/abpp/CWSII/Darbytown to Deep Bottom I.pdf,VA,,Confederate victory,Confederate,Divisions (unknown US; unknown CS),6860.23,1969.05,3703.48
VA079,Boydton Plank Road,Richmond-Petersburg Campaign (June 1864-March 1865),http://www.nps.gov/hps/abpp/CWSII/Blackburns Ford to Buckland Mills.pdf,VA,,Confederate victory,Confederate,"Corps (30,000 US; 11,691 CS)",8222.69,1157.5,6069.85
VA080,Fair Oaks & Darbytown Road,Richmond-Petersburg Campaign (June 1864-April 1865),http://www.nps.gov/hps/abpp/CWSII/Elthams Landing to Five Forks.pdf,VA,,Confederate victory,Confederate,Corps (unknown US; unknown CS),10997.88,3704.22,5609.19
VA081,Marion,Stoneman’s Raid into Southwest Virginia (December 1864),http://www.nps.gov/hps/abpp/CWSII/Manassas Gap to Middleburg.pdf,VA,,Union victory,Union,Divisions,1969.2,356.48,228.84
VA082,Saltville II,Stoneman’s Raid into Southwest Virginia (December 1864),http://www.nps.gov/hps/abpp/CWSII/Sailors Creek to Saltville II.pdf,VA,,Union victory,Union,"Divisions (4,500 US; 2,800 CS)",2562.15,552.68,1722.92
VA083,Hatcher’s Run,Richmond-Petersburg Campaign (June 1864-March 1865),http://www.nps.gov/hps/abpp/CWSII/Hampton Roads to High Bridge.pdf,VA,,Inconclusive (Union Strategic Victory),Inconclusive,"Corps (34,517 US; 13,835 CS)",11886.79,1185.79,9481.02
VA084,Fort Stedman,Richmond-Petersburg Campaign (June 1864-March 1865),http://www.nps.gov/hps/abpp/CWSII/Fort Stedman to Front Royal.pdf,VA,,Union victory,Union,"Corps (14,898 US; 10,000 CS)",1874.25,300.86,1346.83
VA085,Lewis’s Farm,Appomattox Campaign (March-April 1865),http://www.nps.gov/hps/abpp/CWSII/Lewis Farm to Manassas II.pdf,VA,,Union victory,Union,"Corps (17,000 US; 8,000 CS)",1017.34,316.68,487.17
VA086,Dinwiddie Court House,Appomattox Campaign (March-April 1865),http://www.nps.gov/hps/abpp/CWSII/Deep Bottom II to Drewrys Bluff.pdf,VA,,Confederate victory,Confederate,"Corps (45,247 US; 20,030 CS)",6359.75,2388.77,4636.78
VA087,White Oak Road,Appomattox Campaign (March-April 1865),http://www.nps.gov/hps/abpp/CWSII/White oak Road to Wilderness.pdf,VA,,Confederate victory,Confederate,"Corps (22,000 US; 8,000 CS)",4601.26,3090.64,3061.07
VA088,Five Forks,Appomattox Campaign (March-April 1865),http://www.nps.gov/hps/abpp/CWSII/Elthams Landing to Five Forks.pdf,VA,,Union victory,Union,"Corps (22,000 US; 10,600 CS)",5688.0,1272.01,5688
VA089,Petersburg III,Appomattox Campaign (March-April 1865),http://www.nps.gov/hps/abpp/CWSII/Peebles Farm to Petersburg III.pdf,VA,,Union victory,Union,"Armies (76,113 US; 58,400 CS)",20528.02,3477.64,12656.17
VA090,Sutherland’s Station,Appomattox Campaign (March-April 1865),http://www.nps.gov/hps/abpp/CWSII/Staunton River Bridge to Swift Creek.pdf,VA,,Union victory,Union,"Divisions (1,500 US; 3,000 CS)",1905.9,351.17,684
VA091,Amelia Springs,Appomattox Campaign (March-April 1865),http://www.nps.gov/hps/abpp/CWSII/Aldie to Auburn II.pdf,VA,,Inconclusive,Inconclusive,Divisions (unknown US; 332 CS),4824.29,687.37,4825.29
VA092,Rice’s Station,Appomattox Campaign (March-April 1865),http://www.nps.gov/hps/abpp/CWSII/Reams Station I to Rutherfords Farm.pdf,VA,,Union victory,Union,"Corps (7,500 US; 6,800 CS)",1854.74,193.68,610.03
VA093,Sailor’s Creek,Appomattox Campaign (March-April 1865),http://www.nps.gov/hps/abpp/CWSII/Sailors Creek to Saltville II.pdf,VA,,Union victory,Union,"Corps (36,500 US; 16,900 CS)",5809.27,1524.74,5809.27
VA094,Cumberland Church,Appomattox Campaign (March-April 1865),http://www.nps.gov/hps/abpp/CWSII/Cool Spring to Cumberland Church.pdf,VA,,Confederate victory,Confederate,"Divisions (8,600 US; 4,000 CS)",2557.94,511.84,2557.94
VA095,High Bridge,Appomattox Campaign (March-April 1865),http://www.nps.gov/hps/abpp/CWSII/Hampton Roads to High Bridge.pdf,VA,,Inconclusive,Inconclusive,"Brigades (900 US; 1,200 CS)",3760.45,562.89,3368.89
VA096,Appomattox Station,Appomattox Campaign (March-April 1865),http://www.nps.gov/hps/abpp/CWSII/Aldie to Auburn II.pdf,VA,,Union victory,Union,"3rd US Cavalry Division, approximately 4,000 [US]; Artillery Train, approximately 3,000 [CS]",4016.59,290.96,130.11
VA097,Appomattox Courthouse,Appomattox Campaign (March-April 1865),http://www.nps.gov/hps/abpp/CWSII/Aldie to Auburn II.pdf,VA,,Union victory,Union,"Corps (21,000 US; 9,000 CS)",5356.25,2107.18,3282.59
VA098,Petersburg I,Richmond-Petersburg Campaign (June 1864-March 1865),http://www.nps.gov/hps/abpp/CWSII/Peebles Farm to Petersburg III.pdf,VA,,Confederate victory,Confederate,"Brigades (4,500 US; 2,500 CS)",9441.52,426.5,2563.3
VA099,Trevilian Station,Grant’s Overland Campaign (May-June 1864),http://www.nps.gov/hps/abpp/CWSII/Thoroughfare Gap to Upperville.pdf,VA,,Confederate victory,Confederate,"Divisions (9,300 US; 6,400 CS)",13186.01,4361.23,13071.03
VA100,Cockpit Point,Blockade of the Potomac River (1861-62),http://www.nps.gov/hps/abpp/CWSII/Chantilly to Cold Harbor.pdf,VA,,Inconclusive,Inconclusive,"Gunboats, 2 [US]; Battery Garrison, approximately 50 [CS]",4428.07,78.08,142.91
VA101,Kernstown I,Jackson’s Shenandoah Valley Campaign (1862),http://www.nps.gov/hps/abpp/CWSII/Jerusalem Plank Road to Kernstown II.pdf,VA,,Union victory,Union,"Divisions (8,500 US; 3,800 CS)",4485.72,1553.87,2036.36
VA102,McDowell,Jackson’s Shenandoah Valley Campaign (1862),http://www.nps.gov/hps/abpp/CWSII/Manassas Gap to Middleburg.pdf,VA,,Confederate victory,Confederate,"Divisions (6,500 US; 6,000 CS)",7441.3,2258.22,7441.3
VA103,Front Royal,Jackson’s Shenandoah Valley Campaign (1862),http://www.nps.gov/hps/abpp/CWSII/Fort Stedman to Front Royal.pdf,VA,,Confederate victory,Confederate,"Garrison, 1,063 [US]; Brigade, 3,000 [CS]",6030.48,944.34,
VA104,Winchester I,Jackson’s Shenandoah Valley Campaign (1862),http://www.nps.gov/hps/abpp/CWSII/Williamsburg to Winchester I.pdf,VA,,Confederate victory,Confederate,"Armies (6,500 US; 16,000 CS)",5153.5,1760.28,
VA105,Cross Keys,Jackson’s Shenandoah Valley Campaign (March-June 1862),http://www.nps.gov/hps/abpp/CWSII/Cool Spring to Cumberland Church.pdf,VA,,Confederate victory,Confederate,"Army, 11,500 [US]; Division, 5,800 [CS]",4498.12,2152.88,4498.12
VA106,Port Republic,Jackson’s Shenandoah Valley Campaign (1862),http://www.nps.gov/hps/abpp/CWSII/Piedmont to Proctors Creek.pdf,VA,,Confederate victory,Confederate,"Divisions (3,500 US; 6,000 CS)",5445.9,2144.74,5390.58
VA107,Winchester II,Gettysburg Campaign (June-August 1863),http://www.nps.gov/hps/abpp/CWSII/Winchester II to Yorktown.pdf,VA,,Confederate victory,Confederate,"Garrison, 7,000 [US]; II Corps, 12,500 [CS]",18133.49,3113.34,977.16
VA108,Manassas Gap,Gettysburg Campaign (June-August 1863),http://www.nps.gov/hps/abpp/CWSII/Manassas Gap to Middleburg.pdf,VA,,Inconclusive,Inconclusive,Divisions (unknown US; unknown CS),5225.05,1745.57,4674.29
VA109,Cove Mountain,Crook-Averell Raid on the Virginia & Tennessee Railroad (May 1864),http://www.nps.gov/hps/abpp/CWSII/Cool Spring to Cumberland Church.pdf,VA,,Inconclusive,Inconclusive,"Brigades (2,500 US; 4,000 CS)",2876.45,1049.77,2285.81
VA110,New Market,Lynchburg Campaign (May-June 1864),http://www.nps.gov/hps/abpp/CWSII/Mine Run to North Anna.pdf,VA,,Confederate victory,Confederate,"Armies (6,275 US; 4,090 CS)",5928.92,2260.69,5411.82
VA111,Piedmont,Lynchburg Campaign (May-June 1864),http://www.nps.gov/hps/abpp/CWSII/Piedmont to Proctors Creek.pdf,VA,,Union victory,Union,"Armies (8,500 US; 5,500 CS)",7676.96,2862.31,7426.84
VA113,Staunton River Bridge,Richmond-Petersburg Campaign (June 1864-March 1865),http://www.nps.gov/hps/abpp/CWSII/Staunton River Bridge to Swift Creek.pdf,VA,,Confederate victory,Confederate,"Divisions (5,500 US; 4,100 CS)",4326.5,562.18,3849
VA114,Cool Spring,Early’s Raid and Operations against the B&O Railroad (JuneAugust 1864),http://www.nps.gov/hps/abpp/CWSII/Cool Spring to Cumberland Church.pdf,VA,,Confederate victory,Confederate,"Divisions (5,000 US; 8,000 CS)",6187.0,1960.81,5726.77
VA115,Rutherford’s Farm,Early’s Raid and Operations against the B&O Railroad (June-August 1864),http://www.nps.gov/hps/abpp/CWSII/Reams Station I to Rutherfords Farm.pdf,VA,,Union victory,Union,"Divisions (approximately 2,350 US; approximately 3,300 CS)",2393.97,1175.08,565.27
VA116,Kernstown II,Early’s Raid and Operations against the B&O Railroad (June-August 1864),http://www.nps.gov/hps/abpp/CWSII/Jerusalem Plank Road to Kernstown II.pdf,VA,,Confederate victory,Confederate,"Divisions 9,500 [US]; Corp, 14,000 [CS]",7542.29,2296.17,2564.12
VA117,Guard Hill,Sheridan’s Shenandoah Valley Campaign (August-December 1864),http://www.nps.gov/hps/abpp/CWSII/Gaines Mill to Guard Hill.pdf,VA,,Inconclusive,Inconclusive,Divisions (unknown US; unknown CS),2341.19,1043.53,863
VA118,Berryville,Sheridan’s Shenandoah Valley Campaign (August-December 1864),http://www.nps.gov/hps/abpp/CWSII/Balls Bluff to Big Bethel.pdf,VA,,Inconclusive,Inconclusive,Corps (unknown US; unknown CS),7018.01,1880.94,6206.78
VA119,Opequon/Third Winchester,Sheridan’s Shenandoah Valley Campaign (August-December 1864),http://www.nps.gov/hps/abpp/CWSII/Oak Grove to Opequon.pdf,VA,,Union victory,Union,"Armies (39,240 US; 15,200 CS)",13688.5,5288.9,4262.52
VA120,Fisher’s Hill,"Sheridan’s Shenandoah Valley Campaign (August-December, 1864)",http://www.nps.gov/hps/abpp/CWSII/Elthams Landing to Five Forks.pdf,VA,,Union victory,Union,"Armies (20,000 US; 12,000 CS)",10248.76,2750.95,9703.13
VA121,Tom’s Brook,"Sheridan’s Shenandoah Valley Campaign (August-December, 1864)",http://www.nps.gov/hps/abpp/CWSII/Thoroughfare Gap to Upperville.pdf,VA,,Union victory,Union,"Divisions (6,300 US; 3,500 CS)",9989.22,2018.44,9989.22
VA122,Cedar Creek,Sheridan’s Shenandoah Valley Campaign (August-December 1864),http://www.nps.gov/hps/abpp/CWSII/Cedar Creek to Chancellorsville.pdf,VA,,Union victory,Union,"Armies (31,945 US; 21,000 CS)",13995.28,6252.02,12091.95
VA123,Waynesboro,Sheridan’s Expedition to Petersburg (February-March 1865),http://www.nps.gov/hps/abpp/CWSII/Walkerton to Waynesboro.pdf,VA,,Union victory,Union,"Divisions (2,500 US; 1,600 CS)",2205.16,603.56,
VA124,Namozine Church,Appomattox Campaign (March-April 1865),http://www.nps.gov/hps/abpp/CWSII/Mine Run to North Anna.pdf,VA,,Inconclusive,Inconclusive,"Brigades (1,000 US; 700 CS)",3828.76,267.32,3828.76
VA125,Walkerton,Kilpatrick-Dahlgren Raid (February-March 1864),http://www.nps.gov/hps/abpp/CWSII/Walkerton to Waynesboro.pdf,VA,,Confederate victory,Confederate,"Brigades (4,000 US; unknown CS)",4572.5,750.3,4551
WV001,Philippi,Operations in Western Virginia,http://www.nps.gov/hps/abpp/CWSII/Moorefield to Princeton Courthouse.pdf,WV,,Union victory,Union,"Indiana, Ohio, and Virginia Volunteers (approx. 3,000 men) [US]; Recruits (approx. 800 men) [CS]",11879.07,403.03,4546.67
WV002,Hoke’s Run,Manassas Campaign (1861),http://www.nps.gov/hps/abpp/CWSII/Greenbrier River to Kesslers Cross Lanes.pdf,WV,,Union victory,Union,"1st Brigade and 6th Brigade, Patterson's Division [US]; 1st Brigade [CS]",5325.39,525.8,953.45
WV003,Rich Mountain,Operations in Western Virginia,http://www.nps.gov/hps/abpp/CWSII/Rich Mountain to Summit Point.pdf,WV,,Union victory,Union,"Department of the Ohio, force at Roaring Creek (approx. 3,000 men) and force at Hart Farm (approx. 1,900 men) [US]; Camp Garnett Garrison and associated regiments (approx. 1,300 men) [CS]",4203.8,140.58,1872.31
WV004,Kessler’s Cross Lanes,Operations in Western Virginia,http://www.nps.gov/hps/abpp/CWSII/Greenbrier River to Kesslers Cross Lanes.pdf,WV,,Confederate victory,Confederate,7th Ohio Regiment [US]; Confederate forces in the Kanawha Valley [CS],2103.45,995.25,2103.45
WV005,Cheat Mountain,Operations in Western Virginia,http://www.nps.gov/hps/abpp/CWSII/Camp Allegheny to Droop Mountain.pdf,WV,,Union victory,Union,"1st Brigade, Army of Occupation, Western Virginia [US]; Army of the Northwest [CS]",11271.23,3076.9,9164.24
WV006,Carnifex Ferry,Operations in Western Virginia,http://www.nps.gov/hps/abpp/CWSII/Camp Allegheny to Droop Mountain.pdf,WV,,Union victory,Union,Army of Occupation in Western Virginia [US]; Army of the Kanawha [CS],5309.7,1576.05,1985.6
WV007,Greenbrier River,Operations in Western Virginia,http://www.nps.gov/hps/abpp/CWSII/Greenbrier River to Kesslers Cross Lanes.pdf,WV,,Inconclusive,Inconclusive,"1st Brigade, Army of Occupation, Western Virginia [US]; Camp Bartow Garrison [CS]",2321.47,734.84,700
WV008,Camp Allegheny,Operations in Western Virginia,http://www.nps.gov/hps/abpp/CWSII/Camp Allegheny to Droop Mountain.pdf,WV,,Inconclusive,Inconclusive,Army of the Northwest [US]; Camp Allegheny Garrison [CS],5029.8,1320.6,2946.1
WV009,Princeton Courthouse,Jackson’s Shenandoah Valley Campaign,http://www.nps.gov/hps/abpp/CWSII/Moorefield to Princeton Courthouse.pdf,WV,,Confederate victory,Confederate,"District of Kanawha [US]; Army of East Kentucky and Wharton’s Brigade, Department of Southwest Virginia [CS]",10703.45,1661.4,0
