cwsac,combatant,forces_text,description,armies,artillery_batteries,artillery_companies,artillery_regiments,artillery_sections,brigades,cavalry_brigades,cavalry_companies,cavalry_corps,cavalry_divisions,cavalry_regiments,companies,corps,divisions,guns,infantry_regiments,regiments,ships,strength,strength_other
VA124,CS,"Brigades (1,000 US; 700 CS)",700,,,,,,,,,,,,,,,,,,,700,
VA124,US,"Brigades (1,000 US; 700 CS)","1,000",,,,,,,,,,,,,,,,,,,1000,
AR017,CS,"1st and 3rd Brigades, 1st Division, XVI Corps [US]; Greene's Brigade [CS]",Greene's Brigade,,,,,,1,,,,,,,,,,,,,,
AR017,US,"1st and 3rd Brigades, 1st Division, XVI Corps [US]; Greene's Brigade [CS]","1st and 3rd Brigades, 1st Division, XVI Corps",,,,,,2,,,,,,,,,,,,,,
VA041,CS,"Brigades (unknown US; approximately 3,000 CS)","approximately 3,000",,,,,,,,,,,,,,,,,,,3000,
VA041,US,"Brigades (unknown US; approximately 3,000 CS)",unknown,,,,,,1,,,,,,,,,,,,,,
CO001,US,Chivington’s Brigade (approximately 700 men) [US]; 500 Cheyenne and a few Arapaho (mostly women and children) [I],Chivington’s Brigade (approximately 700 men),,,,,,,,,,,,,,,,,,,700,
CO001,I,Chivington’s Brigade (approximately 700 men) [US]; 500 Cheyenne and a few Arapaho (mostly women and children) [I],500 Cheyenne and a few Arapaho (mostly women and children),,,,,,,,,,,,,,,,,,,500,
WV014,CS,Army of the Shenandoah [US]; Valley District [CS],Valley District,,,,,,,,,,,,,,,,,,,,
WV014,US,Army of the Shenandoah [US]; Valley District [CS],Army of the Shenandoah,1,,,,,,,,,,,,,,,,,,,
FL006,CS,"2nd and 99th United States Colored Troops, battalion of the 2nd Florida U.S. Cavalry, two U.S. Navy boat howitzers [US]; Kilcrease’s Artillery, Dunham’s Battery, Abell's Battery, 5th Florida Cavalry, 1st Florida Militia, Barwick’s Company Reserves, Hodges’ Company Reserves, Company A Milton Light Artillery, Companies A, B, and F - Florida Reserves [CS]","Kilcrease’s Artillery, Dunham’s Battery, Abell's Battery, 5th Florida Cavalry, 1st Florida Militia, Barwick’s Company Reserves, Hodges’ Company Reserves, Company A Milton Light Artillery, Companies A, B, and F - Florida Reserves",,2,1,,,,,,,,1,5,,,,,,,,
FL006,US,"2nd and 99th United States Colored Troops, battalion of the 2nd Florida U.S. Cavalry, two U.S. Navy boat howitzers [US]; Kilcrease’s Artillery, Dunham’s Battery, Abell's Battery, 5th Florida Cavalry, 1st Florida Militia, Barwick’s Company Reserves, Hodges’ Company Reserves, Company A Milton Light Artillery, Companies A, B, and F - Florida Reserves [CS]","2nd and 99th United States Colored Troops, battalion of the 2nd Florida U.S. Cavalry, two U.S. Navy boat howitzers",,,,,,,,,,,0.5,,,,,,2,2,,
OK001,CS,"Creek, Cherokee, and Seminole allies [US]; Six companies of the First Regiment Choctaw and Chickasaw Mounted Rifles, a detachment of the 9th Texas Cavalry, the Creek Regiment, and the Creek and Seminole Battalion [CS]","Six companies of the First Regiment Choctaw and Chickasaw Mounted Rifles, a detachment of the 9th Texas Cavalry, the Creek Regiment, and the Creek and Seminole Battalion",,,,,,,,,,,,6,,,,,2.5,,,
OK001,US,"Creek, Cherokee, and Seminole allies [US]; Six companies of the First Regiment Choctaw and Chickasaw Mounted Rifles, a detachment of the 9th Texas Cavalry, the Creek Regiment, and the Creek and Seminole Battalion [CS]","Creek, Cherokee, and Seminole allies",,,,,,,,,,,,,,,,,,,,
GA008,CS,Military Division of the Mississippi [US]; Army of Tennessee [CS],Army of Tennessee,1,,,,,,,,,,,,,,,,,,,
GA008,US,Military Division of the Mississippi [US]; Army of Tennessee [CS],Military Division of the Mississippi,,,,,,,,,,,,,,,,,,,,
TN001,CS,Flotilla (seven vessels) [US]; Fort Henry Garrison [CS],Fort Henry Garrison,,,,,,,,,,,,,,,,,,,,
TN001,US,Flotilla (seven vessels) [US]; Fort Henry Garrison [CS],Flotilla (seven vessels),,,,,,,,,,,,,,,,,,7,,
TN013,CS,"Third Brigade, First Division, Reserve Corps, Department of the Cumberland [US]; First Cavalry Corps, Army of Tennessee [CS]","First Cavalry Corps, Army of Tennessee",,,,,,,,,1,,,,,,,,,,,
TN013,US,"Third Brigade, First Division, Reserve Corps, Department of the Cumberland [US]; First Cavalry Corps, Army of Tennessee [CS]","Third Brigade, First Division, Reserve Corps, Department of the Cumberland",,,,,,1,,,,,,,,,,,,,,
MO017,CS,"Company C and M, 10th Illinois Cavalry and Company H, Missouri Home Guard Militia [US]; 3rd, 4th, and 8th Missouri Cavalry, Marmaduke’s Division, Army of the West [CS]","3rd, 4th, and 8th Missouri Cavalry, Marmaduke’s Division, Army of the West",,,,,,,,,,,3,,,,,,,,,
MO017,US,"Company C and M, 10th Illinois Cavalry and Company H, Missouri Home Guard Militia [US]; 3rd, 4th, and 8th Missouri Cavalry, Marmaduke’s Division, Army of the West [CS]","Company C and M, 10th Illinois Cavalry and Company H, Missouri Home Guard Militia",,,,,,,,2,,,,1,,,,,,,,
AR010,CS,"Cavalry Division, Army of Arkansas [US]; District of Arkansas [CS]",District of Arkansas,,,,,,,,,,,,,,,,,,,,
AR010,US,"Cavalry Division, Army of Arkansas [US]; District of Arkansas [CS]","Cavalry Division, Army of Arkansas",,,,,,,,,,1,,,,,,,,,,
MO009,CS,"District of Southwest Missouri; USS Lexington and USS Tyler [US]; First Division, Western Department [CS]","First Division, Western Department",,,,,,,,,,,,,,1,,,,,,
MO009,US,"District of Southwest Missouri; USS Lexington and USS Tyler [US]; First Division, Western Department [CS]",District of Southwest Missouri; USS Lexington and USS Tyler,,,,,,,,,,,,,,,,,,2,,
TN028,CS,"Cavalry Corps, Army of the Ohio, and Infantry of the IV Army Corps [US]; Department of East Tennessee [CS]",Department of East Tennessee,,,,,,,,,,,,,,,,,,,,
TN028,US,"Cavalry Corps, Army of the Ohio, and Infantry of the IV Army Corps [US]; Department of East Tennessee [CS]","Cavalry Corps, Army of the Ohio, and Infantry of the IV Army Corps",,,,,,,,,1,,,,1,,,,,,,
AR012,CS,"Third Division, VII Corps, Department of Arkansas [US]; Marmaduke’s Cavalry Division [CS]",Marmaduke’s Cavalry Division,,,,,,,,,,1,,,,,,,,,,
AR012,US,"Third Division, VII Corps, Department of Arkansas [US]; Marmaduke’s Cavalry Division [CS]","Third Division, VII Corps, Department of Arkansas",,,,,,,,,,,,,,1,,,,,,
MO014,CS,"Independence Garrison [US]; Confederate Partisans and recruits under Hughes, Hays and Quantrill [CS]","Confederate Partisans and recruits under Hughes, Hays and Quantrill",,,,,,,,,,,,,,,,,,,,
MO014,US,"Independence Garrison [US]; Confederate Partisans and recruits under Hughes, Hays and Quantrill [CS]",Independence Garrison,,,,,,,,,,,,,,,,,,,,
TN038,CS,"IV Corps, XXIII Corps, Detachment of Army of the Tennessee, provisional detachment, and cavalry corps [US]; Army of Tennessee [CS]",Army of Tennessee,1,,,,,,,,,,,,,,,,,,,
TN038,US,"IV Corps, XXIII Corps, Detachment of Army of the Tennessee, provisional detachment, and cavalry corps [US]; Army of Tennessee [CS]","IV Corps, XXIII Corps, Detachment of Army of the Tennessee, provisional detachment, and cavalry corps",,,,,,,,,1,,,,2,,,,,,,
VA028,CS,"Armies (100,007 US; 72,497 CS)","72,497",,,,,,,,,,,,,,,,,,,72497,
VA028,US,"Armies (100,007 US; 72,497 CS)","100,007",,,,,,,,,,,,,,,,,,,100007,
GA019,CS,"XXIII and XIV Corps, Military Division of the Mississippi [US]; Bate's Division, Lee's Corps, Army of Tennessee [CS]","Bate's Division, Lee's Corps, Army of Tennessee",,,,,,,,,,,,,,1,,,,,,
GA019,US,"XXIII and XIV Corps, Military Division of the Mississippi [US]; Bate's Division, Lee's Corps, Army of Tennessee [CS]","XXIII and XIV Corps, Military Division of the Mississippi",,,,,,,,,,,,,2,,,,,,,
VA007,CS,"Brigades (approximately 5,000 US; approximately 4,000 CS)","approximately 4,000",,,,,,,,,,,,,,,,,,,4000,
VA007,US,"Brigades (approximately 5,000 US; approximately 4,000 CS)","approximately 5,000",,,,,,,,,,,,,,,,,,,5000,
VA032,CS,"Armies (97,382 US; 57,352 CS)","57,352",,,,,,,,,,,,,,,,,,,57352,
VA032,US,"Armies (97,382 US; 57,352 CS)","97,382",,,,,,,,,,,,,,,,,,,97382,
VA081,CS,Divisions,,,,,,,,,,,,,,,1,,,,,,
VA081,US,Divisions,,,,,,,,,,,,,,,1,,,,,,
NC003,CS,"Department North Carolina and the Naval Forces in Pamlico Sound [US]; 1st Division, Department of North Carolina [CS]","1st Division, Department of North Carolina",,,,,,,,,,,,,,1,,,,,,
NC003,US,"Department North Carolina and the Naval Forces in Pamlico Sound [US]; 1st Division, Department of North Carolina [CS]",Department North Carolina and the Naval Forces in Pamlico Sound,,,,,,,,,,,,,,,,,,,,
VA119,CS,"Armies (39,240 US; 15,200 CS)","15,200",,,,,,,,,,,,,,,,,,,15200,
VA119,US,"Armies (39,240 US; 15,200 CS)","39,240",,,,,,,,,,,,,,,,,,,39240,
VA010,CS,"Corps, 40,768 [US]; Divisions, 31,823 [CS]","Divisions, 31,823",,,,,,,,,,,,,,,,,,,31823,
VA010,US,"Corps, 40,768 [US]; Divisions, 31,823 [CS]","Corps, 40,768",,,,,,,,,,,,,,,,,,,40768,
TN019,CS,"2nd Brigade, 4th Division, XXIII Army Corps, Department of the Ohio [US]; 1st Tennessee Cavalry Regiment and Artillery (approx. 1,200) [CS]","1st Tennessee Cavalry Regiment and Artillery (approx. 1,200)",,,,,,,,,,,,,,,,,,,1200,
TN019,US,"2nd Brigade, 4th Division, XXIII Army Corps, Department of the Ohio [US]; 1st Tennessee Cavalry Regiment and Artillery (approx. 1,200) [CS]","2nd Brigade, 4th Division, XXIII Army Corps, Department of the Ohio",,,,,,1,,,,,,,,,,,,,,
WV013,CS,Cavalry Division [US]; Johnson's Cavalry Brigade [CS],Johnson's Cavalry Brigade,,,,,,,1,,,,,,,,,,,,,
WV013,US,Cavalry Division [US]; Johnson's Cavalry Brigade [CS],Cavalry Division,,,,,,,,,,1,,,,,,,,,,
GA017,CS,"Army of the Tennessee, Military Division of the Mississippi [US]; Army of Tennessee [CS]",Army of Tennessee,1,,,,,,,,,,,,,,,,,,,
GA017,US,"Army of the Tennessee, Military Division of the Mississippi [US]; Army of Tennessee [CS]","Army of the Tennessee, Military Division of the Mississippi",1,,,,,,,,,,,,,,,,,,,
VA087,CS,"Corps (22,000 US; 8,000 CS)","8,000",,,,,,,,,,,,,,,,,,,8000,
VA087,US,"Corps (22,000 US; 8,000 CS)","22,000",,,,,,,,,,,,,,,,,,,22000,
SC008,CS,"X Corps, Department of the South; South Atlantic Blockading Squadron [US]; Department of South Carolina, Georgia, and Florida, and Fort Sumter garrison [CS]","Department of South Carolina, Georgia, and Florida, and Fort Sumter garrison",,,,,,,,,,,,,,,,,,,,
SC008,US,"X Corps, Department of the South; South Atlantic Blockading Squadron [US]; Department of South Carolina, Georgia, and Florida, and Fort Sumter garrison [CS]","X Corps, Department of the South; South Atlantic Blockading Squadron",,,,,,,,,,,,,1,,,,,,,
TN015,CS,"Detachments of the 22nd Wisconsin Volunteer Infantry, 33rd Indiana, and 19th Michigan Volunteer Infantry regiments, 1st Division, 1st Cavalry Corps (approx. 400) [US]; Forrest’s Division [CS]",Forrest’s Division,,,,,,,,,,1,,,,,,,,,,
TN015,US,"Detachments of the 22nd Wisconsin Volunteer Infantry, 33rd Indiana, and 19th Michigan Volunteer Infantry regiments, 1st Division, 1st Cavalry Corps (approx. 400) [US]; Forrest’s Division [CS]","Detachments of the 22nd Wisconsin Volunteer Infantry, 33rd Indiana, and 19th Michigan Volunteer Infantry regiments, 1st Division, 1st Cavalry Corps (approx. 400)",,,,,,,,,,,,,,,,,,,400,
TN035,CS,IV and XXIII Army Corps [US]; Army of Tennessee [CS],Army of Tennessee,1,,,,,,,,,,,,,,,,,,,
TN035,US,IV and XXIII Army Corps [US]; Army of Tennessee [CS],IV and XXIII Army Corps,,,,,,,,,,,,,2,,,,,,,
NM001,CS,Department of New Mexico (combination of regular and volunteer units) [US]; Army of New Mexico [CS],Army of New Mexico,,,,,,,,,,,,,,,,,,,,
NM001,US,Department of New Mexico (combination of regular and volunteer units) [US]; Army of New Mexico [CS],Department of New Mexico (combination of regular and volunteer units),,,,,,,,,,,,,,,,,,,,
LA016,CS,"Detachments of the 19th Iowa, 26th Indiana, and 37th Illinois Infantry Regiments, detachments of the 6th Missouri and 2nd and 36th Illinois Cavalry Regiments, and a section of Battery E, 1st Missouri Light Artillery [US]; Confederate Forces on the Atchafalaya [CS]",Confederate Forces on the Atchafalaya,,,,,,,,,,,,,,,,,,,,
LA016,US,"Detachments of the 19th Iowa, 26th Indiana, and 37th Illinois Infantry Regiments, detachments of the 6th Missouri and 2nd and 36th Illinois Cavalry Regiments, and a section of Battery E, 1st Missouri Light Artillery [US]; Confederate Forces on the Atchafalaya [CS]","Detachments of the 19th Iowa, 26th Indiana, and 37th Illinois Infantry Regiments, detachments of the 6th Missouri and 2nd and 36th Illinois Cavalry Regiments, and a section of Battery E, 1st Missouri Light Artillery",,,,,1,,,,,,3,,,,,,3,,,
MO025,CS,"Provisional Cavalry Division, Department of Missouri [US]; Cabell’s Brigade and Slemon’s Brigade, Fagan’s Division, Army of Missouri [CS]","Cabell’s Brigade and Slemon’s Brigade, Fagan’s Division, Army of Missouri",,,,,,2,,,,,,,,,,,,,,
MO025,US,"Provisional Cavalry Division, Department of Missouri [US]; Cabell’s Brigade and Slemon’s Brigade, Fagan’s Division, Army of Missouri [CS]","Provisional Cavalry Division, Department of Missouri",,,,,,,,,,1,,,,,,,,,,
MO004,CS,Army of the West [US]; Western Army; Missouri State Guard [CS],Western Army; Missouri State Guard,,,,,,,,,,,,,,,,,,,,
MO004,US,Army of the West [US]; Western Army; Missouri State Guard [CS],Army of the West,1,,,,,,,,,,,,,,,,,,,
VA083,CS,"Corps (34,517 US; 13,835 CS)","13,835",,,,,,,,,,,,,,,,,,,13835,
VA083,US,"Corps (34,517 US; 13,835 CS)","34,517",,,,,,,,,,,,,,,,,,,34517,
VA044,CS,"Armies (69,643 US; 44,426 CS)","44,426",,,,,,,,,,,,,,,,,,,44426,
VA044,US,"Armies (69,643 US; 44,426 CS)","69,643",,,,,,,,,,,,,,,,,,,69643,
TN010,CS,Army of the Cumberland [US]; Army of Tennessee [CS],Army of Tennessee,1,,,,,,,,,,,,,,,,,,,
TN010,US,Army of the Cumberland [US]; Army of Tennessee [CS],Army of the Cumberland,1,,,,,,,,,,,,,,,,,,,
SC003,CS,"Gunboat USS Crusader and the transport Planter; Company E, 55th Pennsylvania Volunteer Infantry [US]; Companies A and H, 16th South Carolina Infantry and a section of the Marion Artillery [CS]","Companies A and H, 16th South Carolina Infantry and a section of the Marion Artillery",,,,,1,,,,,,,2,,,,,,,,
SC003,US,"Gunboat USS Crusader and the transport Planter; Company E, 55th Pennsylvania Volunteer Infantry [US]; Companies A and H, 16th South Carolina Infantry and a section of the Marion Artillery [CS]","Gunboat USS Crusader and the transport Planter; Company E, 55th Pennsylvania Volunteer Infantry",,,,,,,,,,,,1,,,,,,2,,
WV010,CS,"Harpers Ferry Garrison (approx. 12,000 men) [US]; 2nd Wing, Army of Northern Virginia [CS]","2nd Wing, Army of Northern Virginia",0.5,,,,,,,,,,,,,,,,,,,
WV010,US,"Harpers Ferry Garrison (approx. 12,000 men) [US]; 2nd Wing, Army of Northern Virginia [CS]","Harpers Ferry Garrison (approx. 12,000 men)",,,,,,,,,,,,,,,,,,,12000,
NM002,CS,"Northern Division, Army of New Mexico [US]; Army of New Mexico [CS]",Army of New Mexico,,,,,,,,,,,,,,,,,,,,
NM002,US,"Northern Division, Army of New Mexico [US]; Army of New Mexico [CS]","Northern Division, Army of New Mexico",,,,,,,,,,,,,,1,,,,,,
GA004,CS,Army of the Cumberland [US]; Army of Tennessee [CS],Army of Tennessee,1,,,,,,,,,,,,,,,,,,,
GA004,US,Army of the Cumberland [US]; Army of Tennessee [CS],Army of the Cumberland,1,,,,,,,,,,,,,,,,,,,
TN018,CS,"Wilder's Brigade, 4th Division, XIV Corps, Army of the Cumberland [US]; Hill's Corps, Army of Tennessee [CS]","Hill's Corps, Army of Tennessee",,,,,,,,,,,,,1,,,,,,,
TN018,US,"Wilder's Brigade, 4th Division, XIV Corps, Army of the Cumberland [US]; Hill's Corps, Army of Tennessee [CS]","Wilder's Brigade, 4th Division, XIV Corps, Army of the Cumberland",,,,,,1,,,,,,,,,,,,,,
VA091,CS,Divisions (unknown US; 332 CS),332,,,,,,,,,,,,,,,,,,,332,
VA091,US,Divisions (unknown US; 332 CS),unknown,,,,,,,,,,,,,,1,,,,,,
VA123,CS,"Divisions (2,500 US; 1,600 CS)","1,600",,,,,,,,,,,,,,,,,,,1600,
VA123,US,"Divisions (2,500 US; 1,600 CS)","2,500",,,,,,,,,,,,,,,,,,,2500,
VA016,CS,"Corps, 15,631 [US]; Divisions, 16,356 [CS]","Divisions, 16,356",,,,,,,,,,,,,,,,,,,16356,
VA016,US,"Corps, 15,631 [US]; Divisions, 16,356 [CS]","Corps, 15,631",,,,,,,,,,,,,,,,,,,15631,
VA097,CS,"Corps (21,000 US; 9,000 CS)","9,000",,,,,,,,,,,,,,,,,,,9000,
VA097,US,"Corps (21,000 US; 9,000 CS)","21,000",,,,,,,,,,,,,,,,,,,21000,
KY004,CS,"32nd Indiana Volunteer Infantry Regiment [US]; Terry’s Texas Rangers, 7th Texas Cavalry, 1st Arkansas Battalion [CS]","Terry’s Texas Rangers, 7th Texas Cavalry, 1st Arkansas Battalion",,,,,,,,,,,1,,,,,,,,,
KY004,US,"32nd Indiana Volunteer Infantry Regiment [US]; Terry’s Texas Rangers, 7th Texas Cavalry, 1st Arkansas Battalion [CS]",32nd Indiana Volunteer Infantry Regiment,,,,,,,,,,,,,,,,,1,,,
VA033,CS,"VI Corps, 25,000 [US]; Brigades 10,000 [CS]","Brigades 10,000",,,,,,,,,,,,,,,,,,,10000,
VA033,US,"VI Corps, 25,000 [US]; Brigades 10,000 [CS]","VI Corps, 25,000",,,,,,,,,,,,,,,,,,,25000,
NC020,CS,"The Army of Georgia and the XV and XVII Corps [US]; The Army of Tennessee, Stewart's Corps, the Department of North Carolina, and the Department of South Carolina, Georgia and Florida [CS]","The Army of Tennessee, Stewart's Corps, the Department of North Carolina, and the Department of South Carolina, Georgia and Florida",,,,,,,,,,,,,,,,,,,,
NC020,US,"The Army of Georgia and the XV and XVII Corps [US]; The Army of Tennessee, Stewart's Corps, the Department of North Carolina, and the Department of South Carolina, Georgia and Florida [CS]",The Army of Georgia and the XV and XVII Corps,,,,,,,,,,,,,,,,,,,,
VA025,CS,Divisions (unknown US; unknown CS),unknown,,,,,,,,,,,,,,1,,,,,,
VA025,US,Divisions (unknown US; unknown CS),unknown,,,,,,,,,,,,,,1,,,,,,
LA010,CS,"XIX Corps, Department of the Gulf and the Flotilla of the West Gulf Blockading Squadron [US]; Port Hudson garrison [CS]",Port Hudson garrison,,,,,,,,,,,,,,,,,,,,
LA010,US,"XIX Corps, Department of the Gulf and the Flotilla of the West Gulf Blockading Squadron [US]; Port Hudson garrison [CS]","XIX Corps, Department of the Gulf and the Flotilla of the West Gulf Blockading Squadron",,,,,,,,,,,,,1,,,,,,,
ND001,US,District of Minnesota [US]; Santee Sioux (Northern Sisseton and Wahpekute) and Teton Sioux (Hunkpapa and Sihasapa [Blackfeet]) [I],District of Minnesota,,,,,,,,,,,,,,,,,,,,
ND001,I,District of Minnesota [US]; Santee Sioux (Northern Sisseton and Wahpekute) and Teton Sioux (Hunkpapa and Sihasapa [Blackfeet]) [I],Santee Sioux (Northern Sisseton and Wahpekute) and Teton Sioux (Hunkpapa and Sihasapa [Blackfeet]),,,,,,,,,,,,,,,,,,,,
WV002,CS,"1st Brigade and 6th Brigade, Patterson's Division [US]; 1st Brigade [CS]",1st Brigade,,,,,,1,,,,,,,,,,,,,,
WV002,US,"1st Brigade and 6th Brigade, Patterson's Division [US]; 1st Brigade [CS]","1st Brigade and 6th Brigade, Patterson's Division",,,,,,2,,,,,,,,,,,,,,
MO026,CS,"1st Cavalry Brigade, Army of the Border; 2nd Brigade, Army of the Border [US]; Shelby’s Division, Army of Missouri [CS]","Shelby’s Division, Army of Missouri",,,,,,,,,,,,,,1,,,,,,
MO026,US,"1st Cavalry Brigade, Army of the Border; 2nd Brigade, Army of the Border [US]; Shelby’s Division, Army of Missouri [CS]","1st Cavalry Brigade, Army of the Border; 2nd Brigade, Army of the Border",,,,,,1,1,,,,,,,,,,,,,
AR005,CS,Army of the Frontier [US]; Army of the Trans-Mississippi [CS],Army of the Trans-Mississippi,1,,,,,,,,,,,,,,,,,,,
AR005,US,Army of the Frontier [US]; Army of the Trans-Mississippi [CS],Army of the Frontier,1,,,,,,,,,,,,,,,,,,,
KY011,CS,"168th Regiment Ohio Volunteer Infantry, 171st Ohio National Guard, Kentucky Harrison County Home Guards [US]; Morgan’s Division [CS]",Morgan’s Division,,,,,,,,,,,,,,1,,,,,,
KY011,US,"168th Regiment Ohio Volunteer Infantry, 171st Ohio National Guard, Kentucky Harrison County Home Guards [US]; Morgan’s Division [CS]","168th Regiment Ohio Volunteer Infantry, 171st Ohio National Guard, Kentucky Harrison County Home Guards",,,,,,,,,,,,,,,,,3,,,
TN020,CS,"Department of the Ohio [US]; 1st Tennessee Volunteer Cavalry Regiment, 4th Kentucky Cavalry Regiment, and some home guard troops and artillery [CS]","1st Tennessee Volunteer Cavalry Regiment, 4th Kentucky Cavalry Regiment, and some home guard troops and artillery",,,,,,,,,,,2,,,,,,,,,
TN020,US,"Department of the Ohio [US]; 1st Tennessee Volunteer Cavalry Regiment, 4th Kentucky Cavalry Regiment, and some home guard troops and artillery [CS]",Department of the Ohio,,,,,,,,,,,,,,,,,,,,
GA018,CS,"Army of the Tennessee [US]; Lee and Stewart's Corps, Army of Tennessee [CS]","Lee and Stewart's Corps, Army of Tennessee",,,,,,,,,,,,,2,,,,,,,
GA018,US,"Army of the Tennessee [US]; Lee and Stewart's Corps, Army of Tennessee [CS]",Army of the Tennessee,2,,,,,,,,,,,,,,,,,,,
VA094,CS,"Divisions (8,600 US; 4,000 CS)","4,000",,,,,,,,,,,,,,,,,,,4000,
VA094,US,"Divisions (8,600 US; 4,000 CS)","8,600",,,,,,,,,,,,,,,,,,,8600,
KS002,CS,"Fort Baxter garrision: one company of the 2nd Kansas United States Colored Troops, portions of C Company and D Company,3rd Wisconsin Cavalry; Blunt's Escort: Company I, 3rd Wisconsin Cavalry, Company A, 14th Kansas Cavalry [US]; Quantrill’s Raiders [CS]",Quantrill’s Raiders,,,,,,,,,,,,,,,,,,,,
KS002,US,"Fort Baxter garrision: one company of the 2nd Kansas United States Colored Troops, portions of C Company and D Company,3rd Wisconsin Cavalry; Blunt's Escort: Company I, 3rd Wisconsin Cavalry, Company A, 14th Kansas Cavalry [US]; Quantrill’s Raiders [CS]","Fort Baxter garrision: one company of the 2nd Kansas United States Colored Troops, portions of C Company and D Company,3rd Wisconsin Cavalry; Blunt's Escort: Company I, 3rd Wisconsin Cavalry, Company A, 14th Kansas Cavalry",,,,,,,,2,,,,3,,,,,,,,
AL005,CS,Army of West Mississippi [US]; Spanish Fort garrison [CS],Spanish Fort garrison,,,,,,,,,,,,,,,,,,,,
AL005,US,Army of West Mississippi [US]; Spanish Fort garrison [CS],Army of West Mississippi,1,,,,,,,,,,,,,,,,,,,
AR018,CS,"1st Cavalry Division, Department of the Missouri, Arkansas Expedition [US]; Marmaduke’s Cavalry Division and Dobbins’ Arkansas Regiment [CS]",Marmaduke’s Cavalry Division and Dobbins’ Arkansas Regiment,,,,,,,,,,1,,,,,,,1,,,
AR018,US,"1st Cavalry Division, Department of the Missouri, Arkansas Expedition [US]; Marmaduke’s Cavalry Division and Dobbins’ Arkansas Regiment [CS]","1st Cavalry Division, Department of the Missouri, Arkansas Expedition",,,,,,,,,,1,,,,,,,,,,
WV005,CS,"1st Brigade, Army of Occupation, Western Virginia [US]; Army of the Northwest [CS]",Army of the Northwest,1,,,,,,,,,,,,,,,,,,,
WV005,US,"1st Brigade, Army of Occupation, Western Virginia [US]; Army of the Northwest [CS]","1st Brigade, Army of Occupation, Western Virginia",,,,,,1,,,,,,,,,,,,,,
MO024,CS,"11th Kansas Cavalry; 1st and 4th Brigades, 1st Division [Provisional Cavalry], Army of the Border [US]; Marmaduke’s Division and Shelby’s Division, Army of Missouri [CS]","Marmaduke’s Division and Shelby’s Division, Army of Missouri",,,,,,,,,,,,,,2,,,,,,
MO024,US,"11th Kansas Cavalry; 1st and 4th Brigades, 1st Division [Provisional Cavalry], Army of the Border [US]; Marmaduke’s Division and Shelby’s Division, Army of Missouri [CS]","11th Kansas Cavalry; 1st and 4th Brigades, 1st Division [Provisional Cavalry], Army of the Border",,,,,,2,,,,1,,,,,,,,,,
AL004,CS,"Garrison at Decatur; US Army Gunboat Stone River, USS General Thomas; detachments of 102 Ohio Infantry, 18th Michigan Infantry, 13th Wisconsin Infantry, 14th US Colored Infantry, 73rd Indiana Infantry, 68th Indiana Infantry, and 13th Indiana Cavalry [US]; Army of Tennessee [CS]",Army of Tennessee,1,,,,,,,,,,,,,,,,,,,
AL004,US,"Garrison at Decatur; US Army Gunboat Stone River, USS General Thomas; detachments of 102 Ohio Infantry, 18th Michigan Infantry, 13th Wisconsin Infantry, 14th US Colored Infantry, 73rd Indiana Infantry, 68th Indiana Infantry, and 13th Indiana Cavalry [US]; Army of Tennessee [CS]","Garrison at Decatur; US Army Gunboat Stone River, USS General Thomas; detachments of 102 Ohio Infantry, 18th Michigan Infantry, 13th Wisconsin Infantry, 14th US Colored Infantry, 73rd Indiana Infantry, 68th Indiana Infantry, and 13th Indiana Cavalry",,,,,,,,,,,,,,,,,7,2,,
TN023,CS,Department of the Ohio [US]; Longstreet’s Corps [CS],Longstreet’s Corps,,,,,,,,,,,,,1,,,,,,,
TN023,US,Department of the Ohio [US]; Longstreet’s Corps [CS],Department of the Ohio,,,,,,,,,,,,,,,,,,,,
MO007,CS,"17th, 20th, 21st, and 33rd Illinois Volunteer Infantry, 11th Missouri Infantry, five companies of the 1st Indiana Cavalry, Stewart’s Independent Cavalry Company, Benton Hussars Cavalry Battalion, White’s section of Battery B, 1st Illinois Light Artillery, Battery A, 1st Missouri Light Artillery [US]; Missouri State Guard [CS]",Missouri State Guard,,,,,,,,,,,,,,,,,,,,
MO007,US,"17th, 20th, 21st, and 33rd Illinois Volunteer Infantry, 11th Missouri Infantry, five companies of the 1st Indiana Cavalry, Stewart’s Independent Cavalry Company, Benton Hussars Cavalry Battalion, White’s section of Battery B, 1st Illinois Light Artillery, Battery A, 1st Missouri Light Artillery [US]; Missouri State Guard [CS]","17th, 20th, 21st, and 33rd Illinois Volunteer Infantry, 11th Missouri Infantry, five companies of the 1st Indiana Cavalry, Stewart’s Independent Cavalry Company, Benton Hussars Cavalry Battalion, White’s section of Battery B, 1st Illinois Light Artillery, Battery A, 1st Missouri Light Artillery",,2,,,,,,6,,,0.5,,,,,,5,,,
VA002,CS,"Gunboats, 4 [US]; Battery Garrison, approximately 1,000 [CS]","Battery Garrison, approximately 1,000",,,,,,,,,,,,,,,,,,,1000,
VA002,US,"Gunboats, 4 [US]; Battery Garrison, approximately 1,000 [CS]","Gunboats, 4",,,,,,,,,,,,,,,,,,4,,
WV003,CS,"Department of the Ohio, force at Roaring Creek (approx. 3,000 men) and force at Hart Farm (approx. 1,900 men) [US]; Camp Garnett Garrison and associated regiments (approx. 1,300 men) [CS]","Camp Garnett Garrison and associated regiments (approx. 1,300 men)",,,,,,,,,,,,,,,,,,,1300,
