"battle","start_date_1","end_date_1","outcome_cwsac1","significance","theater","campaign","casualties_total_cwsac","casualties_US_cwsac","casualties_CS_cwsac","casualties_mipat_cwsac","core_area","study_area","cwsac_name","outcome_cwsac2","start_date_2","end_date_2","strength_CS_cwsac","strength_US_cwsac","state","casualties_mipat_ken","casualties_total_ken","casualties_US_ken","casualties_CS_ken","strength_US_liv","strength_CS_liv","casualties_US_liv","casualties_CS_liv","outcome_liv","casualties_CS_phi","casualties_US_phi","outcome_bod","casualties_CS_bod","casualties_US_bod","strength_CS_bod","strength_US_bod","casualties_CS_fox","casualties_US_fox","outcome_fox","casualties_US_cdb90","casualties_CS_cdb90","strength_US_cdb90","strength_CS_cdb90","attacker_cdb90","outcome_cdb90","naval_battle","siege","outcome_dbp","dbpedia_uri","strength_US_wiki","strength_CS_wiki","casualties_US_wiki","casualties_CS_wiki","attacker","surrender","start_date","end_date","battle_name","duration","mid_date","battle_num","strength_US","casualties_US","strength_CS","casualties_CS","battle_name_short","outcome","lat","long"
"VA050","1864-05-09","1864-05-09","Inconclusive","C","Eastern","Bermuda Hundred Campaign [May 1864]",990,,,6,772.85,7000.9,"Swift Creek","Inconclusive","1864-05-09","1864-05-09",,,"VA",6,990,,,,,,,,500,490,,,,,,,,,,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Swift_Creek",14000,4200,,,"CS","None","1864-05-09","1864-05-09","Battle of Swift Creek",1,"1864-05-09",242,13889.3912069639,459.6105997317,4253.4560712821,527.1708442371,"Swift Creek","Inconclusive",37.2861,-77.4118
"VA051","1864-05-10","1864-05-10","Inconclusive","D","Eastern","Bermuda Hundred Campaign [May 1864]",569,,,6,1071.34,3752.9,"Chester Station","Inconclusive","1864-05-10","1864-05-10",,,"VA",6,569,,,,,,,,,,,,,,,,243,"Inconclusive",,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Chester_Station",3400,2000,280,249,"CS","None","1864-05-10","1864-05-10","Battle of Chester Station",1,"1864-05-10",243,3236.9121405307,275.7544912493,2063.877125015,266.4142087653,"Chester Station","Inconclusive",37.3529,-77.4122
"VA052","1864-05-11","1864-05-11","Union","C","Eastern","Grant's Overland Campaign [May-June 1864]",800,,,6,2093.65,5114.6,"Yellow Tavern","Union","1864-05-11","1864-05-11",5000,12000,"VA",6,800,,,,,,,,,,,,,,,,259,"Inconclusive",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Yellow_Tavern",12000,5000,625,300,"US","None","1864-05-11","1864-05-11","Battle of Yellow Tavern",1,"1864-05-11",245,11160.6714921236,359.1163594788,5097.8780279986,427.8172339227,"Yellow Tavern","Union",37.6599,-77.4552
"VA053","1864-05-12","1864-05-16","Confederate","B","Eastern","Bermuda Hundred Campaign [May 1864]",6660,,,6,4995.77,12684.76,"Proctor’s Creek","Confederate","1864-05-12","1864-05-16",18000,30000,"VA",0,4004,3004,1000,15800,18025,2770,2860,"Confederate",2500,3012,"Confederate",3000,4500,25000,30000,,4160,"Confederate",,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Proctor's_Creek",30000,18000,,,"US","None","1864-05-12","1864-05-16","Battle of Proctor's Creek",5,"1864-05-14",249,25540.9684542138,3955.3833836863,18401.2901403221,2537.8182605565,"Proctor's Creek","Confederate",37.3935,-77.4277
"VA054","1864-05-20","1864-05-20","Confederate","C","Eastern","Bermuda Hundred Campaign [May 1864]",1500,,,6,2468.98,11294.92,"Ware Bottom Church","Confederate","1864-05-20","1864-05-20",,,"VA",6,1500,,,,,,,,3000,1200,,,,,,,948,"Inconclusive",,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Ware_Bottom_Church",,,,,"CS","None","1864-05-20","1864-05-20","Battle of Ware Bottom Church",1,"1864-05-20",253,9020.3946517247,1066.1687580051,14879.1218990396,924.771644479,"Ware Bottom Church","Confederate",37.3444,-77.3914
"VA055","1864-05-23","1864-05-26","Inconclusive","B","Eastern","Grant's Overland Campaign [May-June 1864]",4000,,,6,8352.33,16506.26,"North Anna","Inconclusive","1864-05-23","1864-05-26",53000,68000,"VA",0,5140,2623,2517,,,,,,2000,1973,"Union",3000,4000,38000,52000,,1293,"Inconclusive",,,,,,,"FALSE","FALSE",,"http://dbpedia.org/resource/Battle_of_North_Anna",68000,53000,2623,2517,"US","None","1864-05-23","1864-05-26","Battle of North Anna",4,"1864-05-25",256,61252.1159643292,3284.6612354729,53107.2732405242,2602.2334865703,"North Anna","Inconclusive",37.8862,-77.4943
"VA056","1864-05-24","1864-05-24","Union","D","Eastern","Grant's Overland Campaign [May-June 1864]",165,,,6,597.74,3898.22,"Wilson’s Wharf","Union","1864-05-24","1864-05-24",2500,1100,"VA",0,166,26,140,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Wilson's_Wharf",1100,2500,46,200,"CS","None","1864-05-24","1864-05-24","Battle of Wilson's Wharf",1,"1864-05-24",255,1077.9728470281,37.1377040345,2439.581476654,153.4670183367,"Wilson's Wharf","Union",37.3067,-76.9967
"VA057","1864-05-28","1864-05-30","Inconclusive","B","Eastern","Grant's Overland Campaign [May-June 1864]",2200,1100,1100,0,6137.82,29301.1,"Totopotomoy Creek/Bethesda Church","Inconclusive","1864-05-28","1864-05-30",,,"VA",0,1890,731,1159,,,,,,,,,,,,,,671,"Inconclusive",,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Totopotomoy_Creek",,,731,1159,"US","None","1864-05-28","1864-05-30","Battle of Totopotomoy Creek",3,"1864-05-29",260,32387.8809515724,737.1320956654,19304.8008380465,1212.2907800982,"Totopotomoy Creek","Inconclusive",37.634,-77.2987
"VA058","1864-05-28","1864-05-28","Inconclusive","C","Eastern","Grant's Overland Campaign [May-June 1864]",744,344,400,0,1217.24,5273.5,"Haw’s Shop","Union","1864-05-28","1864-05-28",,,"VA",0,744,344,400,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Haw's_Shop",4000,4500,365,378,"CS","None","1864-05-28","1864-05-28","Battle of Haw's Shop",1,"1864-05-28",259,3836.5391738012,347.5733913018,4642.2526416968,405.323564867,"Haw's Shop","Inconclusive",37.676,-77.3118
"VA059","1864-05-30","1864-05-30","Union","C","Eastern","Grant's Overland Campaign [May-June 1864]",900,,,6,699.96,2116.4,"Old Church","Union","1864-05-30","1864-05-30",2000,,"VA",5,,90,,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Old_Church",,2000,90,188,"US","None","1864-05-30","1864-05-30","Battle of Old Church",1,"1864-05-30",261,3709.4465209989,118.6982030096,2009.6453114498,324.1488898373,"Old Church","Union",37.6444,-77.2209
"VA062","1864-05-31","1864-06-12","Confederate","A","Eastern","Grant's Overland Campaign [May-June 1864]",15500,13000,2500,0,11518.37,37422.75,"Cold Harbor","Confederate","1864-05-31","1864-06-12",62000,108000,"VA",0,18000,13000,5000,107907,,12000,,"Inconclusive",1700,14931,"Confederate",1700,12800,60000,100000,,12737,"Confederate",11000,1500,107907,59000,"US","Confederate","FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Cold_Harbor",108000,59000,12737,4595,"US","None","1864-05-31","1864-06-12","Battle of Cold Harbor",13,"1864-06-06",267,102517.033636253,11794.2454347798,58982.9115435614,2093.562541893,"Cold Harbor","Confederate",37.59,-77.285
"VA063","1864-06-15","1864-06-18","Confederate","A","Eastern","Richmond-Petersburg Campaign [June 1864-March 1865]",11386,8150,3236,0,2380.47,15511.16,"Petersburg II","Confederate","1864-06-15","1864-06-18",42000,62000,"VA",0,14119,10282,3837,63797,41499,8150,,"Inconclusive",,10586,,,,,,,11386,"Confederate",8150,4752,63797,41499,"US","Confederate","FALSE","FALSE","Confederate","http://dbpedia.org/resource/Second_Battle_of_Petersburg",62000,38000,11386,4000,"US","None","1864-06-15","1864-06-18","Second Battle of Petersburg",4,"1864-06-17",270,60227.3228564963,9446.6602760841,40510.0477562196,4433.5179650096,"Second Petersburg","Confederate",37.2211,-77.3782
"VA064","1864-06-17","1864-06-18","Confederate","B","Eastern","Lynchburg Campaign [May-June 1864]",900,,,6,2793.58,8122.42,"Lynchburg","Confederate","1864-06-17","1864-06-18",14000,16643,"VA",0,900,700,200,,,,,,200,1000,,,,,,,938,"Inconclusive",,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Lynchburg",16643,14000,75,6,"US","None","1864-06-17","1864-06-18","Battle of Lynchburg",2,"1864-06-17",271,16470.2546801505,480.790031574,13828.6483814387,66.5875774075,"Lynchburg","Confederate",37.3845,-79.1832
"VA065","1864-06-21","1864-06-24","Union","B","Eastern","Richmond-Petersburg Campaign [June 1864-March 1865]",4000,,,6,1820.2,6391.64,"Jerusalem Plank Road","Confederate","1864-06-21","1864-06-24",8000,27000,"VA",0,3534,2962,572,,,,,,500,5315,,,,,,,2962,"Inconclusive",,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Jerusalem_Plank_Road",27000,8000,2962,572,"US","None","1864-06-21","1864-06-24","Battle of Jerusalem Plank Road",4,"1864-06-23",273,27076.9981301273,3070.4363573242,8154.4818519605,763.2653151343,"Jerusalem Plank Road","Inconclusive",37.1844,-77.3767
"VA066","1864-06-24","1864-06-24","Inconclusive","D","Eastern","Grant's Overland Campaign [May-June 1864]",630,,,6,3931.03,11080.26,"Saint Mary’s Church","Inconclusive","1864-06-24","1864-06-24",,,"VA",0,600,350,250,,,,,,,,,,,,,,339,"Inconclusive",,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Saint_Mary's_Church",2147,4000,350,250,"CS","None","1864-06-24","1864-06-24","Battle of Saint Mary's Church",1,"1864-06-24",274,2163.973499617,338.3022150288,4112.5455506461,280.7092188165,"Saint Mary's Church","Inconclusive",37.4322,-77.1506
"VA067","1864-06-28","1864-06-28","Confederate","D","Eastern","Richmond-Petersburg Campaign [June 1864-March 1865]",,,,7,367.04,2588.51,"Sappony Church","Confederate","1864-06-28","1864-06-28",5000,4000,"VA",7,,,,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Sappony_Church",4000,5000,,,"CS","None","1864-06-28","1864-06-28","Battle of Sappony Church",1,"1864-06-28",277,3862.1005835296,208.5532075735,5069.7945485655,86.9403882506,"Sappony Church","Confederate",36.9459,-77.4531
"VA068","1864-06-29","1864-06-29","Confederate","C","Eastern","Richmond-Petersburg Campaign [June 1864-March 1865]",600,,,6,1152.98,3904.08,"Ream’s Station I","Confederate","1864-06-29","1864-06-29",7000,4000,"VA",6,1445,,,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/First_Battle_of_Ream's_Station",4000,7000,,,"CS","None","1864-06-29","1864-06-29","First Battle of Ream's Station",1,"1864-06-29",278,3998.2919022746,655.7933281687,7100.8557349667,256.6126757182,"First Ream's Station","Confederate",37.0959,-77.4226
"VA069","1864-07-27","1864-07-29","Confederate","C","Eastern","Richmond-Petersburg Campaign [June 1864-March 1865]",1000,,,6,5675.7,14941.31,"Deep Bottom I","Confederate","1864-07-27","1864-07-29",16500,,"VA",6,1000,,,,,,,,,,,,,,,,488,"Inconclusive",,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/First_Battle_of_Deep_Bottom",,,488,679,"US","None","1864-07-27","1864-07-29","First Battle of Deep Bottom",3,"1864-07-28",289,11975.8652803968,562.4989104852,16736.6675432231,445.3100991535,"First Deep Bottom","Confederate",37.4359,-77.2609
"VA070","1864-07-30","1864-07-30","Confederate","A","Eastern","Richmond-Petersburg Campaign [June 1864-March 1865]",5300,,,6,222.21,1352,"Crater","Confederate","1864-07-30","1864-07-30",6100,8500,"VA",0,5289,3798,1491,20708,11466,2865,,"Inconclusive",1200,4008,,,,,,,3798,"Confederate",,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_the_Crater",8500,6100,3798,1491,"US","None","1864-07-30","1864-07-30","Battle of the Crater",1,"1864-07-30",290,10575.7788231957,3722.3832136929,6783.1507593069,1459.3587446019,"the Crater","Confederate",37.2183,-77.3777
"VA071","1864-08-13","1864-08-20","Confederate","B","Eastern","Richmond-Petersburg Campaign [June 1864-March 1865]",4600,,,6,87875.32,16171.88,"Deep Bottom II","Confederate","1864-08-13","1864-08-20",20000,30000,"VA",0,4200,2900,1300,27974,20008,2180,,"Inconclusive",1100,3555,,,,,,,2899,"Confederate",,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Second_Battle_of_Deep_Bottom",28000,20000,2899,1500,"US","None","1864-08-13","1864-08-20","Second Battle of Deep Bottom",8,"1864-08-17",296,28273.0753947862,2965.8296388883,20357.0481668349,1222.9656512815,"Second Deep Bottom","Confederate",37.4438,-77.2844
"VA072","1864-08-18","1864-08-21","Union","B","Eastern","Richmond-Petersburg Campaign [June 1864-March 1865]",5879,4279,1600,0,1897.93,4508.13,"Globe Tavern","Union","1864-08-18","1864-08-21",14000,20089,"VA",0,6055,4455,1600,20289,14787,1303,1200,"Union",4000,4543,,,,,,,4278,"Inconclusive",4455,1619,20289,14787,"US","Union","FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Globe_Tavern",20000,14500,4296,1620,"US","None","1864-08-18","1864-08-21","Battle of Globe Tavern",4,"1864-08-20",298,19346.9974084734,3912.6385667892,14474.3314459583,1992.093433606,"Globe Tavern","Union",37.1747,-77.4203
"VA073","1864-08-25","1864-08-25","Confederate","B","Eastern","Richmond-Petersburg Campaign [June 1864-March 1865]",3492,,,6,2627.89,6773.2,"Ream’s Station II","Confederate","1864-08-25","1864-08-25",14000,9000,"VA",0,3556,2742,814,,,,,,1500,2442,,,,,,,2742,"Confederate",,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Second_Battle_of_Ream's_Station",9000,9000,2747,814,"CS","Union partial","1864-08-25","1864-08-25","Second Battle of Ream's Station",1,"1864-08-25",302,8849.8360281684,2555.5807495547,10018.5473603427,783.5973058644,"Second Ream's Station","Confederate",37.0959,-77.4226
"VA074","1864-09-30","1864-10-02","Union","B","Eastern","Richmond-Petersburg Campaign [June 1864-March 1865]",3800,,,6,1845.26,5222.8,"Peebles’ Farm","Union","1864-09-30","1864-10-02",12000,29800,"VA",0,4169,2869,1300,,,,,,900,2685,,,,,,,2889,"Inconclusive",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Peebles'_Farm",29800,10000,2889,1239,"US","None","1864-09-30","1864-10-02","Battle of Peebles' Farm",3,"1864-10-01",311,27979.3008364364,2521.561165747,10621.0254823961,1344.5678550513,"Peebles' Farm","Union",37.1705,-77.4537
"VA075","1864-09-29","1864-09-30","Union","B","Eastern","Richmond-Petersburg Campaign [June 1864-March 1865]",4430,,,6,7744.14,19216.16,"Chaffin’s Farm/New Market Heights","Union","1864-09-29","1864-09-30",14500,25000,"VA",0,5900,4150,1750,19639,10836,2682,,"Inconclusive",2000,2429,,,,,,,3327,"Union",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Chaffin's_Farm",26600,14500,3372,2000,"US","None","1864-09-29","1864-09-30","Battle of Chaffin's Farm",2,"1864-09-29",310,24540.768949533,2790.4984234997,14271.6785809434,2107.0229569591,"Chaffin's Farm","Union",37.4268,-77.3729
"VA076","1864-10-02","1864-10-02","Confederate","C","Western","Burbridge's Raid into Southwest Virginia [October 1864]",458,,,6,1334.78,3561.17,"Saltville I","Confederate","1864-10-02","1864-10-02",300,5000,"VA",0,458,350,108,,,,,,,,,,,,,,348,"Inconclusive",,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Saltville_I",5000,300,,,"US","None","1864-10-02","1864-10-02","Battle of Saltville I",1,"1864-10-02",312,4846.8626690173,338.0059300499,308.1332457592,111.2698557926,"Saltville I","Confederate",36.8857,-81.7592
"VA077","1864-10-07","1864-10-07","Union","C","Eastern","Richmond-Petersburg Campaign [June 1864-March 1865]",1750,,,6,2423.62,9401.34,"Darbytown and New Market","Union","1864-10-07","1864-10-07",,,"VA",0,1158,458,700,,,,,,,,,,,,,,458,"Inconclusive",,,,,,,"FALSE","FALSE",,"http://dbpedia.org/resource/Battle_of_Darbytown_and_New_Market",,,458,700,"CS","None","1864-10-07","1864-10-07","Battle of Darbytown and New Market",1,"1864-10-07",314,7768.3792136477,472.8123702623,11520.1399947689,852.5135347102,"Darbytown & New Market","Union",37.4576,-77.346703
"VA078","1864-10-13","1864-10-13","Confederate","D","Eastern","Richmond-Petersburg Campaign [June 1864-March 1865]",950,,,6,1969.05,6860.23,"Darbytown Road","Confederate","1864-10-13","1864-10-13",,,"VA",0,487,437,50,,,,,,,,,,,,,,437,"Inconclusive",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Darbytown_Road",,,,,"US","None","1864-10-13","1864-10-13","Battle of Darbytown Road",1,"1864-10-13",316,3337.8197208563,489.853248326,3464.3681527749,137.3485188006,"Darbytown Road","Confederate",37.483,-77.3574
"VA079","1864-10-27","1864-10-28","Confederate","B","Eastern","Richmond-Petersburg Campaign [June 1864-March 1865]",3058,1758,1300,0,1157.5,8222.69,"Boydton Plank Road","Confederate","1864-10-27","1864-10-28",11691,30000,"VA",0,3058,1758,1300,42823,20324,1194,,"Inconclusive",1000,1902,,,,,,,1758,"Inconclusive",,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Boydton_Plank_Road",30000,11691,1758,1300,"US","None","1864-10-27","1864-10-28","Battle of Boydton Plank Road",2,"1864-10-27",327,33198.2976645969,1708.0952228082,12561.1801025051,1228.1849666609,"Boydton Plank Road","Confederate",37.1431,-77.5116
"VA080","1864-10-27","1864-10-28","Confederate","C","Eastern","Richmond-Petersburg Campaign [June 1864-March 1865]",1750,,,6,3704.22,10997.88,"Fair Oaks & Darbytown Road","Confederate","1864-10-27","1864-10-28",,,"VA",0,1703,1603,100,,,,,,451,1303,,,,,,,1603,"Inconclusive",,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Fair_Oaks_&_Darbytown_Road",,,1603,100,"US","None","1864-10-27","1864-10-28","Battle of Fair Oaks & Darbytown Road",2,"1864-10-27",328,12083.7578590204,1456.5330590625,6115.8341329803,197.7217092487,"Fair Oaks & Darbytown Road","Confederate",37.494,-77.334
"VA081","1864-12-17","1864-12-18","Union","D","Western","Stoneman's Raid into Southwest Virginia [December 1864]",274,,,6,356.48,1969.2,"Marion","Union","1864-12-17","1864-12-18",,,"VA",6,300,,,,,,,,,,,,,,,,76,"Inconclusive",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Marion",4850,1350,144,120,"US","None","1864-12-17","1864-12-18","Battle of Marion",2,"1864-12-17",343,4583.8295113636,93.4836685511,1339.4850432188,159.8839986474,"Marion","Union",36.852,-81.4873
"VA082","1864-12-20","1864-12-21","Union","C","Western","Stoneman's Raid into Southwest Virginia [December 1864]",,,,7,552.68,2562.15,"Saltville II","Union","1864-12-20","1864-12-21",2800,4500,"VA",7,,,,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Saltville_II",4500,2800,,,"US","None","1864-12-20","1864-12-21","Battle of Saltville II",2,"1864-12-20",344,4360.5736494635,206.3688039419,2844.9744468774,373.692334413,"Saltville II","Union",36.8646,-81.7674
"VA083","1865-02-05","1865-02-07","Union","B","Eastern","Richmond-Petersburg Campaign [June 1864-March 1865]",2700,,,6,1185.79,11886.79,"Hatcher’s Run","Inconclusive","1865-02-05","1865-02-07",13835,34517,"VA",0,2539,1539,1000,34517,13835,1330,,"Inconclusive",1200,1480,,,,,,,1539,"Confederate",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Hatcher's_Run",34517,13835,1539,1161,"CS","None","1865-02-05","1865-02-07","Battle of Hatcher's Run",3,"1865-02-06",348,33870.9324804813,1435.46742282,13934.6056294301,1264.5314101186,"Hatcher's Run","Union",37.1305,-77.4853
"VA084","1865-03-25","1865-03-25","Union","A","Eastern","Richmond-Petersburg Campaign [June 1864-March 1865]",3850,950,2900,0,300.86,1874.25,"Fort Stedman","Union","1865-03-25","1865-03-25",10000,14898,"VA",0,3698,1017,2681,,,,,,2681,911,,,,,,,2220,"Union",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Fort_Stedman",14898,10000,1044,4000,"CS","None","1865-03-25","1865-03-25","Battle of Fort Stedman",1,"1865-03-25",356,14281.3073218249,1114.0266667768,9995.0410641037,3138.7887513532,"Fort Stedman","Union",37.226,-77.371
"VA085","1865-03-29","1865-03-29","Union","C","Eastern","Appomattox Campaign [March-April 1865]",750,380,370,0,316.68,1017.34,"Lewis’s Farm","Union","1865-03-29","1865-03-29",8000,17000,"VA",0,752,381,371,,,,,,,,,,,,,,383,"Inconclusive",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Lewis's_Farm",17000,8000,381,371,"US","None","1865-03-29","1865-03-29","Battle of Lewis's Farm",1,"1865-03-29",357,16438.2755280121,378.1928823384,8225.0761008024,397.6114767446,"Lewis's Farm","Union",37.1283,-77.5278
"VA086","1865-03-31","1865-03-31","Confederate","C","Eastern","Appomattox Campaign [March-April 1865]",821,,,6,2388.77,6359.75,"Dinwiddie Court House","Confederate","1865-03-31","1865-03-31",20030,45247,"VA",0,1114,354,760,45247,20030,2198,,"Union",,,,,,,,,421,"Inconclusive",2781,1800,45247,20030,"US","Inconclusive","FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Dinwiddie_Court_House",45247,20030,354,760,"US","None","1865-03-31","1865-03-31","Battle of Dinwiddie Court House",1,"1865-03-31",358,43064.5218982821,1108.1741406992,20131.4415419546,735.7570569069,"Dinwiddie Court House","Confederate",37.0773,-77.5871
"VA087","1865-03-31","1865-03-31","Union","B","Eastern","Appomattox Campaign [March-April 1865]",2670,1870,800,0,3090.64,4601.26,"White Oak Road","Confederate","1865-03-31","1865-03-31",8000,22000,"VA",0,2848.5,1781,1067.5,,,,,,1235,1867,,,,,,,1867,"Inconclusive",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_White_Oak_Road",22000,8000,1870,800,"US","None","1865-03-31","1865-03-31","Battle of White Oak Road",1,"1865-03-31",359,21595.6739927779,1822.3792696083,7961.2698880273,941.6197811496,"White Oak Road","Union",37.1484,-77.5197
"VA088","1865-04-01","1865-04-01","Union","A","Eastern","Appomattox Campaign [March-April 1865]",3780,830,2950,0,1272.01,5688,"Five Forks","Union","1865-04-01","1865-04-01",10600,22000,"VA",0,3830,830,3000,,,,,,8500,884,,,,,,,884,"Union",634,6000,30000,10000,"US","Union","FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Five_Forks",22000,10600,830,2950,"US","None","1865-04-01","1865-04-01","Battle of Five Forks",1,"1865-04-01",360,27480.5623830921,718.1716042738,10672.9577641982,4424.3426965885,"Five Forks","Union",37.1394,-77.6228
"VA089","1865-04-02","1865-04-02","Union","A","Eastern","Appomattox Campaign [March-April 1865]",7750,3500,4250,0,3477.64,20528.02,"Petersburg III","Union","1865-04-02","1865-04-02",58400,76113,"VA",0,8746,3894,4852,63299,19652,3814,,"Union",3000,3361,,,,,,,3361,"Union",,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Third_Battle_of_Petersburg",76113,58400,3500,4250,"US","None","1865-04-02","1865-04-02","Third Battle of Petersburg",1,"1865-04-02",362,70429.8037700965,3653.2099760616,51555.6251447962,3878.6786227553,"Third Petersburg","Union",37.1776,-77.4774
"VA090","1865-04-02","1865-04-02","Union","C","Eastern","Appomattox Campaign [March-April 1865]",970,370,600,0,351.17,1905.9,"Sutherland’s Station","Union","1865-04-02","1865-04-02",3000,1500,"VA",0,966,366,600,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Sutherland's_Station",1500,3000,370,600,"US","None","1865-04-02","1865-04-02","Battle of Sutherland's Station",1,"1865-04-02",363,1479.9819107799,371.9285327203,3013.2574693285,635.2469664533,"Sutherland's Station","Union",37.1975,-77.5625
"VA091","1865-04-05","1865-04-05","Inconclusive","C","Eastern","Appomattox Campaign [March-April 1865]",250,,,6,687.37,4825.29,"Amelia Springs","Inconclusive","1865-04-05","1865-04-05",332,,"VA",5,,158,,,,,,,,,,,,,,,116,"Inconclusive",,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_Amelia_Springs",,,158,100,"CS","None","1865-04-05","1865-04-05","Battle of Amelia Springs",1,"1865-04-05",365,1211.6623873542,131.8365007842,327.18681363,114.7966458855,"Amelia Springs","Inconclusive",37.3344,-78.079
"VA092","1865-04-06","1865-04-06","Union","D","Eastern","Appomattox Campaign [March-April 1865]",0,,,6,193.68,1854.74,"Rice’s Station","Union","1865-04-06","1865-04-06",6800,7500,"VA",5,,66,,,,,,,,,,,,,,,,,,,,,,,"FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Rice's_Station",7500,6800,,,"CS","None","1865-04-06","1865-04-06","Battle of Rice's Station",1,"1865-04-06",366,7306.6761349019,9.5922203244,6796.5912468086,0.0040919609,"Rice's Station","Union",37.2691,-78.2947
"VA093","1865-04-06","1865-04-06","Union","B","Eastern","Appomattox Campaign [March-April 1865]",9980,,,6,1524.74,5809.27,"Sailor’s Creek","Union","1865-04-06","1865-04-06",16900,36500,"VA",0,8848,1148,7700,,,,,,7000,1180,,,,,,,1180,"Union",1180,7000,30000,21000,"US","Union","FALSE","FALSE","Union","http://dbpedia.org/resource/Battle_of_Sayler's_Creek",15500,11500,1148,7700,"US","Confederate partial","1865-04-06","1865-04-06","Battle of Sayler's Creek",1,"1865-04-06",367,27216.7877515903,991.1006858828,13324.2178784026,7818.9684577859,"Sayler's Creek","Union",37.3055,-78.228
"VA094","1865-04-07","1865-04-07","Confederate","C","Eastern","Appomattox Campaign [March-April 1865]",910,655,255,0,511.84,2557.94,"Cumberland Church","Confederate","1865-04-07","1865-04-07",4000,8600,"VA",5,,571,,,,,,,,655,,,,,,,571,"Inconclusive",,,,,,,"FALSE","FALSE","Confederate","http://dbpedia.org/resource/Battle_of_Cumberland_Church",8600,4000,655,255,"US","None","1865-04-07","1865-04-07","Battle of Cumberland Church",1,"1865-04-07",369,8111.4289265987,594.7154975547,4042.1703366305,231.4098016819,"Cumberland Church","Confederate",37.3464,-78.3866
"VA095","1865-04-06","1865-04-07","Inconclusive","C","Eastern","Appomattox Campaign [March-April 1865]",1200,,,6,562.89,3760.45,"High Bridge","Inconclusive","1865-04-06","1865-04-07",1200,900,"VA",0,947,847,100,,,,,,,1041,,,,,,,,,,,,,,,"FALSE","FALSE","Inconclusive","http://dbpedia.org/resource/Battle_of_High_Bridge",880,1200,847,100,"CS","Union partial","1865-04-06","1865-04-07","Battle of High Bridge",2,"1865-04-06",368,862.2811325762,803.5561830668,1198.8662845192,147.5849725025,"High Bridge","Inconclusive",37.3122,-78.3177
