reference_number,event,type,start_date,end_date,theater,campaign,threats,ownership_federal,ownership_local,ownership_private,ownership_state,ownership_unknown,park,integrity,military,interpretive_political,interpretive_commander_loss,interpretive_casualties,interpretive_tactics_strategy,interpretive_public_mind,interpretive_combat_arm,interpretive_military_firsts,interpretive_minority_troops,interpretive_economic,interpretive_archaelolgical,interpretive_logistics,interpretive_individual_bravery,interpretive_group_behavior,interpretive_joint_ops,interpretive_coop_armies,interpretive_naval,jim,ed,bill,protected,percent,county,value,priority1,url
TX005,Palmeto Ranch,Skirmish,1865-05-12,1865-05-13,Trans-Mississippi Theater of Operations,"Exp. from Brazos Santiago (1865), 05/11/65, III",,1,0,1,0,0,0,Good,D,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,D,D,,,,Cameron,,0,http://aad.archives.gov/aad//TX005
TX006,Sabine Pass II,Attack,1863-09-08,1863-09-08,Trans-Mississippi Theater of Operations,"Efforts to Establish Posts in Texas (1862-63), 09/01/62, II",,1,0,1,1,0,1,Fair,B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,"Jefferson, Cameron, LA",,0,http://aad.archives.gov/aad//TX006
VA001,Sewell's Point,Naval,1861-05-18,1861-05-19,Main Eastern Theater of Operation,"Blockade of Chesapeake Bay (1961), 05/01/61, III",N/A,1,0,0,0,0,0,Lost,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,,,"Norfolk, City of",,0,http://aad.archives.gov/aad//VA001
VA002,Aquia Creek,Attack,1861-05-29,1861-06-01,Main Eastern Theater of Operation,"Blockade of Chesapeake Bay (1961), 05/01/61, III",,0,1,1,0,0,1,Fair,D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,Stafford,,0,http://aad.archives.gov/aad//VA002
VA003,Big Bethel,Engagement,1861-06-10,1861-06-10,Main Eastern Theater of Operation,"Blockade of Chesapeake Bay (1961), 05/01/61, III",N/A,0,1,1,0,0,1,Lost,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,"York, Newport News, City of",,0,http://aad.archives.gov/aad//VA003
VA004,Blackburn's Ford,Action,1861-07-18,1861-07-18,Main Eastern Theater of Operation,"Manassas Campaign (1861), 07/01/61 I",,0,1,1,0,0,1,Poor,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"Fairfax, Prince William",,0,http://aad.archives.gov/aad//VA004
VA005,First Manassas,Battle,1861-07-21,1861-07-21,Main Eastern Theater of Operation,"Manassas Campaign (1861), 07/01/61 I",,1,0,1,0,0,1,Good,A,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,,,,4356,98,"Prince William, Fairfax",,0,http://aad.archives.gov/aad//VA005
VA006,Ball's Bluff,Engagement,1861-10-21,1861-10-21,Main Eastern Theater of Operation,"McClellan's Ops. in Northern Virginia (1861), 07/26/61, II",,0,0,1,0,0,1,Good,B,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,C,,,Loudoun,,0,http://aad.archives.gov/aad//VA006
VA007,Dranesville,Engagement,1861-12-20,1861-12-20,Main Eastern Theater of Operation,"McClellan's Ops. in Northern Virginia (1861), 07/26/61, II",,0,0,0,0,1,0,Unk,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,D,,,,Fairfax,,0,http://aad.archives.gov/aad//VA007
VA008,Hampton Roads,Naval,1862-03-08,1862-03-09,Main Eastern Theater of Operation,"Penisula Campaign (1862) 03/01/62, I",,0,0,0,0,1,0,Good,B,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,,,,,,"Hampton, City of",,0,http://aad.archives.gov/aad//VA008
VA009,Yorktown,Siege,1862-04-05,1862-05-04,Main Eastern Theater of Operation,"Penisula Campaign (1862) 03/01/62, I",,1,1,1,0,0,1,Good,B,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,,,,,,"Warwick, Newport News, City of",,0,http://aad.archives.gov/aad//VA009
VA010,Williamsburg,Battle,1862-05-05,1862-05-05,Main Eastern Theater of Operation,"Penisula Campaign (1862) 03/01/62, I",,1,0,1,0,0,1,Fair,B,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,"York, Williamsburg",,0,http://aad.archives.gov/aad//VA010
VA011,Eltham's Landing,Engagement,1862-05-07,1862-05-07,Main Eastern Theater of Operation,"Penisula Campaign (1862) 03/01/62, I",,0,0,1,0,0,1,Good,D,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,D,,,,New Kent,,0,http://aad.archives.gov/aad//VA011
VA012,Drewry's Bluff,Naval,1862-05-15,1862-05-15,Main Eastern Theater of Operation,"Penisula Campaign (1862) 03/01/62, I",,1,0,1,0,0,1,Good,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,B,,,,Chesterfield,,0,http://aad.archives.gov/aad//VA012
VA013,Hanover Courthouse,Engagement,1862-05-27,1862-05-27,Main Eastern Theater of Operation,"Penisula Campaign (1862) 03/01/62, I",,0,0,1,0,0,0,Fair,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"Hanover, Hanover, City of",,0,http://aad.archives.gov/aad//VA013
VA014,Seven Pines,Battle,1862-05-31,1862-06-01,Main Eastern Theater of Operation,"Penisula Campaign (1862) 03/01/62, I",N/A,0,0,1,0,0,0,Lost,B,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,Henrico,,0,http://aad.archives.gov/aad//VA014
VA015,Oak Grove,Engagement,1862-06-25,1862-06-25,Main Eastern Theater of Operation,"Penisula Campaign (1862) 03/01/62, I",N/A,0,0,1,0,0,0,Lost,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Henrico,,0,http://aad.archives.gov/aad//VA015
VA016,Beaver Dam Creek,Battle,1862-06-26,1862-06-26,Main Eastern Theater of Operation,"Penisula Campaign (1862) 03/01/62, I",N/A,1,0,1,0,0,1,Lost,B,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"Hanover, Henrico",,0,http://aad.archives.gov/aad//VA016
VA017,Gaines' Mill,Battle,1862-06-27,1862-06-27,Main Eastern Theater of Operation,"Penisula Campaign (1862) 03/01/62, I",,1,0,1,0,0,1,Good,A,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,60,2,"Hanover, Henrico",$1000-1300,1,http://aad.archives.gov/aad//VA017
VA018,Garnetts & Goldings Farm,Action,1862-06-28,1862-06-28,Main Eastern Theater of Operation,"Penisula Campaign (1862) 03/01/62, I",N/A,0,0,1,0,0,0,Lost,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Henrico,,0,http://aad.archives.gov/aad//VA018
VA019,Savage Station,Battle,1862-06-29,1862-06-29,Main Eastern Theater of Operation,"Penisula Campaign (1862) 03/01/62, I",,0,0,1,0,0,0,Poor,C,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,C,,,,Henrico,,0,http://aad.archives.gov/aad//VA019
VA020A,White Oak Swamp,Engagement,1862-06-30,1862-06-30,Main Eastern Theater of Operation,"Penisula Campaign (1862) 03/01/62, I",,0,0,1,1,0,0,Fair,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,,,,Henrico,,0,http://aad.archives.gov/aad//VA020A
VA020B,Glendale,Battle,1862-06-30,1862-06-30,Main Eastern Theater of Operation,"Penisula Campaign (1862) 03/01/62, I",,1,0,1,0,0,1,Good,B,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,A,,,,Henrico,,1,http://aad.archives.gov/aad//VA020B
VA021,Malvern Hill,Battle,1862-07-01,1862-07-01,Main Eastern Theater of Operation,"Penisula Campaign (1862) 03/01/62, I",,1,0,1,0,0,1,Good,A,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,131,5,Henrico,$1000-3000,1,http://aad.archives.gov/aad//VA021
VA022,Cedar Mountain,Battle,1862-08-09,1862-08-09,Main Eastern Theater of Operation,"Northern Virginia Campaign (1862), 06/26/62, I",,0,0,1,0,0,0,Good,B,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,A,,,,Culpeper,,0,http://aad.archives.gov/aad//VA022
VA023,Rappahannock Station,Engagement,1862-08-23,1862-08-23,Main Eastern Theater of Operation,"Northern Virginia Campaign (1862), 06/26/62, I",,0,0,0,0,1,0,Good,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,,,,"Fauquier, Culpeper, Remington, City",,0,http://aad.archives.gov/aad//VA023
VA024,Manassas Station Ops.,Engagement,1862-08-25,1862-08-27,Main Eastern Theater of Operation,"Northern Virginia Campaign (1862), 06/26/62, I",,0,1,1,0,0,1,Poor,B,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,C,,,,,"Prince William, Fairfax",,0,http://aad.archives.gov/aad//VA024
VA025,Thoroughfare Gap,Engagement,1862-08-28,1862-08-28,Main Eastern Theater of Operation,"Northern Virginia Campaign (1862), 06/26/62, I",,0,0,1,1,0,0,Fair,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"Prince William, Fauquier",,0,http://aad.archives.gov/aad//VA025
VA026,Second Manassas,Battle,1862-08-29,1862-08-30,Main Eastern Theater of Operation,"Northern Virginia Campaign (1862), 06/26/62, I",,1,0,1,1,0,1,Good,A,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,4356,90,Prince William,,1,http://aad.archives.gov/aad//VA026
VA027,Chantilly,Battle,1862-09-01,1862-09-01,Main Eastern Theater of Operation,"Northern Virginia Campaign (1862), 06/26/62, I",N/A,0,1,1,0,0,1,Lost,B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,B,,,,Fairfax,,0,http://aad.archives.gov/aad//VA027
VA028,Fredericksburg,Battle,1862-12-11,1862-12-15,Main Eastern Theater of Operation,"Fredericksburg Campaign (1862), 11/15/62, I",,1,1,1,0,0,1,Poor,A,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,,,,1513,30,"Spotsylvania, Fredricksburg, City","$35,000",0,http://aad.archives.gov/aad//VA028
VA029,Kelly's Ford,Engagement,1863-03-17,1863-03-17,Main Eastern Theater of Operation,"Cavalry Ops. along the Rappahannock (1863), 03/01/63, III",,0,0,1,1,0,0,Good,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,,,,"Culpeper, Fauquier",,0,http://aad.archives.gov/aad//VA029
VA030,Suffolk (Norfleet House),Siege,1863-04-11,1863-05-04,Main Eastern Theater of Operation,"Longstreet's Tidewater Operations (1863), 03/14/63, III",,0,0,1,0,0,0,Poor,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"Suffolk, City of",,0,http://aad.archives.gov/aad//VA030
VA031,Suffolk (Hill's Point),Engagement,1863-04-19,1863-04-19,Main Eastern Theater of Operation,"Longstreet's Tidewater Operations (1863), 03/14/63, III",,0,0,1,0,0,0,Good,C,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,"Suffolk, City of",,0,http://aad.archives.gov/aad//VA031
VA032,Chancellorsville,Battle,1863-05-01,1863-05-03,Main Eastern Theater of Operation,"Chancellorsville Campaign (1863), 04/01/63, I",,1,0,1,0,0,1,Fair,A,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,,,,1141,30,Spotsylvania,$2000-3000,1,http://aad.archives.gov/aad//VA032
VA033,Salem Church,Battle,1863-05-03,1863-05-04,Main Eastern Theater of Operation,"Chancellorsville Campaign (1863), 04/01/63, I",,1,1,1,0,0,1,Poor,B,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Spotsylvania,,0,http://aad.archives.gov/aad//VA033
VA034,Second Fredericksburg,Battle,1863-05-03,1863-05-03,Main Eastern Theater of Operation,"Chancellorsville Campaign (1863), 04/01/63, I",,1,0,1,0,0,1,Poor,B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,B,,,,"Fredericksburg, City of",,0,http://aad.archives.gov/aad//VA034
VA035,Brandy Station,Engagement,1863-06-09,1863-06-09,Main Eastern Theater of Operation,"Gettysburg Campaign (1863), 06/09/63, I",,0,0,1,0,0,0,Good,B,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,B,,,,,Culpeper,,1,http://aad.archives.gov/aad//VA035
VA036,Aldie,Action,1863-06-17,1863-06-17,Main Eastern Theater of Operation,"Gettysburg Campaign (1863), 06/09/63, I",,0,0,1,0,0,0,Good,C,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,C,,,,Loudoun,,0,http://aad.archives.gov/aad//VA036
VA037,Middleburg,Action,1863-06-19,1863-06-19,Main Eastern Theater of Operation,"Gettysburg Campaign (1863), 06/09/63, I",,0,0,1,0,0,0,Good,C,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,"Loudoun, Fauquier",,0,http://aad.archives.gov/aad//VA037
VA038,Upperville,Engagement,1863-06-21,1863-06-21,Main Eastern Theater of Operation,"Gettysburg Campaign (1863), 06/09/63, I",,0,0,1,0,0,0,Good,C,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,C,,,,Fauquier,,0,http://aad.archives.gov/aad//VA038
VA039,Auburn,Action,1863-10-13,1863-10-13,Main Eastern Theater of Operation,"Bristoe Campaign (1863), 10/13/63, II",,0,0,1,0,0,0,Good,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,,,Fauquier,,0,http://aad.archives.gov/aad//VA039
VA040,Bristoe Station,Engagement,1863-10-14,1863-10-14,Main Eastern Theater of Operation,"Bristoe Campaign (1863), 10/13/63, II",,0,0,1,0,0,0,Fair,B,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,C,,,,Prince William,,1,http://aad.archives.gov/aad//VA040
VA041,Auburn,Combat,1863-10-14,1863-10-14,Main Eastern Theater of Operation,"Bristoe Campaign (1863), 10/13/63, II",,0,0,1,0,0,0,Good,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Fauquier,,0,http://aad.archives.gov/aad//VA041
VA042,Buckland Mills,Action,1863-10-19,1863-10-19,Main Eastern Theater of Operation,"Bristoe Campaign (1863), 10/13/63, II",,0,0,1,0,0,0,Fair,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,,,"Prince William, Fauquier",,0,http://aad.archives.gov/aad//VA042
VA043,Rappahannock Station,Engagement,1863-11-07,1863-11-07,Main Eastern Theater of Operation,"Bristoe Campaign (1863), 10/13/63, II",,0,0,1,0,0,0,Poor,B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,C,,,"Fauquier, Culpeper, Remington, City",,0,http://aad.archives.gov/aad//VA043
VA044,Mine Run,Engagement,1863-11-27,1863-11-27,Main Eastern Theater of Operation,"Mine Run Campaign (1863), 11/26/63, II",,0,0,1,0,0,0,Fair,B,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,Orange,,1,http://aad.archives.gov/aad//VA044
VA045,Morton's Ford,Engagement,1864-02-06,1864-02-07,Main Eastern Theater of Operation,"Demonstration on the Rapidan River (1864), 02/06/64, III",,0,0,1,0,0,0,Good,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"Culpeper, Orange",,0,http://aad.archives.gov/aad//VA045
VA046,Wilderness,Battle,1864-05-05,1864-05-07,Main Eastern Theater of Operation,"Grant's Overland Campaign (1864), 05/03/64, I",,1,0,1,0,0,1,Fair,A,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,A,AA,A,1769,40,"Spotsylvania, Orange","$5,750",1,http://aad.archives.gov/aad//VA046
VA047,Port Walthall Junction,Engagement,1864-05-06,1864-05-07,Main Eastern Theater of Operation,"Bermuda Hundred Campaign (1864), 05/06/64, II",,0,0,1,0,0,0,Fair,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"Chesterfield, Walthall, City of",,0,http://aad.archives.gov/aad//VA047
VA048,Spotsylvania Court House,Operation,1864-05-08,1864-05-21,Main Eastern Theater of Operation,"Grant's Overland Campaign (1864), 05/03/64, I",,1,0,1,0,0,1,Good,A,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,A,A,A,1434,30,Spotsylvania,,1,http://aad.archives.gov/aad//VA048
VA049,Cloyd's Mountain,Engagement,1864-05-09,1864-05-09,Main Eastern Theater of Operation,"Crook-Averell Raid on VA&TN Railroad (1864), 05/09/64, III",,0,0,1,0,0,0,Good,C,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,C,,,Pulaski,,0,http://aad.archives.gov/aad//VA049
VA050,Swift Creek,Engagement,1864-05-09,1864-05-09,Main Eastern Theater of Operation,"Bermuda Hundred Campaign (1864), 05/06/64, II",,0,1,1,0,0,1,Fair,C,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,"Chesterfield, Colonial Heights, Cit",,0,http://aad.archives.gov/aad//VA050
VA051,Chester Station,Action,1864-05-10,1864-05-10,Main Eastern Theater of Operation,"Bermuda Hundred Campaign (1864), 05/06/64, II",N/A,0,0,1,0,0,0,Lost,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"Chesterfield, Chester, Town of",,0,http://aad.archives.gov/aad//VA051
VA052,Yellow Tavern,Combat,1864-05-11,1864-05-11,Main Eastern Theater of Operation,"Grant's Overland Campaign (1864), 05/03/64, I",,0,0,1,0,0,0,Poor,C,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,Hanover,,0,http://aad.archives.gov/aad//VA052
VA053,Proctor's Creek,Engagement,1864-05-12,1864-05-16,Main Eastern Theater of Operation,"Bermuda Hundred Campaign (1864), 05/06/64, II",,0,0,1,0,0,0,Poor,B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,B,C,,,Chesterfield,,0,http://aad.archives.gov/aad//VA053
VA054,Ware Bottom Church,Engagement,1864-05-20,1864-05-29,Main Eastern Theater of Operation,"Bermuda Hundred Campaign (1864), 05/06/64, II",,1,1,1,0,0,1,Fair,C,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,C,,C,,,Chesterfield,,0,http://aad.archives.gov/aad//VA054
VA055,North Anna,Combat,1864-05-23,1864-05-24,Main Eastern Theater of Operation,"Grant's Overland Campaign (1864), 05/03/64, I",,0,0,1,0,0,1,Fair,B,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,"Caroline, Hanover",,1,http://aad.archives.gov/aad//VA055
VA056,Wilson's Wharf,Action,1864-05-24,1864-05-24,Main Eastern Theater of Operation,"Grant's Overland Campaign (1864), 05/03/64, I",,0,0,0,0,1,0,Good,D,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,D,,,,Charles City,,0,http://aad.archives.gov/aad//VA056
VA057,Totopotomy Ck/Bethesda Ch,Battle,1864-05-30,1864-05-30,Main Eastern Theater of Operation,"Grant's Overland Campaign (1864), 05/03/64, I",,0,0,1,0,0,0,Poor,B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,B,C,,,Hanover,$1000-4000,0,http://aad.archives.gov/aad//VA057
VA058,Haw's Shop,Combat,1864-05-28,1864-05-28,Main Eastern Theater of Operation,"Grant's Overland Campaign (1864), 05/03/64, I",,0,0,1,0,0,0,Good,C,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,C,,,,Hanover,,0,http://aad.archives.gov/aad//VA058
VA059,Old Church,Combat,1864-05-30,1864-05-30,Main Eastern Theater of Operation,"Grant's Overland Campaign (1864), 05/03/64, I",,0,0,1,0,0,0,Good,C,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,D,,,,Hanover,,0,http://aad.archives.gov/aad//VA059
VA062,Cold Harbor,Battle,1864-06-01,1864-06-03,Main Eastern Theater of Operation,"Grant's Overland Campaign (1864), 05/03/64, I",,1,0,1,0,0,1,Fair,A,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,,,,151,2,Hanover,,1,http://aad.archives.gov/aad//VA062
VA063,Petersburg,Battle,1864-06-15,1864-06-18,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",,1,0,1,0,0,1,Good,A,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,1335,90,"Dinwiddie, Petersburg, City of",$2850(City Pt.),0,http://aad.archives.gov/aad//VA063
VA064,Lynchburg,Engagement,1864-06-17,1864-06-18,Main Eastern Theater of Operation,"Lynchburg Campaign (1864), 05/01/64, II",N/A,0,1,1,0,0,1,Lost,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,,,,,"Lynchburg, City of",,0,http://aad.archives.gov/aad//VA064
VA065,Jerusalem Plank Road,Engagement,1864-06-22,1864-06-22,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",,0,0,1,0,0,0,Poor,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"Dinwiddie, Petersburg, City of",,0,http://aad.archives.gov/aad//VA065
VA066,Saint Mary's Church,Combat,1864-06-24,1864-06-24,Main Eastern Theater of Operation,"Grant's Overland Campaign (1864), 05/03/64, I",,0,0,0,0,1,0,Fair,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,,,Charles City,,0,http://aad.archives.gov/aad//VA066
VA067,Sappony Church,Engagement,1864-06-28,1864-06-29,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",,0,0,1,0,0,0,Fair,D,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,C,,,,Sussex,,0,http://aad.archives.gov/aad//VA067
VA068,Ream's Station,Engagement,1864-06-29,1864-06-29,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",,0,0,1,0,0,0,Good,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,,,,Dinwiddie,,0,http://aad.archives.gov/aad//VA068
VA069,First Deep Bottom,Engagement,1864-07-27,1864-07-27,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",,0,0,1,0,0,0,Fair,C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Henrico,,0,http://aad.archives.gov/aad//VA069
VA070,Crater,Battle,1864-07-30,1864-07-30,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",,1,0,0,0,0,1,Good,A,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,1335,90,"Dinwiddie, Petersburg, City of",,0,http://aad.archives.gov/aad//VA070
VA071,Second Deep Bottom,Demonstration,1864-08-13,1864-08-20,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",,0,0,1,0,0,0,Fair,B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,C,,,Henrico,,1,http://aad.archives.gov/aad//VA071
VA072,Globe Tavern (Weldon RR),Battle,1864-08-18,1864-08-21,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",,1,1,1,0,0,1,Poor,B,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,Dinwiddie,,0,http://aad.archives.gov/aad//VA072
VA073,Ream's Station,Battle,1864-08-25,1864-08-25,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",,0,0,1,0,0,0,Good,B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,B,,,,Dinwiddie,,0,http://aad.archives.gov/aad//VA073
VA074,Peebles' Farm,Battle,1864-09-29,1864-10-02,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",,1,0,1,0,0,1,Fair,B,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,B,,,,Dinwiddie,,0,http://aad.archives.gov/aad//VA074
VA075,Chaffin's Farm (NMrkHgts),Battle,1864-09-29,1864-09-30,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",,1,1,1,0,0,1,Fair,B,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,,B,,,,Henrico,$1000-3000,1,http://aad.archives.gov/aad//VA075
VA076,Saltville,Action,1864-10-02,1864-10-02,Main Western Theater of Operations & the Gulf Approach (1861-1863),"Burbridge's Raid into Southwest Virginia (1864), 09/01/64, III",,0,0,1,0,0,0,Fair,C,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,C,,,,Smyth,,0,http://aad.archives.gov/aad//VA076
VA077,Darbytown and New Market,Combat,1864-10-07,1864-10-07,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",N/A,0,1,1,0,0,1,Lost,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Henrico,,0,http://aad.archives.gov/aad//VA077
VA078,Darbytown Road,Engagement,1864-10-13,1864-10-13,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",,0,1,1,0,0,1,Poor,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Henrico,,0,http://aad.archives.gov/aad//VA078
VA079,Boydton Plank Road,Engagement,1864-10-27,1864-10-28,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",,0,0,1,0,0,0,Fair,B,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,Dinwiddie,,1,http://aad.archives.gov/aad//VA079
VA080,Fair Oaks Darbytown Road,Engagement,1864-10-27,1864-10-28,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",,0,0,0,0,1,0,Unk,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,,,Henrico,,0,http://aad.archives.gov/aad//VA080
VA081,Marion,Engagement,1864-12-17,1864-12-18,Main Western Theater of Operations & the Gulf Approach (1861-1863),"Stoneman's Raid into Southwest Virginia (1864), 12/01/64, III",,0,0,1,0,0,0,Poor,D,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,D,,,,Smyth,,0,http://aad.archives.gov/aad//VA081
VA082,Saltville,Action,1864-12-20,1864-12-21,Main Western Theater of Operations & the Gulf Approach (1861-1863),"Stoneman's Raid into Southwest Virginia (1864), 12/01/64, III",,0,0,1,0,0,0,Fair,C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,Smyth,,0,http://aad.archives.gov/aad//VA082
VA083,Hatcher's Run,Battle,1865-02-05,1865-02-07,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",,0,0,1,0,0,0,Good,B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Dinwiddie,,0,http://aad.archives.gov/aad//VA083
VA084,Fort Stedman,Assault,1865-03-25,1865-03-25,Main Eastern Theater of Operation,"Richmond-Petersburg Campaign (1864-1865), 06/15/64, I",,1,1,1,0,0,1,Good,A,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,A,,1355,90,"Dinwiddie, Petersburg, City of",,0,http://aad.archives.gov/aad//VA084
VA085,Lewis's Farm,Engagement,1865-03-29,1865-03-29,Main Eastern Theater of Operation,"Appomattox Campaign (1865), 03/29/65, I",,0,0,1,0,0,0,Good,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,,,,Dinwiddie,,0,http://aad.archives.gov/aad//VA085
