battle_id,event_type,state,battle_name,start_date,end_date,text,casualties,killed,wounded,killed_wounded,missing_captured,comment
7134,Reconnaissance,VA,April 29: Reconnoissance toward Lee's Mills,1862-04-29,1862-04-29,"NEW YORK--81st, 85th, 92d and 93d Infantry.",NA,NA,NA,NA,NA,NA
7135,Skirmish,VA,"May 1: Skirmish, Rapidan Station",1862-05-01,1862-05-01,(No Reports.),NA,NA,NA,NA,NA,NA
7136,Skirmish,VA,"May 2: Skirmish, Trevillian Depot",1862-05-02,1862-05-02,(No Reports.),NA,NA,NA,NA,NA,NA
7137,Skirmish,VA,"May 2: Skirmish, Louisa Court House",1862-05-02,1862-05-02,(No Reports.),NA,NA,NA,NA,NA,NA
7138,Skirmish,VA,"May 4: Skirmish, Cheese Cake Church",1862-05-04,1862-05-04,PENNSYLVANIA--3d Cavalry. UNITED STATES--1st and 6th Cavalry.,NA,NA,NA,NA,NA,NA
7139,Action,VA,May 4: Action near Williamsburg,1862-05-04,1862-05-04,"ILLINOIS--8th Cavalry; Barker's Dragoons. PENNSYLVANIA--3d Cavalry. UNITED STATES--1st and 6th Cavalry; Batteries ""A,"" ""B,"" ""E,"" ""G"" and ""M"" 2d Arty.",NA,NA,NA,NA,NA,NA
7140,Reconnaissance,VA,May 4-5: Reconnoissance to Culpeper Court House,1862-05-04,1862-05-05,MAINE--1st Cavalry.,NA,NA,NA,NA,NA,NA
7141,Battle,VA,May 5: Battle of Williamsburg,1862-05-05,1862-05-05,"ILLINOIS--McClellan's Dragoons, 8th Cavalry. MAINE--3d, 4th, 6th, 7th and 11th Infantry. MASSACHUSETTS--1st, 7th, 10th and 11th Infantry. NEW HAMPSHIRE--2d Infantry. NEW JERSEY--Battery ""B"" Light Arty.; 5th, 6th, 7th and 8th Infantry. NEW YORK--6th Cavalry (Cos. ""D,"" ""K""); Batteries ""A,"" ""D,"" ""E"" and ""H"" 1st Light Arty., 1st, 3d, 4th and 6th Indpt. Batteries Light Arty.; 33d, 36th, 37th, 38th, 40th, 43d, 49th, 55th, 56th, 62d, 65th, 67th, 70th, 71st, 72d, 73d, 74th, 77th, 81st, 85th, 92d, 93d, 96th, 98th and 100th Infantry. PENNSYLVANIA--3d Cavalry; Batteries ""C,"" ""D,"" ""E"" and ""H"" 1st Light Arty.; 23d, 26th, 31st, 49th, 52d, 57th, 61st, 63d, 85th, 93d, 98th, 101st, 102d, 103d, 104th and 105th Infantry. RHODE ISLAND--Battery ""E"" 1st Light Arty.; 2d Infantry. VERMONT--2d, 3d, 4th, 5th and 6th Infantry. WISCONSIN--5th Infantry. UNITED STATES--1st and 5th Cavalry; Batteries ""H"" 1st, Arty., ""G"" 2d Arty., and ""F"" 5th Arty.; 1st Sharpshooters. Union loss, 456 killed, 1,410 wounded, 373 captured and missing. Total, 2,239.",2239,456,1410,1866,373,NA
7142,Skirmish,VA,"May 5: Skirmish, Brandy Station",1862-05-05,1862-05-05,MAINE--1st Cavalry.,NA,NA,NA,NA,NA,NA
7143,Skirmish,VA,"May 5: Skirmish, Columbian Bridge",1862-05-05,1862-05-05,WEST VIRGINIA--1st Infantry.,NA,NA,NA,NA,NA,NA
7144,Skirmish,VA,"May 6: Skirmish, Harrisonburg",1862-05-06,1862-05-06,NEW YORK--5th Cavalry.,NA,NA,NA,NA,NA,NA
7145,Action,VA,"May 7: Action, Somerville Heights",1862-05-07,1862-05-07,"INDIANA--13th Infantry. VERMONT--1st Cavalry (Co. ""B""). Union loss, 2 killed, 7 wounded, 24 missing. Total, 33.",33,2,7,9,24,NA
7146,Skirmish,VA,"May 7: Skirmish, Cow Pasture",1862-05-07,1862-05-07,WEST VIRGINIA--3d Infantry.,NA,NA,NA,NA,NA,NA
7147,Skirmish,VA,"May 7: Skirmish, McDowell",1862-05-07,1862-05-07,WEST VIRGINIA--1st Cavalry.,NA,NA,NA,NA,NA,NA
7148,Engagement,VA,"May 7: Engagement, West Point",1862-05-07,1862-05-07,"MAINE--5th Infantry. MASSACHUSETTS--1st Battery Light Arty.; 19th and 20th Infantry. MICHIGAN--7th Infantry. MINNESOTA--1st Infantry. NEW JERSEY--Battery ""A"" Light Arty.; 1st, 2d, 3d and 4th Infantry. NEW YORK--Battery ""F"" 1st Light Arty.; 16th, 18th, 27th, 31st, 32d and 42d Infantry. PENNSYLVANIA--95th and 96th Infantry. UNITED STATES--Battery ""D"" 2d Arty. Union loss, 48 killed, 110 wounded, 28 missing. Total, 186.",186,48,110,158,28,NA
7149,Reconnaissance,VA,May 7-8: Reconnoissance to Mulberry Point,1862-05-07,1862-05-08,PENNSYLVANIA--6th Cavalry.,NA,NA,NA,NA,NA,NA
7150,Engagement,VA,"May 8: Engagement, McDowell, Bull Pasture Mt",1862-05-08,1862-05-08,"CONNECTICUT--1st Cavalry. INDIANA--Wilder's Battery Light Arty. OHIO--Batteries ""I"" and ""K"" 1st Light Arty.; 12th Indpt. Battery Light Arty.; 25th, 32d, 55th, 73d, 75th and 82d Infantry. WEST VIRGINIA--Battery ""G"" Light Arty.; 2d and 3d Infantry. Union loss, 26 killed, 227 wounded, 3 missing. Total, 256.",256,26,227,253,3,NA
7151,Engagement,VA,"May 8: Engagement, Sewell's Point",1862-05-08,1862-05-08,U. S. Navy.,NA,NA,NA,NA,NA,NA
7152,Reconnaissance,VA,May 8-9: Reconnoissance to Old Church,1862-05-08,1862-05-09,"UNITED STATES--6th Cavalry (Detachment), and Topographical Engineers.",NA,NA,NA,NA,NA,NA
7153,Skirmish,VA,May 9: Skirmish near McDowell,1862-05-09,1862-05-09,"OHIO--55th Infantry (Detachment). Union loss, 1 wounded, 5 missing. Total, 6.",6,0,1,1,5,NA
7154,Skirmish,VA,"May 9: Skirmish, Slatersville, New Kent Court House",1862-05-09,1862-05-09,"PENNSYLVANIA--98th Infantry. RHODE ISLAND--2d Infantry. UNITED STATES--6th Cavalry (Detachment). Union loss, 4 killed, 3 wounded. Total, 7.",7,4,3,7,0,NA
7155,Skirmish,VA,"May 9: Skirmish, Sisters Mills",1862-05-09,1862-05-09,PENNSYLVANIA--98th Infantry.,NA,NA,NA,NA,NA,NA
7156,Capture,VA,May 10: Capture of Norfolk and Portsmouth,1862-05-10,1862-05-10,"DELAWARE--1st Infantry. INDIANA--20th Infantry. MASSACHUSETTS--16th Infantry. NEW YORK--1st Mounted Rifles; 10th, 20th and 99th Infantry. PENNSYLVANIA--58th Infantry. UNITED STATES--Battery ""D"" 4th Arty.",NA,NA,NA,NA,NA,NA
7157,Skirmish,VA,"May 10: Skirmishes, City Point",1862-05-10,1862-05-10,U. S. Gunboats.,NA,NA,NA,NA,NA,NA
7158,Skirmish,VA,"May 11: Skirmish, Bowling Green Road, near Fredericksburg",1862-05-11,1862-05-11,NEW YORK--5th Cavalry.,NA,NA,NA,NA,NA,NA
7159,Skirmish,VA,"May 11: Skirmish, Great Cross Roads",1862-05-11,1862-05-11,OHIO--62d Infantry.,NA,NA,NA,NA,NA,NA
7160,Skirmish,VA,"May 12: Skirmish, Monterey",1862-05-12,1862-05-12,(No Reports.),NA,NA,NA,NA,NA,NA
7161,Affair,VA,May 13: Affair on Rappahannock River,1862-05-13,1862-05-13,"NEW JERSEY--1st Cavalry. PENNSYLVANIA--1st Cavalry. Union loss, 2 wounded.",NA,NA,2,NA,NA,NA
7162,Skirmish,VA,"May 13: Skirmish, Baltimore Cross Roads, near New Kent Court House",1862-05-13,1862-05-13,PENNSYLVANIA--8th Cavalry.,NA,NA,NA,NA,NA,NA
7163,Skirmish,VA,"May 14: Skirmish, Gaines Cross Roads",1862-05-14,1862-05-14,(No Reports.),NA,NA,NA,NA,NA,NA
7164,Skirmish,VA,"May 15: Skirmish, Linden",1862-05-15,1862-05-15,"PENNSYLVANIA--28th Infantry (Co. ""O""). Union loss, 1 killed, 3 wounded, 14 missing. Total, 18.",18,1,3,4,14,NA
7165,Engagement,VA,"May 15: Engagement, Fort Darling, James River",1862-05-15,1862-05-15,"U. S. Gunboats ""Galena,"" ""Port Royal,"" ""Monitor,"" ""Naugutuck"" and ""Aroostook."" Union loss, 12 killed, 14 wounded. Total, 26.",26,12,14,26,0,NA
7166,Skirmish,VA,"May 15: Skirmish, Gaines Cross Roads",1862-05-15,1862-05-15,"Foraging party. Union loss, 2 wounded.",NA,NA,2,NA,NA,NA
7167,Occupation,VA,May 15-June 17: Operations in Shenandoah Valley,1862-05-15,1862-06-17,"CONNECTICUT--5th Infantry. INDIANA--27th Infantry. MAINE--1st Cavalry; 10th Infantry. MARYLAND--1st Cavalry; 1st Infantry. MASSACHUSETTS--2d Infantry. MICHIGAN--1st Cavalry. NEW YORK--5th and 8th Cavalry; Battery ""M,"" 1st Light Arty.; 28th Infantry. PENNSYLVANIA--Indpt. Batteries ""E"" and ""F"" Light Arty.; 29th and 46th Infantry, Zouaves de Afrique. VERMONT--1st Cavalry. WISCONSIN--3d Infantry. UNITED STATES--Battery ""F,"" 4th Arty.",NA,NA,NA,NA,NA,NA
7168,Expedition,VA,May 17: Expedition up Pamunkey River,1862-05-17,1862-05-17,"ILLINOIS--Sturgis Rifles. UNITED STATES--Battery ""F,"" 5th Arty. (Section); 8th (Cos. ""F"" and ""G"") and 17th (Cos. ""B"" and ""D"") Infantry.",NA,NA,NA,NA,NA,NA
7169,Skirmish,VA,"May 18: Skirmish, Woodstock",1862-05-18,1862-05-18,NEW YORK--5th Cavalry (Detachment).,NA,NA,NA,NA,NA,NA
7170,Skirmish,VA,"May 19: Skirmish, Bottom's Bridge",1862-05-19,1862-05-19,MASSACHUSETTS--7th Infantry. PENNSYLVANIA--52d Infantry.,NA,NA,NA,NA,NA,NA
7171,Engagement,VA,"May 19: Engagement, City Point",1862-05-19,1862-05-19,U. S. Gunboat.,NA,NA,NA,NA,NA,NA
7172,Skirmish,VA,"May 19: Skirmish, Gaines Mill",1862-05-19,1862-05-19,(No Reports.),NA,NA,NA,NA,NA,NA
7173,Skirmish,VA,"May 20: Skirmish, Bottom's Bridge",1862-05-20,1862-05-20,MASSACHUSETTS--7th Infantry. PENNSYLVANIA--52d Infantry.,NA,NA,NA,NA,NA,NA
7174,Skirmish,VA,"May 20: Skirmish, Jackson River Depot",1862-05-20,1862-05-20,OHIO--36th and 44th Infantry. WEST VIRGINIA--2d Cavalry.,NA,NA,NA,NA,NA,NA
7175,Occupation,VA,May 20-23: Operations about Bottom's Bridge,1862-05-20,1862-05-23,"MAINE--11th Infantry. MASSACHUSETTS--7th Infantry. NEW YORK--7th and 8th Indpt. Batteries Light Arty.; 55th, 56th, 62d, 93d, 98th and 100th Infantry. PENNSYLVANIA--8th Cavalry; 23d, 52d and 104th Infantry.",NA,NA,NA,NA,NA,NA
7176,Reconnaissance,VA,May 21: Reconnoissance from Front Royal to Browntown,1862-05-21,1862-05-21,"MICHIGAN--1st Cavalry (Co. ""I""). PENNSYLVANIA--28th Infantry (Cos. ""A"" and ""I"").",NA,NA,NA,NA,NA,NA
7177,Skirmish,VA,"May 21: Skirmish, Woodstock",1862-05-21,1862-05-21,MAINE--1st Cavalry.,NA,NA,NA,NA,NA,NA
7178,Reconnaissance,VA,May 22: Recononissance to Hanovertown and New Castle Ferries,1862-05-22,1862-05-22,PENNSYLVANIA--6th Cavalry.,NA,NA,NA,NA,NA,NA
7179,Reconnaissance,VA,May 23: Reconnoissance from Bottom's Bridge toward Richmond,1862-05-23,1862-05-23,MASSACHUSETTS--7th Infantry. PENNSYLVANIA--8th Cavalry; 23d Infantry.,NA,NA,NA,NA,NA,NA
7180,Skirmish,VA,"May 23: Skirmish, Ellison's Mills, near Mechanicsville",1862-05-23,1862-05-23,MICHIGAN--4th Infantry. UNITED STATES--2d Cavalry (Detachment).,NA,NA,NA,NA,NA,NA
7181,Reconnaissance,VA,May 23: Reconnoissance to Turkey Island Creek Bridge,1862-05-23,1862-05-23,MASSACHUSETTS--7th Infantry. PENNSYLVANIA--8th Cavalry; 23d Infantry.,NA,NA,NA,NA,NA,NA
7182,Skirmish,VA,"May 23: Skirmish, Hogan's, near New Bridge",1862-05-23,1862-05-23,MICHIGAN--4th Infantry.,NA,NA,NA,NA,NA,NA
7183,Action,VA,"May 23: Action, Front Royal",1862-05-23,1862-05-23,"MARYLAND--1st Infantry, Mapes' Pioneers. NEW YORK--5th Cavalry (Cos. ""B"" and ""D""). PENNSYLVANIA--Indpt. Battery ""E"" Light Arty.; 29th Infantry (Cos. ""B"" and ""G""). Union loss, 32 killed, 122 wounded, 757 missing. Total, 911.",911,32,122,154,757,NA
7184,Skirmish,VA,"May 23: Skirmish, Buckton Station",1862-05-23,1862-05-23,"INDIANA--27th Infantry (1 Co.). MASSACHUSETTS--2d Infantry (1 Co.). PENNSYLVANIA--29th Infantry. WISCONSIN--3d Infantry (1 Co.). Union loss, 2 killed, 6 wounded, 12 missing. Total, 20.",20,2,6,8,12,NA
7185,Skirmish,VA,"May 23-24: Skirmishes, Mechanicsville",1862-05-23,1862-05-24,"ILLINOIS--8th Cavalry. MAINE--7th Infantry. NEW YORK--Battery ""E,"" 1st Light Arty.; 33d, 49th and 77th Infantry. PENNSYLVANIA--5th Cavalry. UNITED STATES--Battery ""A,"" 2d Arty. Union loss, 2 killed, 11 wounded. Total, 13.",13,2,11,13,0,NA
7186,Reconnaissance,VA,May 24-27: Reconnoissance to Seven Pines,1862-05-24,1862-05-27,"NEW YORK--Battery ""H,"" 1st Light Arty.; 7th Indpt. Battery Light Arty.; 85th and 98th Infantry. PENNSYLVANIA--8th Cavalry; 52d, 85th and 104th Infantry.",NA,NA,NA,NA,NA,NA
7187,Skirmish,VA,"May 24: Skirmishes, Seven Pines, Savage Station and Action at Chickahominy",1862-05-24,1862-05-24,"NEW YORK--Battery ""H,"" 1st Light Arty.; 7th Indpt. Battery Light Arty.; 85th and 98th Infantry. PENNSYLVANIA--8th Cavalry; 52d, 85th and 104th Infantry. Union loss, 2 killed, 4 wounded. Total, 6.",6,2,4,6,0,NA
7188,Reconnaissance,VA,May 24: Reconnoissance toward Hanover Court House,1862-05-24,1862-05-24,PENNSYLVANIA--6th Cavalry (2 Cos.).,NA,NA,NA,NA,NA,NA
7189,Action,VA,"May 24: Action, Berryville",1862-05-24,1862-05-24,NEW YORK--8th Cavalry.,NA,NA,NA,NA,NA,NA
7190,Action,VA,"May 24: Action, New Bridge",1862-05-24,1862-05-24,"MICHIGAN--4th Infantry. UNITED STATES--2nd Cavalry (Squadron). Union loss, 1 killed, 10 wounded. Total, 11.",11,1,10,11,0,NA
7191,Retreat,VA,May 24-26: Retreat to Williamsport,1862-05-24,1862-05-26,"CONNECTICUT--5th Infantry. INDIANA--27th Infantry. MAINE--1st Cavalry; 10th Infantry. MARYLAND--1st Cavalry; 1st Infantry. MASSACHUSETTS--2d Infantry. MICHIGAN--1st Cavalry. NEW YORK--5th and 8th Cavalry; Battery ""M,"" 1st Light Arty.; 28th Infantry. PENNSYLVANIA--Indpt. Battery ""F"" Light Arty.; 29th and 46th Infantry; Collis' Zouaves de Afrique. VERMONT--1st Cavalry. WISCONSIN--3d Infantry. UNITED STATES--Battery ""F,"" 4th Arty.",NA,NA,NA,NA,NA,NA
7192,Action,VA,"May 24: Action, Strasburg",1862-05-24,1862-05-24,CONNECTICUT--1st Cavalry. PENNSYLVANIA--Collis' Zouaves de Afrique.,NA,NA,NA,NA,NA,NA
7193,Skirmish,VA,"May 24: Skirmish, Linden",1862-05-24,1862-05-24,"MARYLAND--1st Infantry (Co. ""I"").",NA,NA,NA,NA,NA,NA
7194,Engagement,VA,"May 24: Engagement, Middletown",1862-05-24,1862-05-24,"CONNECTICUT--5th Infantry. INDIANA--27th Infantry. MAINE--1st Cavalry; 10th Infantry. MARYLAND--1st Cavalry; 1st Infantry. MASSACHUSETTS--2d Infantry. MICHIGAN--1st Cavalry. NEW YORK--5th Cavalry; Battery ""M,"" 1st Light Arty.; 28th Infantry. PENNSYLVANIA--Indpt. Battery ""F"" Light Arty.; 29th and 46th Infantry; Collis' Zouaves de Afrique. VERMONT--1st Cavalry. WISCONSIN--3d Infantry. UNITED STATES--Battery ""F,"" 4th Arty. For loss see Winchester, May 25.",NA,NA,NA,NA,NA,NA
7195,Action,VA,"May 24: Action, Newtown",1862-05-24,1862-05-24,"INDIANA--27th Infantry. MASSACHUSETTS--2d Infantry. NEW YORK--5th Cavalry; Battery ""M,"" 1st Light Arty.; 28th Infantry. PENNSYLVANIA--Indpt. Battery ""F"" Light Arty.; 29th Infantry. WISCONSIN--3d Infantry. For losses see Winchester, May 25.",NA,NA,NA,NA,NA,NA
7196,Engagement,VA,"May 25: Engagement, Winchester",1862-05-25,1862-05-25,"CONNECTICUT--5th Infantry. INDIANA--27th Infantry. MAINE--1st Cavalry (Cos. ""A,"" ""B,"" ""E,"" ""H"" and ""M""); 10th Infantry. MARYLAND--1st Cavalry (5 Cos.); 1st Infantry. MASSACHUSETTS--2d Infantry. MICHIGAN--1st Cavalry (5 Cos.). NEW YORK--5th and 8th Cavalry; Battery ""M,"" 1st Light Arty.; 28th Infantry. PENNSYLVANIA--Indpt. Battery ""F"" Light Arty.; 29th and 46th Infantry; Collis' Zouaves de Afrique. VERMONT--1st Cavalry. WISCONSIN--3d Infantry. UNITED STATES--Battery ""F,"" 4th Arty. Total Union loss at Front Royal, Middletown, Newtown and Winchester, May 23-25, 62 killed, 243 wounded, 1,714 captured and missing. Total, 2,019.",2019,62,243,305,1714,NA
7197,Expedition,VA,May 25-26: Expedition from Bottom's Bridge to James River,1862-05-25,1862-05-26,"PENNSYLVANIA--3d Cavalry (Detachment Co. ""D"").",NA,NA,NA,NA,NA,NA
7198,Reconnaissance,VA,May 26: Reconnoissance to Hanover Court House,1862-05-26,1862-05-26,ILLINOIS--Chicago Dragoons. NEW YORK--5th and 12th Infantry. UNITED STATES--1st Cavalry.,NA,NA,NA,NA,NA,NA
7199,Skirmish,VA,"May 27: Skirmish, Garnett's Farm",1862-05-27,1862-05-27,PENNSYLVANIA--8th Cavalry.,NA,NA,NA,NA,NA,NA
7200,Skirmish,VA,"May 27: Skirmish, Loudon Heights",1862-05-27,1862-05-27,"MARYLAND--1st Potomac Home Brigade Infantry (2 Cos.). Union loss, 1 killed.",NA,1,NA,NA,NA,NA
7201,Skirmish,VA,"May 27: Skirmish, White Oak",1862-05-27,1862-05-27,PENNSYLVANIA--8th Cavalry.,NA,NA,NA,NA,NA,NA
7202,Engagement,VA,"May 27: Engagement, Hanover Court House, Slash Church or Kinney's Farm",1862-05-27,1862-05-27,"CONNECTICUT--1st Heavy Arty. MAINE--2d Infantry. MASSACHUSETTS--3d and 5th Batteries Light Arty.; 2d Company S. S.; 9th, 19th and 22d Infantry. MICHIGAN--Brady's S. S.; 4th and 16th Infantry. NEW YORK--5th, 12th, 13th, 14th, 17th, 25th and 44th Infantry. PENNSYLVANIA--6th Cavalry; 62d and 83d Infantry. RHODE ISLAND--Battery ""C"" 1st Light Arty. UNITED STATES--5th and 6th Cavalry; Battery ""M"" 2d Arty., Battery ""D"" 5th Arty.; 1st Sharpshooters. Union loss, 62 killed, 223 wounded, 70 missing. Total, 355.",355,62,223,285,70,NA
7203,Occupation,VA,May 27-29: Operations about Hanover Court House,1862-05-27,1862-05-29,"CONNECTICUT--1st Heavy Arty. MAINE--2d Infantry. MASSACHUSETTS--3d and 5th Batteries Light Arty.; 2d Company S. S.; 9th, 18th and 22d Infantry. MICHIGAN--Brady's S. S.; 4th and 16th Infantry. NEW YORK--5th, 12th, 13th, 14th, 17th, 25th and 44th Infantry. PENNSYLVANIA--6th Cavalry; 62d and 83d Infantry. RHODE ISLAND--Battery ""C,"" 1st Light Arty. UNITED STATES--5th and 6th Cavalry; Battery ""M,"" 2d Arty.; Battery ""D,"" 5th Arty.; 1st Sharpshooters.",NA,NA,NA,NA,NA,NA
7204,Reconnaissance,VA,"May 27-31: Reconnoissance from Norfolk to Edenton, N. C.",1862-05-27,1862-05-31,NEW YORK--1st Mounted Rifles.,NA,NA,NA,NA,NA,NA
7205,Skirmish,VA,"May 28: Skirmish, Ashland",1862-05-28,1862-05-28,UNITED STATES--5th Cavalry.,NA,NA,NA,NA,NA,NA
7206,Destruction,VA,"May 28-29: Destruction of Bridges, South Anna River",1862-05-28,1862-05-29,UNITED STATES--6th Cavalry.,NA,NA,NA,NA,NA,NA
7207,Picket affair,VA,"May 29: Picket Affair, Seven Pines",1862-05-29,1862-05-29,"NEW YORK--96th Infantry. PENNSYLVANIA--85th Infantry. Union loss, 2 killed, 2 wounded. Total, 4.",4,2,2,4,0,NA
7208,Action,VA,"May 30: Action, Front Royal",1862-05-30,1862-05-30,"INDIANA--14th Infantry. OHIO--4th and 8th Infantry. RHODE ISLAND--1st Cavalry. WEST VIRGINIA--7th Infantry. Union loss, 8 killed, 7 wounded, 1 missing. Total, 16.",16,8,7,15,1,NA
7209,Skirmish,VA,May 30: Skirmish near Zuni,1862-05-30,1862-05-30,PENNSYLVANIA--11th Cavalry.,NA,NA,NA,NA,NA,NA
7210,Skirmish,VA,"May 30: Skirmish, Fair Oaks",1862-05-30,1862-05-30,NEW YORK--96th Infantry. PENNSYLVANIA--103d Infantry.,NA,NA,NA,NA,NA,NA
7211,Skirmish,VA,May 31: Skirmish near Front Royal,1862-05-31,1862-05-31,"INDIANA--7th Infantry. PENNSYLVANIA--84th and 110th Infantry. WEST VIRGINIA--1st Infantry. Union loss, 1 killed, 2 wounded. Total, 3.",3,1,2,3,0,NA
7212,Battle,VA,May 31-June 1: Battle of Seven Pines or Fair Oaks,1862-05-31,1862-06-01,"ILLINOIS--8th and 12th Cavalry. MAINE--3rd, 4th and 11th Infantry. MASSACHUSETTS--1st, 7th, 10th, 11th, 15th, 19th and 20th Infantry; Andrews' Sharpshooters. MICHIGAN--2d, 3d, 5th and 7th Infantry. MINNESOTA--1st Infantry. NEW HAMPSHIRE--2d and 5th Infantry. NEW JERSEY--1st and 2d Batteries Light Arty.; 5th, 6th, 7th and 8th Infantry. NEW YORK--6th Cavalry (Co. ""K""); Batteries ""A,"" ""B,"" ""D,"" ""G"" and ""H"" 1st Light Arty., 4th, 5th, 6th, 7th and 8th Indpt. Batteries Light Arty.; 34th, 36th, 37th, 38th, 40th, 42d, 52d, 55th, 56th, 57th, 61st, 62d, 63d, 64th, 65th, 66th, 67th, 69th, 70th, 71st, 72d, 73d, 74th, 81st, 82d, 85th, 87th, 88th, 92d, 96th, 98th and 100th Infantry. PENNSYLVANIA--3d and 8th Cavalry; Batteries ""C,"" ""D,"" ""E"" and ""H"" 1st Light Arty.; 23d, 26th, 52d, 53d, 57th, 61st, 63d, 69th, 71st, 72d, 81st, 82d, 85th, 93rd, 98th, 101st, 102d, 103d, 104th, 105th and 106th Infantry. RHODE ISLAND--Batteries ""A,"" ""B,"" ""E"" and ""G"" 1st Light Arty.; 2d Infantry. UNITED STATES--Batteries ""E,"" ""H"" and ""I"" 1st Arty., ""G"" 2d Arty., and ""A"" and ""C"" 4th Arty. Union loss, 790 killed, 3,594 wounded, 647 captured and missing. Total, 5,031.",5031,790,3594,4384,647,NA
7213,Skirmish,VA,"June 1: Skirmish, Mount Carmel, near Strasburg.",1862-06-01,1862-06-01,"OHIO--60th Infantry. WEST VIRGINIA--8th Infantry. Union loss, 7 wounded.",NA,NA,7,NA,NA,NA
7214,Skirmish,VA,"June 1: Skirmish, Harrisonburg",1862-06-01,1862-06-01,PENNSYLVANIA--1st Rifles (13th Reserve).,NA,NA,NA,NA,NA,NA
7215,Skirmish,VA,"June 1-2: Skirmishes, Strasburg and Staunton Road, Jackson's Retreat",1862-06-01,1862-06-02,"INDIANA--Wilder's Battery Light Arty. NEW JERSEY--1st Cavalry. NEW YORK--4th Cavalry. OHIO--Battery ""K"" 1st Light Arty.; 5th, 60th and 75th Infantry. PENNSYLVANIA--1st Cavalry. WEST VIRGINIA--3d Cavalry; 3d and 8th Infantry. Union loss, 2 wounded, 11 missing. Total, 13.",13,0,2,2,11,NA
7216,Reconnaissance,VA,June 1-2: Reconnoissance beyond Seven Pines,1862-06-01,1862-06-02,MICHIGAN--2d and 3d Infantry.,NA,NA,NA,NA,NA,NA
7217,Expedition,VA,June 2: Expedition to Wormley's Ferry,1862-06-02,1862-06-02,UNITED STATES--6th Cavalry.,NA,NA,NA,NA,NA,NA
7218,Action,VA,"June 2: Action, Woodstock",1862-06-02,1862-06-02,NEW JERSEY--1st Cavalry. PENNSYLVANIA--1st Cavalry.,NA,NA,NA,NA,NA,NA
7219,Skirmish,VA,"June 2: Skirmish, Strasburg",1862-06-02,1862-06-02,"PENNSYLVANIA--1st Cavalry; 1st Rifles (13th Reserves). WEST VIRGINIA--Battery ""C"" Light Arty.",NA,NA,NA,NA,NA,NA
7220,Skirmish,VA,"June 2: Skirmish, Columbia Bridge",1862-06-02,1862-06-02,RHODE ISLAND--1st Cavalry.,NA,NA,NA,NA,NA,NA
7221,Skirmish,VA,"June 3: Skirmish, Tom's Brook",1862-06-03,1862-06-03,"WEST VIRGINIA--Battery ""C"" Light Arty.",NA,NA,NA,NA,NA,NA
7222,Skirmish,VA,"June 3: Skirmish, Woodstock",1862-06-03,1862-06-03,PENNSYLVANIA--1st Cavalry; 1st Rifles (13th Reserves),NA,NA,NA,NA,NA,NA
7223,Skirmish,VA,"June 3: Skirmish, Winchester",1862-06-03,1862-06-03,MAINE--1st Cavalry.,NA,NA,NA,NA,NA,NA
7224,Skirmish,VA,"June 3: Skirmish, Mount Jackson",1862-06-03,1862-06-03,PENNSYLVANIA--1st Cavalry; 1st Rifles (13th Reserves).,NA,NA,NA,NA,NA,NA
7225,Expedition,VA,June 3-7: Expedition to James River,1862-06-03,1862-06-07,"U. S. Signal Corps, detachment.",NA,NA,NA,NA,NA,NA
7226,Skirmish,VA,"June 4: Skirmish, Miller's Bridge",1862-06-04,1862-06-04,RHODE ISLAND--1st Cavalry.,NA,NA,NA,NA,NA,NA
7227,Skirmish,VA,"June 5: Skirmish, Port Republic",1862-06-05,1862-06-05,OHIO--62d Infantry.,NA,NA,NA,NA,NA,NA
7228,Skirmish,VA,"June 5: Skirmish, Union Church",1862-06-05,1862-06-05,"NEW YORK--Battery ""I"" 1st Light Arty.",NA,NA,NA,NA,NA,NA
7229,Skirmish,VA,"June 5: Skirmish, New Bridge",1862-06-05,1862-06-05,"MARYLAND--Battery ""B"" Light Arty. Union loss, 2 wounded.",NA,NA,2,NA,NA,NA
7230,Action,VA,"June 6: Action, Harrisonburg",1862-06-06,1862-06-06,"NEW JERSEY--1st Cavalry. NEW YORK--4th Cavalry. OHIO--Battery ""K"" 1st Light Arty.; 55th and 60th Infantry. PENNSYLVANIA--1st Cavalry; 1st Rifles (13th Reserves). WEST VIRGINIA--8th Infantry. Union loss, 63 killed, wounded and missing.",63,NA,NA,NA,NA,NA
7231,Skirmish,VA,"June 6: Skirmish, Mount Jackson",1862-06-06,1862-06-06,"WEST VIRGINIA--Battery ""C"" 1st Light Arty.",NA,NA,NA,NA,NA,NA
7232,Skirmish,VA,"June 7: Skirmish, Harrisonburg",1862-06-07,1862-06-07,CONNECTICUT--1st Cavalry. PENNSYLVANIA--1st Cavalry.,NA,NA,NA,NA,NA,NA
7233,Reconnaissance,VA,June 7: Reconnoissance to east bank Chickahominy,1862-06-07,1862-06-07,"NEW JERSEY--4th Infantry (Cos. ""D,"" ""F,"" ""I"").",NA,NA,NA,NA,NA,NA
7234,Reconnaissance,VA,"June 8: Reconnoissance and Skirmish, New Market Road",1862-06-08,1862-06-08,"NEW YORK--85th and 92d Infantry. PENNSYLVANIA--3d Cavalry (Cos. ""D,"" ""K"").",NA,NA,NA,NA,NA,NA
